timestamp,hum,tem,uv,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,Temperature,Dew Point,Humidity,Wind Speed,Pressure
2020-02-28 08:08:00,82,27,0,0.0,0.0,1.0,0.0,1.0,3.2474829154890945,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:08:55,81,27,0,0.0,0.0,1.0,0.0,1.0,3.2462978215177234,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:09:25,81,27,0,0.0,0.0,1.0,0.0,1.0,3.3463531289805353,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:09:34,80,28,0,0.0,0.0,1.0,0.0,1.0,3.3796180204342656,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:10:04,89,27,0,0.0,0.0,1.0,0.0,1.0,3.505034387429028,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:10:37,83,27,0,0.0,0.0,1.0,0.0,1.0,3.616956538622585,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:11:10,83,28,0,0.0,0.0,1.0,0.0,1.0,3.7686619658855784,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:11:33,82,28,0,0.0,0.0,1.0,0.0,1.0,3.8408822415462436,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:12:24,83,29,0,0.0,0.0,1.0,0.0,1.0,4.004374980193665,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:12:51,82,28,0,0.0,0.0,1.0,0.0,1.0,4.127676399665482,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:13:19,83,29,0,0.0,0.0,1.0,0.0,1.0,4.17667904044318,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:13:47,82,28,0,0.0,0.0,1.0,0.0,1.0,4.181529100546828,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:14:12,83,29,0,0.0,0.0,1.0,0.0,1.0,4.180159479425937,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:14:59,81,29,0,0.0,0.0,1.0,0.0,1.0,4.175932762013541,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:15:08,81,29,0,0.0,0.0,1.0,0.0,1.0,4.17519862541967,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:15:54,81,29,0,0.0,0.0,1.0,0.0,1.0,4.17901199032352,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:16:20,79,30,0,0.0,0.0,1.0,0.0,1.0,4.246155564124639,26.11111111111111,17.77777777777778,61,6,29.85
2020-02-28 08:16:46,79,29,0,0.0,0.0,1.0,0.0,1.0,4.359986950303552,26.11111111111111,17.77777777777778,61,6,29.85
