timestamp,image_folder_path,image,greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,uv,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,Temperature,Dew Point,Humidity,Wind Speed,Pressure
2020-07-12 07:21:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594513259.jpg,2,5,2,3,2,3,3,4,53.0,36,67.0,0.0,0.0,0.0,1.0,0.0,1.0,8.111679392091457,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:22:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594513340.jpg,3,3,3,5,1,2,2,3,61.0,34,26.0,0.0,0.0,0.0,1.0,0.0,1.0,8.222342445146879,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:25:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594513537.jpg,2,4,3,2,2,2,4,2,65.0,32,19.0,0.0,0.0,0.0,1.0,0.0,1.0,8.274275794438738,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:29:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594513781.jpg,3,5,3,4,5,3,4,4,65.0,32,11.0,0.0,0.0,0.0,1.0,0.0,1.0,7.853720796958079,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:34:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594514044.jpg,3,4,4,2,3,3,3,2,61.0,34,5.0,0.0,0.0,0.0,1.0,0.0,1.0,7.877211547092307,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:35:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594514126.jpg,5,5,5,2,5,4,5,5,67.0,31,26.0,0.0,0.0,0.0,1.0,0.0,1.0,7.227510450005213,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:37:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594514264.jpg,4,5,3,2,5,3,2,3,61.0,34,11.0,0.0,0.0,0.0,1.0,0.0,1.0,7.083604483472503,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:39:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594514386.jpg,3,2,3,5,3,2,2,2,68.0,31,27.0,0.0,0.0,0.0,1.0,0.0,1.0,6.61273101729244,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:43:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594514597.jpg,2,2,4,4,4,2,4,2,68.0,31,52.0,0.0,0.0,0.0,1.0,0.0,1.0,6.885543685156756,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:49:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594514949.jpg,2,3,4,5,2,2,3,2,63.0,33,27.0,0.0,0.0,0.0,1.0,0.0,1.0,6.841085293182863,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:51:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594515070.jpg,4,4,5,3,3,2,3,2,65.0,32,21.0,0.0,0.0,0.0,1.0,0.0,1.0,5.757066489727296,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:53:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594515179.jpg,5,5,5,5,4,3,4,3,67.0,32,40.0,0.0,0.0,0.0,1.0,0.0,1.0,5.567945571101583,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:55:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594515342.jpg,4,5,4,5,2,2,4,2,61.0,33,109.0,0.0,0.0,0.0,1.0,0.0,1.0,5.497765243721812,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:56:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594515407.jpg,2,2,5,5,1,2,5,1,61.0,33,120.0,0.0,0.0,0.0,1.0,0.0,1.0,5.5810064281457095,27.77777777777778,25.0,84,2,29.7
2020-07-12 07:58:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594515524.jpg,2,5,2,3,4,4,3,2,61.0,33,124.0,0.0,0.0,0.0,1.0,0.0,1.0,5.5697145867793845,27.77777777777778,25.0,84,2,29.7
2020-07-12 08:01:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594515688.jpg,3,3,4,5,1,2,3,1,61.0,33,25.0,0.0,0.0,0.0,1.0,0.0,1.0,5.874002992725264,28.88888888888889,25.0,79,2,29.7
2020-07-12 08:03:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594515788.jpg,4,3,2,2,4,3,4,4,63.0,32,26.0,0.0,0.0,0.0,1.0,0.0,1.0,6.162426959198651,28.88888888888889,25.0,79,2,29.7
2020-07-12 08:04:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594515884.jpg,3,5,4,5,1,3,3,2,63.0,32,15.0,0.0,0.0,0.0,1.0,0.0,1.0,6.3716369143899865,28.88888888888889,25.0,79,2,29.7
2020-07-12 08:08:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594516105.jpg,5,5,3,4,5,4,2,4,62.0,32,42.0,0.0,0.0,0.0,1.0,0.0,1.0,6.68063880771663,28.88888888888889,25.0,79,2,29.7
2020-07-12 08:10:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594516250.jpg,5,5,2,2,5,5,1,4,61.0,33,25.0,0.0,0.0,0.0,1.0,0.0,1.0,6.4135724923896085,28.88888888888889,25.0,79,2,29.7
2020-07-12 08:11:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594516315.jpg,5,5,2,2,4,4,2,4,62.0,33,18.0,0.0,0.0,0.0,1.0,0.0,1.0,6.413212128897532,28.88888888888889,25.0,79,2,29.7
2020-07-12 08:13:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594516386.jpg,4,5,3,4,2,3,3,3,60.0,33,127.0,0.0,0.0,0.0,1.0,0.0,1.0,6.436772207071013,28.88888888888889,25.0,79,2,29.7
2020-07-12 08:14:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594516454.jpg,3,5,4,3,3,3,3,3,63.0,32,92.0,0.0,0.0,0.0,1.0,0.0,1.0,6.425168347213409,28.88888888888889,25.0,79,2,29.7
2020-07-12 08:15:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594516504.jpg,5,5,5,4,5,3,2,2,52.0,36,77.0,0.0,0.0,0.0,1.0,0.0,1.0,6.479292747506862,28.88888888888889,25.0,79,2,29.7
2020-07-12 08:17:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594516622.jpg,5,5,5,5,1,2,2,2,53.0,36,67.0,0.0,0.0,0.0,1.0,0.0,1.0,6.601358553339157,28.88888888888889,25.0,79,2,29.7
2020-07-12 08:36:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594517762.jpg,4,5,2,2,4,3,3,3,60.0,34,17.0,0.0,0.0,0.0,1.0,0.0,1.0,6.879907090640937,30.0,25.0,74,5,29.7
2020-07-12 08:42:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594518174.jpg,3,5,2,2,3,4,3,4,61.0,34,22.0,0.0,0.0,0.0,1.0,0.0,1.0,7.094343201828434,30.0,25.0,74,5,29.7
2020-07-12 08:43:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594518223.jpg,3,3,4,3,1,2,2,2,61.0,33,20.0,0.0,0.0,0.0,1.0,0.0,1.0,7.206492328312705,30.0,25.0,74,5,29.7
2020-07-12 11:58:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594529936.jpg,3,5,4,3,2,3,2,3,68.0,32,14.0,0.0,0.0,0.0,1.0,1.0,0.0,8.240977556303436,32.22222222222222,22.77777777777778,59,5,29.7
2020-07-12 12:01:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594530073.jpg,4,5,3,3,3,3,2,3,61.0,34,4.0,1.0,0.0,0.0,0.0,1.0,0.0,8.272085980133479,32.77777777777778,23.88888888888889,59,3,29.7
2020-07-12 12:03:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594530203.jpg,2,3,2,2,1,2,3,2,61.0,34,9.0,1.0,0.0,0.0,0.0,1.0,0.0,8.327285797363901,32.77777777777778,23.88888888888889,59,3,29.7
2020-07-12 12:05:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594530355.jpg,3,5,3,2,3,4,2,3,60.0,34,3.0,1.0,0.0,0.0,0.0,1.0,0.0,8.013199772956359,32.77777777777778,23.88888888888889,59,3,29.7
2020-07-12 12:07:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594530434.jpg,3,5,3,3,3,4,2,3,60.0,34,4.0,1.0,0.0,0.0,0.0,1.0,0.0,7.916075177318237,32.77777777777778,23.88888888888889,59,3,29.7
2020-07-12 12:09:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594530550.jpg,1,5,3,3,1,1,2,1,60.0,33,6.0,1.0,0.0,0.0,0.0,1.0,0.0,7.814204241440541,32.77777777777778,23.88888888888889,59,3,29.7
2020-07-12 12:11:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594530686.jpg,1,2,3,5,2,1,4,2,60.0,33,5.0,1.0,0.0,0.0,0.0,1.0,0.0,7.542670152332232,32.77777777777778,23.88888888888889,59,3,29.7
2020-07-12 12:15:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594530935.jpg,5,5,2,1,5,4,2,2,68.0,31,16.0,1.0,0.0,0.0,0.0,1.0,0.0,7.368062110552603,32.77777777777778,23.88888888888889,59,3,29.7
2020-07-12 12:17:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594531069.jpg,5,5,4,3,5,3,3,5,69.0,31,56.0,1.0,0.0,0.0,0.0,1.0,0.0,6.833326727705573,32.77777777777778,23.88888888888889,59,3,29.7
2020-07-12 12:19:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594531151.jpg,5,5,3,2,5,4,2,3,64.0,32,21.0,1.0,0.0,0.0,0.0,1.0,0.0,6.796786428445178,32.77777777777778,23.88888888888889,59,3,29.7
2020-07-12 12:20:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594531251.jpg,5,4,3,4,5,3,2,3,69.0,31,24.0,1.0,0.0,0.0,0.0,1.0,0.0,6.616800157699733,32.77777777777778,23.88888888888889,59,3,29.7
2020-07-12 12:22:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594531378.jpg,3,2,2,4,2,1,3,3,69.0,31,24.0,1.0,0.0,0.0,0.0,1.0,0.0,6.667661895561858,32.77777777777778,23.88888888888889,59,3,29.7
2020-07-12 12:33:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594532009.jpg,2,4,3,4,2,3,4,2,69.0,31,43.0,1.0,0.0,0.0,0.0,1.0,0.0,6.922272506415986,32.77777777777778,22.22222222222222,52,5,29.67
2020-07-12 12:55:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594533309.jpg,1,2,1,1,1,2,2,2,62.0,33,24.0,1.0,0.0,0.0,0.0,1.0,0.0,6.895758396234544,32.77777777777778,22.22222222222222,52,5,29.67
2020-07-12 12:57:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594533429.jpg,3,5,2,3,1,2,2,2,67.0,32,28.0,1.0,0.0,0.0,0.0,1.0,0.0,6.683531575515952,32.77777777777778,22.22222222222222,52,5,29.67
2020-07-12 12:58:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594533536.jpg,4,3,4,3,4,2,3,2,66.0,32,13.0,1.0,0.0,0.0,0.0,1.0,0.0,6.421541393131776,32.77777777777778,22.22222222222222,52,5,29.67
2020-07-12 13:00:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594533637.jpg,4,3,2,3,3,2,3,2,63.0,32,105.0,1.0,0.0,0.0,0.0,1.0,0.0,6.182247444457492,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:02:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594533762.jpg,2,5,3,4,4,3,2,3,64.0,32,27.0,1.0,0.0,0.0,0.0,1.0,0.0,6.083306501966323,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:04:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594533874.jpg,3,5,4,4,2,3,3,2,61.0,33,77.0,1.0,0.0,0.0,0.0,1.0,0.0,5.928930870655125,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:05:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594533907.jpg,4,3,4,4,3,2,2,3,64.0,32,35.0,1.0,0.0,0.0,0.0,1.0,0.0,5.662677920580983,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:07:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534032.jpg,5,4,3,3,3,4,3,4,63.0,32,57.0,1.0,0.0,0.0,0.0,1.0,0.0,5.661595396442622,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:08:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534082.jpg,4,4,3,4,3,3,2,3,62.0,32,83.0,1.0,0.0,0.0,0.0,1.0,0.0,5.572692349126683,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:09:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534179.jpg,4,5,2,4,3,3,2,3,60.0,33,40.0,1.0,0.0,0.0,0.0,1.0,0.0,5.542870196468309,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:10:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534220.jpg,5,4,3,3,4,4,4,4,61.0,31,4.0,1.0,0.0,0.0,0.0,1.0,0.0,5.491718365519314,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:11:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534312.jpg,4,5,3,3,4,4,3,3,61.0,34,34.0,1.0,0.0,0.0,0.0,1.0,0.0,5.591728527345428,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:12:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534363.jpg,3,3,5,4,3,2,4,3,61.0,31,3.0,1.0,0.0,0.0,0.0,1.0,0.0,5.577688090225078,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:13:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534436.jpg,3,2,2,3,3,3,3,2,58.0,34,31.0,1.0,0.0,0.0,0.0,1.0,0.0,5.574939055635693,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:14:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534492.jpg,2,2,4,4,2,2,2,2,60.0,31,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.69505363027656,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:16:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534572.jpg,3,5,3,2,2,2,2,2,49.0,37,44.0,1.0,0.0,0.0,0.0,1.0,0.0,5.977214379011475,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:18:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534690.jpg,5,5,3,3,4,4,3,4,59.0,34,14.0,1.0,0.0,0.0,0.0,1.0,0.0,6.132527069602302,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:19:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534765.jpg,4,5,3,2,4,4,3,4,60.0,34,32.0,1.0,0.0,0.0,0.0,1.0,0.0,6.4580558280890585,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:20:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534835.jpg,5,5,2,2,5,5,5,5,61.0,33,27.0,1.0,0.0,0.0,0.0,1.0,0.0,6.436941689199557,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:21:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534889.jpg,5,5,3,3,5,4,4,3,61.0,33,19.0,1.0,0.0,0.0,0.0,1.0,0.0,6.405669211694037,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:22:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594534948.jpg,5,5,3,2,5,4,4,4,62.0,34,15.0,1.0,0.0,0.0,0.0,1.0,0.0,6.426028711304812,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:26:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594535214.jpg,5,5,4,2,5,5,4,4,65.0,32,15.0,1.0,0.0,0.0,0.0,1.0,0.0,6.69018827101503,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:28:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594535299.jpg,5,5,3,3,3,3,3,2,60.0,34,6.0,1.0,0.0,0.0,0.0,1.0,0.0,6.862564295816318,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:29:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594535372.jpg,5,5,3,3,5,4,4,4,65.0,32,18.0,1.0,0.0,0.0,0.0,1.0,0.0,7.031416408475003,32.77777777777778,22.77777777777778,55,5,29.67
2020-07-12 13:30:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594535433.jpg,2,5,2,2,2,3,3,3,61.0,34,4.0,1.0,0.0,0.0,0.0,1.0,0.0,7.1392182430008875,32.22222222222222,22.77777777777778,59,5,29.64
2020-07-12 13:31:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594535492.jpg,2,5,3,3,2,3,2,2,60.0,33,10.0,1.0,0.0,0.0,0.0,1.0,0.0,7.148465386612798,32.22222222222222,22.77777777777778,59,5,29.64
2020-07-12 13:32:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594535573.jpg,3,5,2,2,4,4,3,2,61.0,34,8.0,1.0,0.0,0.0,0.0,1.0,0.0,7.152458682444168,32.22222222222222,22.77777777777778,59,5,29.64
2020-07-12 13:34:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594535653.jpg,3,3,2,2,3,3,3,2,61.0,34,6.0,1.0,0.0,0.0,0.0,1.0,0.0,7.147753587375329,32.22222222222222,22.77777777777778,59,5,29.64
2020-07-12 13:35:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594535701.jpg,4,5,2,2,3,3,3,3,67.0,31,26.0,1.0,0.0,0.0,0.0,1.0,0.0,7.065126121512171,32.22222222222222,22.77777777777778,59,5,29.64
2020-07-12 13:37:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594535832.jpg,4,3,3,3,3,3,3,3,59.0,34,4.0,1.0,0.0,0.0,0.0,1.0,0.0,7.012149880214475,32.22222222222222,22.77777777777778,59,5,29.64
2020-07-12 13:38:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594535908.jpg,2,2,4,3,2,3,3,3,67.0,31,22.0,1.0,0.0,0.0,0.0,1.0,0.0,7.071520297519047,32.22222222222222,22.77777777777778,59,5,29.64
2020-07-12 13:39:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594535952.jpg,2,3,2,3,2,3,2,3,61.0,34,9.0,1.0,0.0,0.0,0.0,1.0,0.0,7.336367595487832,32.22222222222222,22.77777777777778,59,5,29.64
2020-07-12 13:41:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594536091.jpg,4,4,4,3,3,3,2,2,60.0,33,5.0,1.0,0.0,0.0,0.0,1.0,0.0,7.566542343749652,32.22222222222222,22.77777777777778,59,5,29.64
2020-07-12 17:16:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549007.jpg,3,5,5,4,4,3,3,3,62.0,33,4.0,0.0,0.0,1.0,0.0,0.0,1.0,8.233562723090888,28.88888888888889,25.0,79,3,29.61
2020-07-12 17:17:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549056.jpg,3,5,4,4,5,3,3,3,62.0,32,4.0,0.0,0.0,1.0,0.0,0.0,1.0,8.289254184368657,28.88888888888889,25.0,79,3,29.61
2020-07-12 17:18:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549123.jpg,3,3,4,4,5,3,3,3,64.0,32,20.0,0.0,0.0,1.0,0.0,0.0,1.0,8.311027694480455,28.88888888888889,25.0,79,3,29.61
2020-07-12 17:20:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549203.jpg,3,3,3,4,5,3,3,3,67.0,31,31.0,0.0,0.0,1.0,0.0,0.0,1.0,8.354172223909748,28.88888888888889,25.0,79,3,29.61
2020-07-12 17:21:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549275.jpg,4,3,2,2,5,3,4,4,69.0,31,30.0,0.0,0.0,1.0,0.0,0.0,1.0,8.377318062604289,28.88888888888889,25.0,79,3,29.61
2020-07-12 17:22:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549379.jpg,3,4,5,4,4,4,4,4,68.0,31,58.0,0.0,0.0,1.0,0.0,0.0,1.0,8.366129699844311,28.88888888888889,25.0,79,3,29.61
2020-07-12 17:24:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549476.jpg,3,5,3,4,5,5,1,3,62.0,32,29.0,0.0,0.0,1.0,0.0,0.0,1.0,7.925742605129721,28.88888888888889,25.0,79,3,29.61
2020-07-12 17:26:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549563.jpg,4,5,3,4,5,3,2,3,63.0,32,21.0,0.0,0.0,1.0,0.0,0.0,1.0,7.642658457100109,28.88888888888889,25.0,79,3,29.61
2020-07-12 17:27:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549657.jpg,2,1,4,4,2,2,4,2,65.0,32,20.0,0.0,0.0,1.0,0.0,0.0,1.0,7.39107728749636,28.88888888888889,25.0,79,3,29.61
2020-07-12 17:28:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549712.jpg,1,2,4,4,3,3,3,3,67.0,31,33.0,0.0,0.0,1.0,0.0,0.0,1.0,7.216015740720791,28.88888888888889,25.0,79,3,29.61
2020-07-12 17:29:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549753.jpg,3,5,3,5,5,3,3,3,67.0,32,46.0,0.0,0.0,1.0,0.0,0.0,1.0,7.194164697809732,28.88888888888889,25.0,79,3,29.61
2020-07-12 17:30:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549812.jpg,5,5,3,3,5,4,4,3,65.0,33,29.0,0.0,0.0,1.0,0.0,0.0,1.0,7.1911068779812135,27.77777777777778,23.88888888888889,79,8,29.64
2020-07-12 17:31:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549908.jpg,5,5,3,3,5,5,2,4,63.0,32,32.0,0.0,0.0,1.0,0.0,0.0,1.0,7.155912549724087,27.77777777777778,23.88888888888889,79,8,29.64
2020-07-12 17:32:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594549972.jpg,5,4,2,3,5,5,1,4,61.0,33,119.0,0.0,0.0,1.0,0.0,0.0,1.0,6.927011178071866,27.77777777777778,23.88888888888889,79,8,29.64
2020-07-12 17:33:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200712\image-tag-dong-12-07-2020,28381-108410-1594550031.jpg,5,5,2,3,5,5,4,4,64.0,32,30.0,0.0,0.0,1.0,0.0,0.0,1.0,6.722901501080189,27.77777777777778,23.88888888888889,79,8,29.64
2020-07-13 07:24:00,..\..\Data\Data HCM\DDDA_Data\merged_data\20200713\image-tag-dat-13-07-2020,28522-108355-1594599875.jpg,4,5,3,3,4,5,4,4,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059,27.77777777777778,26.11111111111111,89,2,29.73
