greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,uv,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
5,5,2,2,4,4,1,5,57.0,36,196.0,1.0,0.0,0.0,0.0,1.0,0.0,6.432118455693695
3,3,2,2,4,3,2,4,73.0,31,2.0,1.0,0.0,0.0,0.0,1.0,0.0,6.424853336362936
3,3,2,2,3,3,1,3,78.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228
3,5,3,2,5,5,2,4,73.0,31,22.0,0.0,1.0,0.0,0.0,1.0,0.0,8.318911127798362
3,3,3,2,3,3,4,2,65.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.122044467043653
5,4,3,2,5,4,1,4,54.0,36,60.0,0.0,0.0,0.0,1.0,1.0,0.0,6.4163565813923125
4,2,3,3,3,3,2,3,67.0,34,53.0,0.0,0.0,0.0,1.0,0.0,1.0,5.702969116069332
2,2,5,5,1,1,5,1,69.0,33,21.0,0.0,0.0,1.0,0.0,0.0,1.0,6.986278427652821
2,5,2,2,3,3,2,4,67.0,33,59.0,0.0,0.0,0.0,1.0,0.0,1.0,7.12788245724447
2,2,4,4,1,1,4,2,69.0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.568385131810371
3,3,3,3,3,2,3,2,86.0,29,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102
1,5,3,3,3,3,3,3,86.0,28,36.0,0.0,0.0,0.0,1.0,1.0,0.0,8.415121185543555
2,2,5,5,2,1,4,1,58.0,34,431.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5342563405919885
1,1,5,5,2,2,3,2,55.0,35,502.0,0.0,0.0,1.0,0.0,0.0,1.0,6.6161019973789905
1,1,4,4,2,2,3,2,66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.640383398846991
2,2,3,3,3,3,2,2,68.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775
3,3,4,4,3,3,3,3,63.0,32,16.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8153822681697065
2,2,5,5,2,2,5,2,77.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0573137577692595
3,3,3,3,3,3,3,3,70.0,33,32.0,0.0,0.0,0.0,1.0,0.0,1.0,5.9525647790162015
2,2,3,3,2,2,2,2,78.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228
3,3,4,3,2,2,4,2,58.0,35,3.0,0.0,0.0,0.0,1.0,1.0,0.0,5.57377590930592
4,4,4,4,4,4,3,3,57.0,35,165.0,0.0,0.0,0.0,1.0,1.0,0.0,5.4847783279775895
3,3,4,4,3,3,2,4,75.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112
4,5,3,3,2,3,3,3,81.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.46835385483181
3,3,3,2,4,4,2,4,73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.973752478228892
3,5,4,4,3,4,3,3,72.0,31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.995501093914803
2,5,3,3,2,3,2,2,60.0,33,10.0,1.0,0.0,0.0,0.0,1.0,0.0,7.148465386612798
2,2,2,2,1,1,3,1,57.0,36,201.0,0.0,0.0,0.0,1.0,1.0,0.0,5.574201274303387
2,2,3,3,3,3,3,3,68.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.434925562781158
2,2,3,3,2,2,3,2,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.534440129004215
3,3,4,4,2,2,5,3,61.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5327577214313575
4,3,3,2,3,3,2,3,65.0,33,87.0,0.0,0.0,0.0,1.0,1.0,0.0,6.093283321110072
5,3,4,3,2,1,4,1,51.0,36,18.0,0.0,0.0,0.0,1.0,1.0,0.0,5.670883636015558
2,2,2,2,3,2,2,3,53.0,35,26.0,0.0,0.0,0.0,1.0,0.0,1.0,7.154810711841938
2,2,3,4,2,2,3,3,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845
5,3,3,3,5,5,1,5,75.0,30,19.0,0.0,0.0,0.0,1.0,0.0,1.0,6.4303637065289045
3,4,3,3,3,3,3,3,49.0,37,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.146960176089152
2,2,4,4,2,2,3,2,77.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.416159928752833
2,3,3,3,5,4,4,3,71.0,32,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.979308669739392
2,2,2,2,3,4,1,3,78.0,31,87.0,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088
4,4,3,3,3,3,3,3,65.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343
2,2,4,4,3,2,3,2,77.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.644202397852575
2,2,4,4,2,2,4,2,69.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941
2,2,5,5,3,3,4,1,63.0,31,3.0,0.0,0.0,1.0,0.0,0.0,1.0,6.847713553029293
1,1,4,4,2,1,2,2,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269
2,2,5,5,2,2,5,2,49.0,37,68.0,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331
2,2,4,4,2,2,3,2,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.5571807246982905
4,3,3,4,4,4,4,2,49.0,37,92.0,0.0,0.0,0.0,1.0,0.0,1.0,6.422301347037783
5,5,2,2,5,5,2,5,75.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419
4,4,3,3,4,4,2,4,59.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946
2,2,3,3,2,2,2,2,60.0,34,664.0,1.0,0.0,0.0,0.0,1.0,0.0,7.203266530765332
2,2,4,4,2,2,3,2,59.0,35,52.0,1.0,0.0,0.0,0.0,1.0,0.0,7.1531567968860434
1,2,3,3,3,3,3,3,59.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946
1,1,5,5,1,1,5,1,59.0,35,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176
2,3,4,4,2,2,3,2,51.0,36,596.0,0.0,0.0,1.0,0.0,0.0,1.0,8.376296964696806
3,3,4,4,4,3,3,2,46.0,37,201.0,0.0,0.0,0.0,1.0,0.0,1.0,6.721987676183449
3,2,3,3,4,3,3,3,63.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.976040846842159
3,5,3,4,5,5,1,3,62.0,32,29.0,0.0,0.0,1.0,0.0,0.0,1.0,7.925742605129721
3,3,2,2,5,5,1,5,55.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.197571081448307
3,3,2,2,2,2,3,1,52.0,36,99.0,1.0,0.0,0.0,0.0,1.0,0.0,7.035683086805843
3,3,2,2,4,4,1,5,60.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.254840915406108
4,4,2,2,4,4,3,4,74.0,31,18.0,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432
5,5,1,1,5,5,1,5,55.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.062853677970272
4,4,2,2,4,4,1,4,75.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112
4,4,3,3,3,4,3,2,57.0,35,43.0,0.0,0.0,1.0,0.0,0.0,1.0,7.236447980446544
2,2,3,3,3,3,3,2,60.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.248496030706109
2,1,3,3,4,4,3,3,65.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.628054177010415
4,3,4,3,4,4,5,1,86.0,28,29.0,0.0,0.0,0.0,1.0,0.0,1.0,7.176694577136747
5,4,3,2,5,5,4,2,81.0,29,98.0,0.0,0.0,0.0,1.0,0.0,1.0,6.372761548329691
2,2,2,2,4,3,2,4,73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.156470005321673
1,1,5,5,1,1,5,1,73.0,32,8.0,1.0,0.0,0.0,0.0,1.0,0.0,8.035452036832472
1,1,3,3,1,1,4,1,75.0,32,26.0,0.0,0.0,1.0,0.0,0.0,1.0,7.075295551494054
3,2,5,5,1,1,5,1,79.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525
3,3,3,3,3,2,3,3,56.0,35,60.0,1.0,0.0,0.0,0.0,1.0,0.0,7.00502645917817
3,3,4,4,3,3,3,3,69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.571181973186025
3,3,3,3,5,5,5,2,79.0,30,40.0,0.0,0.0,0.0,1.0,0.0,1.0,5.573909405910354
4,5,3,4,4,3,2,3,53.0,36,100.0,0.0,0.0,0.0,1.0,1.0,0.0,5.547117774134949
2,1,5,5,2,1,5,1,64.0,34,112.0,0.0,0.0,1.0,0.0,0.0,1.0,6.161972254750432
1,2,3,5,2,1,4,2,60.0,33,5.0,1.0,0.0,0.0,0.0,1.0,0.0,7.542670152332232
2,4,5,4,2,4,4,2,48.0,37,155.0,0.0,0.0,0.0,1.0,0.0,1.0,6.945352819755257
2,2,2,2,4,4,2,4,66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.201964291736032
3,3,1,1,4,4,2,4,74.0,31,18.0,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432
4,4,2,2,4,4,2,4,73.0,30,24.0,0.0,0.0,0.0,1.0,1.0,0.0,5.537916410582699
2,2,3,3,4,2,3,2,73.0,32,13.0,0.0,0.0,0.0,1.0,0.0,1.0,5.548915906644913
5,5,5,2,5,4,5,5,67.0,31,26.0,0.0,0.0,0.0,1.0,0.0,1.0,7.227510450005213
3,3,2,2,3,3,2,3,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269
4,3,3,3,4,2,3,4,55.0,35,77.0,0.0,0.0,1.0,0.0,0.0,1.0,6.427850458947643
5,4,3,3,5,5,1,5,73.0,30,35.0,0.0,0.0,0.0,1.0,1.0,0.0,6.285571433399032
4,3,3,3,3,3,3,3,60.0,34,23.0,1.0,0.0,0.0,0.0,1.0,0.0,6.459227902807718
2,3,2,3,2,3,2,3,61.0,34,9.0,1.0,0.0,0.0,0.0,1.0,0.0,7.336367595487832
3,3,2,3,3,3,3,3,59.0,34,82.0,1.0,0.0,0.0,0.0,1.0,0.0,8.344142293295715
3,5,4,4,3,4,3,3,60.0,31,3.0,0.0,0.0,0.0,1.0,0.0,1.0,6.685125628536721
3,3,5,4,2,2,3,2,79.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992
3,3,2,2,4,4,1,4,68.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693
2,2,2,2,4,4,2,5,75.0,32,26.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645
4,4,2,2,4,4,2,4,51.0,37,169.0,0.0,0.0,0.0,1.0,0.0,1.0,5.75335466904166
2,2,5,5,1,1,5,1,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904
4,5,3,2,5,3,2,3,61.0,34,11.0,0.0,0.0,0.0,1.0,0.0,1.0,7.083604483472503
3,3,3,4,5,3,3,3,67.0,31,31.0,0.0,0.0,1.0,0.0,0.0,1.0,8.354172223909748
4,4,5,4,3,2,2,2,79.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992
3,3,3,3,3,3,3,3,73.0,31,9.0,0.0,0.0,1.0,0.0,0.0,1.0,7.075295551494054
2,3,3,3,4,4,3,3,73.0,31,17.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8656153828817805
4,4,4,4,4,4,5,1,58.0,35,11.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553361999215691
1,5,3,3,1,1,2,1,60.0,33,6.0,1.0,0.0,0.0,0.0,1.0,0.0,7.814204241440541
4,5,4,3,3,3,3,3,73.0,32,2.0,0.0,0.0,1.0,0.0,0.0,1.0,5.544741797779626
1,1,3,3,2,2,2,2,52.0,36,99.0,1.0,0.0,0.0,0.0,1.0,0.0,7.035683086805843
3,3,2,2,3,3,2,3,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269
3,2,4,4,3,3,2,3,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845
3,3,3,3,3,3,2,3,85.0,29,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418
2,2,1,1,3,3,1,3,53.0,36,257.0,1.0,0.0,0.0,0.0,1.0,0.0,7.277519521944598
2,3,2,1,4,4,1,4,51.0,36,596.0,0.0,0.0,1.0,0.0,0.0,1.0,8.376296964696806
3,3,4,4,3,4,4,2,72.0,31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.995501093914803
3,3,3,3,3,3,3,3,91.0,27,29.0,1.0,0.0,0.0,0.0,1.0,0.0,6.157304326529598
2,2,4,4,2,3,3,3,59.0,35,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176
2,2,2,2,3,3,2,3,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552
4,4,3,2,4,4,2,4,74.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.5243925429555025
1,4,3,2,3,4,3,3,72.0,31,66.0,0.0,0.0,0.0,1.0,0.0,1.0,8.357928410456207
2,3,5,5,2,2,5,1,61.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.644202397852575
1,2,4,4,3,2,4,2,79.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992
2,2,3,3,3,3,3,3,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.139657270612567
3,5,2,2,5,5,2,4,78.0,29,12.0,0.0,1.0,0.0,0.0,1.0,0.0,6.8656153828817805
4,5,3,3,3,4,2,4,48.0,37,72.0,1.0,0.0,0.0,0.0,1.0,0.0,7.002960887767923
3,3,5,4,2,3,3,3,49.0,37,68.0,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331
1,1,4,4,1,1,5,1,51.0,36,596.0,0.0,0.0,1.0,0.0,0.0,1.0,8.376296964696806
3,3,3,3,3,3,3,3,65.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343
1,2,5,5,1,1,5,1,68.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.32167051329657
3,3,2,2,4,4,2,4,63.0,34,39.0,0.0,0.0,0.0,1.0,0.0,1.0,7.380290983105155
3,3,3,3,4,4,2,4,78.0,31,10.0,0.0,0.0,0.0,1.0,0.0,1.0,7.2745180207424065
3,3,5,4,3,2,4,3,61.0,31,3.0,1.0,0.0,0.0,0.0,1.0,0.0,5.577688090225078
3,5,4,3,1,2,3,2,60.0,33,137.0,1.0,0.0,0.0,0.0,1.0,0.0,6.45781930707799
2,1,5,5,1,2,4,2,63.0,34,39.0,0.0,0.0,0.0,1.0,0.0,1.0,7.380290983105155
3,3,1,1,4,4,1,4,61.0,34,545.0,0.0,0.0,1.0,0.0,0.0,1.0,6.441126558530581
5,3,5,4,3,2,4,2,68.0,33,65.0,0.0,0.0,0.0,1.0,0.0,1.0,5.611784362985194
3,4,4,4,4,4,4,2,51.0,37,395.0,0.0,0.0,0.0,1.0,0.0,1.0,6.444427351382735
3,3,3,3,3,2,3,2,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904
3,2,4,4,3,3,2,4,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904
1,3,3,3,3,2,4,1,63.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.15645457797551
3,3,3,4,3,3,4,2,58.0,34,52.0,0.0,0.0,0.0,1.0,1.0,0.0,5.609591253256909
3,3,3,3,2,2,3,2,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269
5,4,3,2,5,5,1,5,63.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4144908039444894
3,3,4,4,2,2,4,2,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845
2,2,2,2,3,3,3,3,74.0,31,18.0,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432
3,4,3,2,4,3,2,4,68.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.358336832962543
3,3,3,3,3,3,3,3,60.0,34,11.0,0.0,0.0,1.0,0.0,0.0,1.0,6.747032473701513
4,4,3,3,3,3,3,3,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059
2,2,2,2,2,2,2,2,56.0,35,601.0,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198
2,2,4,4,2,2,4,2,77.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0573137577692595
4,4,3,2,3,3,2,3,68.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.784567260577785
3,5,3,3,3,3,3,3,72.0,32,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.609591253256909
2,3,3,4,2,2,4,3,50.0,37,5.0,0.0,0.0,0.0,1.0,0.0,1.0,5.589318277498476
3,5,3,3,4,4,2,4,79.0,31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.545423101043606
2,2,4,4,2,2,5,1,50.0,37,89.0,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918
1,1,1,1,4,4,1,4,54.0,36,773.0,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285
2,2,3,3,3,3,4,3,61.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.120274869470393
2,5,2,2,4,4,3,4,81.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.46835385483181
4,4,3,4,4,4,3,3,73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.421187744494178
4,4,2,1,4,4,2,4,72.0,30,31.0,0.0,0.0,0.0,1.0,1.0,0.0,6.422723696324697
3,3,5,5,2,2,4,2,61.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243
2,2,3,3,3,3,2,2,60.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.012321768343242
2,2,3,3,3,3,3,3,59.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343
2,3,2,2,5,4,4,2,72.0,31,19.0,0.0,1.0,0.0,0.0,1.0,0.0,8.248722221264224
1,2,2,2,2,2,3,2,50.0,37,89.0,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918
2,2,3,2,3,2,2,2,56.0,35,601.0,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198
3,3,4,4,3,3,2,3,49.0,37,68.0,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331
3,3,3,3,1,2,3,2,50.0,37,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.84334062123617
2,2,3,3,2,2,2,2,59.0,34,50.0,0.0,0.0,0.0,1.0,1.0,0.0,8.311419326199031
2,3,3,3,3,2,3,3,62.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.51217518686674
3,1,5,5,1,1,5,1,62.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.185123928701169
3,4,4,4,3,4,4,3,72.0,32,2.0,0.0,0.0,0.0,1.0,1.0,0.0,5.9607331940031925
3,2,1,1,2,1,4,1,66.0,33,23.0,0.0,0.0,0.0,1.0,0.0,1.0,7.1493868757767896
2,2,3,4,1,1,4,1,58.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.784898352012638
2,2,4,3,4,2,2,2,68.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775
2,3,4,4,1,2,4,1,66.0,33,14.0,0.0,0.0,0.0,1.0,1.0,0.0,5.4869155791267845
2,3,3,3,3,3,3,3,70.0,32,23.0,1.0,0.0,0.0,0.0,1.0,0.0,8.318957002468077
3,5,2,2,3,3,3,3,65.0,33,35.0,0.0,0.0,0.0,1.0,0.0,1.0,7.147356950398043
5,5,2,2,5,5,2,4,78.0,29,12.0,0.0,1.0,0.0,0.0,1.0,0.0,7.088392256964598
3,3,5,5,2,2,5,2,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904
2,2,3,3,2,2,2,2,56.0,35,601.0,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198
4,2,3,4,1,1,5,1,54.0,37,16.0,1.0,0.0,0.0,0.0,1.0,0.0,7.198289786097591
2,3,4,3,1,1,3,1,53.0,36,95.0,0.0,0.0,0.0,1.0,1.0,0.0,6.42657712806723
4,4,3,2,4,4,1,4,75.0,33,13.0,1.0,0.0,0.0,0.0,1.0,0.0,6.878716238545669
4,4,2,2,4,4,2,4,65.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675
2,3,3,2,4,3,2,4,73.0,32,6.0,0.0,0.0,0.0,1.0,0.0,1.0,5.763128142761303
3,5,2,2,5,4,2,4,57.0,35,81.0,0.0,0.0,0.0,1.0,0.0,1.0,7.864764462811165
3,3,3,3,4,4,2,4,76.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.676295422316878
5,5,2,1,5,5,1,5,68.0,32,82.0,0.0,0.0,0.0,1.0,0.0,1.0,6.426872842434407
3,3,1,1,3,3,1,3,53.0,36,257.0,1.0,0.0,0.0,0.0,1.0,0.0,7.277519521944598
2,3,3,2,3,2,4,2,62.0,33,30.0,0.0,0.0,0.0,1.0,1.0,0.0,6.145487604629892
4,4,3,2,5,5,1,5,68.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693
3,4,3,4,1,2,3,2,59.0,34,26.0,1.0,0.0,0.0,0.0,1.0,0.0,6.674581174657979
2,2,4,4,2,2,2,3,78.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228
4,4,3,3,5,5,4,2,61.0,33,29.0,0.0,0.0,0.0,1.0,0.0,1.0,6.87577655153488
2,3,5,5,4,3,4,3,72.0,32,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.4847783279775895
3,3,5,5,3,4,5,1,55.0,35,26.0,0.0,0.0,0.0,1.0,0.0,1.0,5.995501093914803
2,2,5,5,1,1,5,1,79.0,31,6.0,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695
4,3,4,4,1,2,3,3,50.0,37,2.0,0.0,0.0,0.0,1.0,1.0,0.0,5.890568693022418
3,3,2,2,4,4,2,4,75.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419
3,3,3,3,3,3,2,3,75.0,32,26.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645
3,2,5,5,2,1,5,1,79.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525
3,3,5,5,2,2,4,2,69.0,33,21.0,0.0,0.0,1.0,0.0,0.0,1.0,6.986278427652821
2,2,4,4,3,3,4,3,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552
4,4,2,2,3,3,3,3,88.0,28,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418
4,1,3,4,3,3,4,3,59.0,34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.045490117343747
2,2,4,4,2,3,2,3,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904
2,2,3,3,3,3,2,1,78.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228
2,4,4,4,3,4,3,3,73.0,32,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.609591253256909
3,3,2,2,3,4,2,4,49.0,37,68.0,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565
4,4,3,3,4,4,2,4,74.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.537689510958655
3,3,3,3,5,4,3,3,81.0,30,46.0,0.0,0.0,1.0,0.0,0.0,1.0,8.314420356034804
2,2,3,3,2,2,3,2,78.0,31,87.0,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088
4,4,1,1,5,5,1,5,68.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693
3,3,2,2,4,4,2,4,66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.351629912900599
3,3,3,3,3,2,3,2,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904
3,3,3,3,2,2,4,2,85.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102
1,1,3,3,2,2,4,2,55.0,36,26.0,0.0,0.0,0.0,1.0,0.0,1.0,7.398967478187786
3,4,3,3,2,2,2,3,79.0,31,6.0,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695
3,3,2,3,2,1,2,2,87.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.069051497141363
2,2,5,5,2,2,4,1,54.0,36,773.0,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285
4,3,1,1,4,4,1,4,61.0,34,545.0,0.0,0.0,1.0,0.0,0.0,1.0,6.441126558530581
2,2,1,1,4,4,2,4,66.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675
4,5,3,3,4,4,3,3,61.0,34,34.0,1.0,0.0,0.0,0.0,1.0,0.0,5.591728527345428
4,3,3,2,5,5,1,5,56.0,36,20.0,1.0,0.0,0.0,0.0,1.0,0.0,6.4264453796977365
3,3,5,5,1,1,5,1,69.0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.568385131810371
1,4,5,5,3,3,4,2,62.0,33,145.0,0.0,0.0,0.0,1.0,0.0,1.0,6.777328015657088
3,2,2,1,3,3,2,3,79.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525
2,2,4,3,3,2,2,2,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552
3,4,3,2,3,3,2,3,71.0,32,44.0,1.0,0.0,0.0,0.0,1.0,0.0,7.123077352594487
3,2,3,4,2,2,2,2,84.0,29,28.0,0.0,0.0,0.0,1.0,1.0,0.0,7.528375544366531
2,2,5,4,2,2,4,2,59.0,35,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176
3,3,3,3,3,3,4,3,57.0,34,446.0,1.0,0.0,0.0,0.0,1.0,0.0,6.133954032124393
1,4,4,4,1,2,3,2,48.0,38,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.84334062123617
4,4,2,2,5,5,2,5,53.0,36,50.0,1.0,0.0,0.0,0.0,1.0,0.0,5.5698732630988665
2,2,3,3,3,4,2,2,68.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693
4,2,3,3,2,2,3,2,66.0,33,26.0,0.0,0.0,0.0,1.0,1.0,0.0,5.671906421329672
2,2,4,4,2,2,3,3,67.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432
1,3,3,3,2,2,4,2,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.811753047275798
2,2,5,5,1,1,5,1,48.0,38,129.0,0.0,0.0,1.0,0.0,0.0,1.0,6.6221570848867275
4,3,3,2,1,1,4,1,55.0,37,17.0,1.0,0.0,0.0,0.0,1.0,0.0,7.072286491742402
