greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,uv,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
3,3,5,5,3,3,3,2,85.0,29,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418
3,2,3,3,2,2,3,2,56.0,36,71.0,0.0,0.0,0.0,1.0,0.0,1.0,7.180357448916791
2,2,5,5,1,2,4,1,61.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243
2,2,3,3,3,2,2,2,51.0,37,536.0,1.0,0.0,0.0,0.0,1.0,0.0,6.426916396226491
4,4,4,3,3,3,3,3,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059
3,3,2,2,3,2,2,2,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552
2,3,4,3,2,2,4,2,67.0,34,24.0,0.0,0.0,0.0,1.0,0.0,1.0,5.56180640978047
2,2,1,1,5,5,1,5,59.0,35,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176
4,5,3,3,4,5,2,4,73.0,31,17.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8656153828817805
4,4,2,2,5,5,2,5,69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.571181973186025
3,4,3,3,5,5,2,4,82.0,29,31.0,0.0,0.0,1.0,0.0,0.0,1.0,6.846538400442268
5,5,5,4,5,3,2,2,52.0,36,77.0,0.0,0.0,0.0,1.0,0.0,1.0,6.479292747506862
4,4,1,1,3,3,1,4,53.0,36,257.0,1.0,0.0,0.0,0.0,1.0,0.0,7.277519521944598
4,5,2,2,5,5,4,2,53.0,35,66.0,0.0,0.0,0.0,1.0,0.0,1.0,7.18265702158009
4,5,4,3,4,3,3,3,73.0,32,15.0,0.0,0.0,0.0,1.0,0.0,1.0,5.569706944242685
1,1,4,4,1,1,5,1,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904
3,3,4,4,4,2,2,4,63.0,34,614.0,0.0,0.0,1.0,0.0,0.0,1.0,7.048320595099042
2,2,5,5,1,1,1,1,88.0,28,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565722894430606
3,5,3,4,5,3,4,4,65.0,32,11.0,0.0,0.0,0.0,1.0,0.0,1.0,7.853720796958079
2,3,3,2,3,2,4,2,59.0,35,21.0,0.0,0.0,0.0,1.0,0.0,1.0,8.333827916409714
4,2,4,4,2,2,4,2,65.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.547938201782941
2,2,4,4,3,2,2,3,68.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775
2,2,2,2,4,3,3,4,78.0,30,3.0,1.0,0.0,0.0,0.0,1.0,0.0,8.248496030706109
1,1,2,2,3,3,2,3,51.0,36,596.0,0.0,0.0,1.0,0.0,0.0,1.0,8.376296964696806
2,2,3,3,2,1,4,2,79.0,31,6.0,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695
3,3,3,3,2,1,4,2,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845
4,4,3,3,5,5,2,4,74.0,30,34.0,0.0,0.0,0.0,1.0,0.0,1.0,6.485184174832566
2,2,4,4,2,2,3,2,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645
3,3,2,2,3,3,2,3,65.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675
2,2,4,4,2,2,4,3,75.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.166176151025662
2,2,3,3,3,3,3,3,69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.640383398846991
3,3,3,2,4,4,2,4,71.0,32,17.0,0.0,0.0,1.0,0.0,0.0,1.0,5.542771333696848
3,3,3,4,3,3,3,3,62.0,35,148.0,0.0,0.0,1.0,0.0,0.0,1.0,5.541520991687388
1,4,2,1,5,5,2,4,73.0,31,71.0,0.0,0.0,0.0,1.0,0.0,1.0,7.151530872455061
2,2,4,4,2,1,3,2,58.0,34,431.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5342563405919885
2,2,3,3,2,2,3,2,62.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.420915291993301
2,2,2,2,1,1,3,1,56.0,36,59.0,1.0,0.0,0.0,0.0,1.0,0.0,8.277394635834794
2,2,2,2,2,2,1,2,56.0,35,601.0,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198
3,3,3,4,3,3,3,3,49.0,37,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.310848181002816
1,2,5,5,2,1,5,1,70.0,31,21.0,0.0,0.0,0.0,1.0,0.0,1.0,7.044258644803701
4,2,5,4,3,2,2,2,87.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.069051497141363
3,3,3,3,3,3,3,3,64.0,34,5.0,0.0,0.0,0.0,1.0,0.0,1.0,6.456066599913491
3,3,3,2,4,3,3,3,85.0,29,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418
3,3,2,2,3,3,1,3,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269
4,3,2,1,5,4,2,4,63.0,33,31.0,0.0,0.0,0.0,1.0,1.0,0.0,6.419667054709031
2,3,3,4,4,4,3,3,81.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.110731056021344
3,3,3,3,4,3,2,3,75.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112
3,2,4,4,2,1,3,3,61.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243
3,3,2,2,3,3,3,2,61.0,34,6.0,1.0,0.0,0.0,0.0,1.0,0.0,7.147753587375329
4,3,5,4,3,2,2,2,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059
4,4,3,3,2,2,2,2,58.0,34,431.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5342563405919885
2,3,3,4,1,2,3,3,70.0,32,70.0,0.0,0.0,0.0,1.0,1.0,0.0,6.653193006271697
2,1,1,1,4,5,1,5,59.0,35,52.0,1.0,0.0,0.0,0.0,1.0,0.0,7.1531567968860434
3,5,1,1,3,4,1,4,56.0,36,76.0,1.0,0.0,0.0,0.0,1.0,0.0,7.033333390213529
3,3,4,3,3,3,2,3,67.0,33,16.0,0.0,0.0,0.0,1.0,0.0,1.0,6.434413319912999
4,4,2,2,4,4,2,4,56.0,36,59.0,1.0,0.0,0.0,0.0,1.0,0.0,8.277394635834794
4,4,3,2,4,4,2,4,73.0,32,20.0,1.0,0.0,0.0,0.0,1.0,0.0,5.540123215784444
1,4,2,2,3,3,2,3,54.0,36,773.0,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285
4,3,3,3,3,3,1,3,79.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525
2,4,2,2,5,5,2,4,72.0,32,8.0,0.0,0.0,0.0,1.0,0.0,1.0,8.28538907691356
5,3,3,2,5,5,2,5,72.0,30,20.0,0.0,0.0,1.0,0.0,0.0,1.0,5.673724119426637
1,1,5,5,2,3,3,2,75.0,32,26.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645
2,2,3,3,3,3,3,3,73.0,31,16.0,0.0,0.0,0.0,1.0,0.0,1.0,6.994570343494448
4,4,3,4,5,5,5,2,55.0,36,104.0,0.0,0.0,0.0,1.0,0.0,1.0,6.845673931759638
4,3,3,2,5,5,2,5,73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.67611546887863
3,3,2,1,4,4,2,4,70.0,32,54.0,1.0,0.0,0.0,0.0,1.0,0.0,7.149654829953349
2,2,4,4,2,2,2,2,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.290502987116332
1,1,5,5,2,2,4,2,68.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775
2,2,3,3,4,4,2,4,69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.552040945996955
3,4,3,2,4,3,2,4,67.0,33,24.0,0.0,0.0,0.0,1.0,0.0,1.0,6.839106347704238
4,4,4,3,2,3,2,2,65.0,33,70.0,0.0,0.0,0.0,1.0,1.0,0.0,5.426007846161947
4,5,4,4,4,4,4,3,71.0,32,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.4847783279775895
3,3,3,3,3,3,3,3,52.0,36,63.0,1.0,0.0,0.0,0.0,1.0,0.0,6.329938425391897
3,4,3,4,3,2,4,2,59.0,36,32.0,1.0,0.0,0.0,0.0,1.0,0.0,6.6550920341624495
2,2,1,1,4,4,2,4,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.139657270612567
4,3,2,2,5,5,1,1,57.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.4049993317013305
3,2,4,4,3,2,4,2,72.0,30,29.0,0.0,0.0,0.0,1.0,0.0,1.0,6.277053548289202
3,3,1,1,4,4,1,5,75.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112
2,3,5,5,2,2,4,2,49.0,37,68.0,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565
2,3,5,4,2,2,3,3,50.0,37,89.0,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918
3,5,2,3,3,4,2,3,60.0,34,22.0,0.0,0.0,1.0,0.0,0.0,1.0,8.337340004835507
4,4,3,3,3,3,3,3,70.0,33,32.0,0.0,0.0,0.0,1.0,0.0,1.0,5.9525647790162015
4,4,3,3,4,4,2,3,69.0,32,373.0,0.0,0.0,0.0,1.0,0.0,1.0,6.545423101043606
1,1,1,1,4,5,1,5,49.0,37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.426119487345481
4,3,3,4,4,3,2,4,61.0,34,32.0,0.0,0.0,0.0,1.0,1.0,0.0,5.553840661158085
3,3,3,3,3,3,3,3,59.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343
4,4,3,2,4,4,2,4,68.0,33,49.0,0.0,0.0,0.0,1.0,0.0,1.0,6.847759654739512
1,3,3,4,3,3,4,2,77.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.618066750677892
3,4,2,1,2,2,3,3,70.0,33,14.0,0.0,0.0,0.0,1.0,0.0,1.0,5.57215214590661
3,3,1,1,4,4,1,5,64.0,34,5.0,0.0,0.0,0.0,1.0,0.0,1.0,6.456066599913491
5,5,2,1,5,5,1,5,60.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.254840915406108
4,3,2,2,4,4,2,4,73.0,32,6.0,0.0,0.0,0.0,1.0,0.0,1.0,3.354464839440819
3,3,2,2,3,3,2,4,73.0,32,8.0,1.0,0.0,0.0,0.0,1.0,0.0,8.035452036832472
2,2,1,1,5,5,1,5,75.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112
3,3,3,3,3,3,3,3,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.290502987116332
2,2,4,4,2,2,3,3,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552
4,4,3,3,2,3,3,3,81.0,31,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.753923299705072
3,2,3,4,3,2,2,3,56.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.3562085104834
4,2,5,5,2,1,4,1,58.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.423254363603824
2,5,2,3,4,4,3,2,61.0,33,124.0,0.0,0.0,0.0,1.0,0.0,1.0,5.5697145867793845
3,3,2,2,4,3,1,3,51.0,37,536.0,1.0,0.0,0.0,0.0,1.0,0.0,6.426916396226491
2,3,3,3,1,2,4,1,63.0,34,26.0,0.0,0.0,0.0,1.0,0.0,1.0,7.195639229762362
3,3,4,4,2,3,2,3,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059
1,1,3,3,3,3,3,3,75.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419
1,4,4,4,1,1,4,1,58.0,34,431.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5342563405919885
3,3,4,3,2,2,2,2,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059
3,2,4,4,2,1,4,1,63.0,35,160.0,0.0,0.0,1.0,0.0,0.0,1.0,5.577046400539039
4,4,4,3,5,5,3,5,77.0,30,22.0,0.0,0.0,0.0,1.0,0.0,1.0,6.43014434324121
