greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,uv,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
-0.724085877740181,-0.8745632722705734,1.857014518477405,1.868308264278168,-0.9374578742859385,-0.846923083947666,2.064373886376973,-1.6681034097112353,-1.510815294720375,1.1991791330763741,0.1800346156294454,-0.5788636407744692,-0.0890282189986486,1.7581674593204721,-0.9934682514638635,-0.7775774615610042,0.7775774615610042,0.49506993904304303
0.2203201474149608,1.8509307103398318,0.8848690106912918,0.9326212241441069,-0.9374578742859385,0.04623837154931955,0.23443804518541866,-0.7638313659388214,-0.40021553395066983,-0.015320523186805431,0.09719019091763728,1.7275225624157133,-0.0890282189986486,-0.5687740349753132,-0.9934682514638635,1.286045505990461,-1.286045505990461,-0.8950325243049698
-1.668491902895323,-1.7830612664740417,1.857014518477405,1.868308264278168,-1.8243523046395294,-1.7400845394446516,2.064373886376973,-1.6681034097112353,-0.7031063777969531,0.28830439087898946,2.5411007199159767,-0.5788636407744692,-0.0890282189986486,1.7581674593204721,-0.9934682514638635,-0.7775774615610042,0.7775774615610042,-1.3557120965920242
-1.668491902895323,0.033934721932894964,0.8848690106912918,0.9326212241441069,-0.05056344393234752,0.04623837154931955,1.1494059657811957,-0.7638313659388214,-0.6021427631815253,0.28830439087898946,0.28359014651920555,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,1.286045505990461,-1.286045505990461,0.0952498580583894
-1.668491902895323,-1.7830612664740417,-0.08727649709482152,-0.0030658159899541767,-0.9374578742859385,-0.846923083947666,0.23443804518541866,-0.7638313659388214,-0.5011791485660976,0.28830439087898946,4.149663299736917,1.7275225624157133,-0.0890282189986486,-0.5687740349753132,-0.9934682514638635,1.286045505990461,-1.286045505990461,0.5924219784109728
-0.724085877740181,-0.8745632722705734,-0.08727649709482152,-0.0030658159899541767,-0.05056344393234752,-0.846923083947666,-0.6805298754103585,0.1404406778335924,-1.6117789093358026,0.8955542190105792,-0.4343948676497981,1.7275225624157133,-0.0890282189986486,-0.5687740349753132,-0.9934682514638635,1.286045505990461,-1.286045505990461,1.951892336964625
-0.724085877740181,-0.8745632722705734,-2.031567512667048,-1.8744398962580764,1.7232254167748344,1.8325612825432906,-1.5954977960061356,1.94898476537842,-1.6117789093358026,1.1991791330763741,0.0350568723837812,-0.5788636407744692,-0.0890282189986486,1.7581674593204721,-0.9934682514638635,-0.7775774615610042,0.7775774615610042,-1.1688700442378939
1.1647261725701026,0.9424327161363634,-1.0594220048809349,-1.8744398962580764,-0.05056344393234752,0.9393998270463051,-0.6805298754103585,1.0447127216060061,0.9123114560498907,-0.9261952653841901,-0.392972655293894,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,1.286045505990461,-1.286045505990461,-1.0811299514725015
2.1091321977252444,0.9424327161363634,-0.08727649709482152,-0.9387528561240153,-0.05056344393234752,-0.846923083947666,1.1494059657811957,-0.7638313659388214,-0.2992519193352421,0.28830439087898946,-0.4343948676497981,-0.5788636407744692,-0.0890282189986486,1.7581674593204721,-0.9934682514638635,-0.7775774615610042,0.7775774615610042,0.33195927377898815
2.1091321977252444,0.9424327161363634,-0.08727649709482152,-0.0030658159899541767,-0.05056344393234752,0.9393998270463051,-0.6805298754103585,1.0447127216060061,-0.5011791485660976,0.5919293049447844,-0.41368376147184605,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,1.286045505990461,-1.286045505990461,-1.188437866740247
-0.724085877740181,-0.8745632722705734,0.8848690106912918,0.9326212241441069,-0.9374578742859385,-1.7400845394446516,2.064373886376973,-1.6681034097112353,-0.7031063777969531,0.28830439087898946,2.5411007199159767,-0.5788636407744692,-0.0890282189986486,1.7581674593204721,-0.9934682514638635,-0.7775774615610042,0.7775774615610042,-1.3557120965920242
0.2203201474149608,0.033934721932894964,0.8848690106912918,1.868308264278168,-1.8243523046395294,-0.846923083947666,0.23443804518541866,-1.6681034097112353,-0.40021553395066983,-0.015320523186805431,-0.26180231616686456,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,-0.7775774615610042,0.7775774615610042,-0.9591464951439701
1.1647261725701026,0.9424327161363634,-1.0594220048809349,-0.0030658159899541767,0.8363309864212435,0.04623837154931955,0.23443804518541866,1.0447127216060061,-1.8137061385666582,1.1991791330763741,-0.4205874635311634,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,-0.7775774615610042,0.7775774615610042,-0.0015836637525091445
-0.724085877740181,-0.8745632722705734,1.857014518477405,1.868308264278168,-1.8243523046395294,-1.7400845394446516,2.064373886376973,-1.6681034097112353,1.215202299896174,-0.6225703513183951,-0.4343948676497981,-0.5788636407744692,-0.0890282189986486,1.7581674593204721,-0.9934682514638635,-0.7775774615610042,0.7775774615610042,0.42206018428358316
0.2203201474149608,0.033934721932894964,-1.0594220048809349,-0.9387528561240153,-0.05056344393234752,0.04623837154931955,-0.6805298754103585,0.1404406778335924,1.3161659145116016,-0.6225703513183951,-0.4343948676497981,1.7275225624157133,-0.0890282189986486,-0.5687740349753132,-0.9934682514638635,1.286045505990461,-1.286045505990461,-1.3091991190972598
0.2203201474149608,0.033934721932894964,-1.0594220048809349,-0.9387528561240153,0.8363309864212435,0.04623837154931955,-0.6805298754103585,1.0447127216060061,1.0132750706653184,-0.6225703513183951,-0.4205874635311634,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,-0.7775774615610042,0.7775774615610042,-1.3187562927161716
0.2203201474149608,0.033934721932894964,-0.08727649709482152,1.868308264278168,-0.05056344393234752,0.04623837154931955,1.1494059657811957,-0.7638313659388214,-0.19828830471981437,-0.015320523186805431,0.1800346156294454,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,1.286045505990461,-1.286045505990461,-0.8184904453651757
2.1091321977252444,0.9424327161363634,-0.08727649709482152,-0.9387528561240153,-0.05056344393234752,0.04623837154931955,0.23443804518541866,0.1404406778335924,1.9219476022041682,-1.229820179449985,-0.19966899763300844,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,1.286045505990461,-1.286045505990461,0.5270887616476216
-0.724085877740181,-0.8745632722705734,-0.08727649709482152,-0.9387528561240153,-0.9374578742859385,-1.7400845394446516,-0.6805298754103585,-0.7638313659388214,-1.0059972216432362,0.5919293049447844,-0.2410912099889125,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,1.286045505990461,-1.286045505990461,-1.3151731587277304
0.2203201474149608,0.033934721932894964,0.8848690106912918,0.9326212241441069,-0.9374578742859385,-0.846923083947666,1.1494059657811957,-0.7638313659388214,1.3161659145116016,-0.6225703513183951,-0.4343948676497981,1.7275225624157133,-0.0890282189986486,-0.5687740349753132,-0.9934682514638635,1.286045505990461,-1.286045505990461,-1.3091991190972598
0.2203201474149608,0.033934721932894964,0.8848690106912918,-0.0030658159899541767,-0.05056344393234752,0.04623837154931955,0.23443804518541866,0.1404406778335924,-1.4098516801049472,0.8955542190105792,0.7116196741968808,1.7275225624157133,-0.0890282189986486,-0.5687740349753132,-0.9934682514638635,1.286045505990461,-1.286045505990461,-1.2862256104297067
