greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,uv,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,num_people,num_motorcycles,num_cars,rms_contrast,Temperature,Dew Point,Humidity,Wind Speed,Pressure
-0.724085877740181,-0.8745632722705734,1.857014518477405,1.868308264278168,-0.9374578742859385,-0.846923083947666,2.064373886376973,-1.6681034097112353,-1.510815294720375,1.1991791330763741,0.1800346156294454,-0.5788636407744692,-0.0890282189986486,1.7581674593204721,-0.9934682514638635,-0.7775774615610042,0.7775774615610042,0.49506993904304303,1.3885377995539854,1.1841952877091593,0.9200401301640868,0.2995888705996491,-1.3961537204460486,-1.0244201332924994,0.522077124886413,-1.3444278516981032,0.0389321739091089
0.2203201474149608,1.8509307103398318,0.8848690106912918,0.9326212241441069,-0.9374578742859385,0.04623837154931955,0.23443804518541866,-0.7638313659388214,-0.40021553395066983,-0.015320523186805431,0.09719019091763728,1.7275225624157133,-0.0890282189986486,-0.5687740349753132,-0.9934682514638635,1.286045505990461,-1.286045505990461,-0.8950325243049698,0.025544951156081217,0.5489054269096595,0.30479857072920663,-0.08813334666404915,1.3121478609954835,-2.0904038519453136,-1.7150297689757616,-0.19652078682676155,-0.5998903786220524
-1.668491902895323,-1.7830612664740417,1.857014518477405,1.868308264278168,-1.8243523046395294,-1.7400845394446516,2.064373886376973,-1.6681034097112353,-0.7031063777969531,0.28830439087898946,2.5411007199159767,-0.5788636407744692,-0.0890282189986486,1.7581674593204721,-0.9934682514638635,-0.7775774615610042,0.7775774615610042,-1.3557120965920242,1.3885377995539854,0.5489054269096595,-0.9256845481405537,-0.6369902439388191,0.40938066718163885,0.04156358536031462,-0.3168379603119025,-1.0574510854802677,-1.8775354836845262
-1.668491902895323,0.033934721932894964,0.8848690106912918,0.9326212241441069,-0.05056344393234752,0.04623837154931955,1.1494059657811957,-0.7638313659388214,-0.6021427631815253,0.28830439087898946,0.28359014651920555,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,1.286045505990461,-1.286045505990461,0.0952498580583894,-0.5196521882030805,0.23126049650990957,1.5352816895989672,-1.4256745764615701,0.40938066718163885,0.04156358536031462,-0.3168379603119025,-1.3444278516981032,0.6777547264403458
-1.668491902895323,-1.7830612664740417,-0.08727649709482152,-0.0030658159899541767,-0.9374578742859385,-0.846923083947666,0.23443804518541866,-0.7638313659388214,-0.5011791485660976,0.28830439087898946,4.149663299736917,1.7275225624157133,-0.0890282189986486,-0.5687740349753132,-0.9934682514638635,1.286045505990461,-1.286045505990461,0.5924219784109728,1.1159392298744044,1.1841952877091593,0.30479857072920663,0.48061704387153614,1.0112254630575346,-1.0244201332924994,-1.0625402582659607,0.6644095118267447,-1.2387129311532892
-0.724085877740181,-0.8745632722705734,-0.08727649709482152,-0.0030658159899541767,-0.05056344393234752,-0.846923083947666,-0.6805298754103585,0.1404406778335924,-1.6117789093358026,0.8955542190105792,-0.4343948676497981,1.7275225624157133,-0.0890282189986486,-0.5687740349753132,-0.9934682514638635,1.286045505990461,-1.286045505990461,1.951892336964625,-0.7922507578826612,-0.40402936428959024,0.9200401301640868,-1.4594633543018032,-1.6970761183839973,0.04156358536031462,1.454204997328986,1.2383630442624154,0.0389321739091089
-0.724085877740181,-0.8745632722705734,-2.031567512667048,-1.8744398962580764,1.7232254167748344,1.8325612825432906,-1.5954977960061356,1.94898476537842,-1.6117789093358026,1.1991791330763741,0.0350568723837812,-0.5788636407744692,-0.0890282189986486,1.7581674593204721,-0.9934682514638635,-0.7775774615610042,0.7775774615610042,-1.1688700442378939,-0.7922507578826612,-1.0393192250890901,0.30479857072920663,-0.4561690997038212,-1.3961537204460486,-1.0244201332924994,0.522077124886413,-1.3444278516981032,0.0389321739091089
1.1647261725701026,0.9424327161363634,-1.0594220048809349,-1.8744398962580764,-0.05056344393234752,0.9393998270463051,-0.6805298754103585,1.0447127216060061,0.9123114560498907,-0.9261952653841901,-0.392972655293894,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,1.286045505990461,-1.286045505990461,-1.0811299514725015,-1.0648493275622422,-1.0393192250890901,-0.9256845481405537,1.3100674694778447,-0.19246412869425691,0.04156358536031462,0.05601318866512663,0.9513862780445801,0.0389321739091089
2.1091321977252444,0.9424327161363634,-0.08727649709482152,-0.9387528561240153,-0.05056344393234752,-0.846923083947666,1.1494059657811957,-0.7638313659388214,-0.2992519193352421,0.28830439087898946,-0.4343948676497981,-0.5788636407744692,-0.0890282189986486,1.7581674593204721,-0.9934682514638635,-0.7775774615610042,0.7775774615610042,0.33195927377898815,-1.337447897241823,-1.35696415548884,-0.9256845481405537,1.8472642359226865,0.40938066718163885,-1.0244201332924994,-0.6896891092889317,2.6732468753515923,-3.155180588746924
2.1091321977252444,0.9424327161363634,-0.08727649709482152,-0.0030658159899541767,-0.05056344393234752,0.9393998270463051,-0.6805298754103585,1.0447127216060061,-0.5011791485660976,0.5919293049447844,-0.41368376147184605,-0.5788636407744692,-0.0890282189986486,-0.5687740349753132,1.006574692776052,1.286045505990461,-1.286045505990461,-1.188437866740247,-1.337447897241823,-1.35696415548884,-0.9256845481405537,0.28228706215700283,1.0112254630575346,0.04156358536031462,-0.6896891092889317,0.9513862780445801,0.0389321739091089
