hum,tem,uv,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
70,32,0,0.0,1.0,0.0,0.0,1.0,3.604864364051597
78,28,0,0.0,0.0,1.0,0.0,1.0,2.436374102923686
85,31,0,0.0,1.0,0.0,0.0,1.0,2.2554252264110546
60,36,0,1.0,0.0,0.0,1.0,0.0,4.769232745638521
61,37,0,1.0,0.0,0.0,1.0,0.0,4.80578335538902
74,32,0,0.0,1.0,0.0,0.0,1.0,3.609997765890547
73,29,0,0.0,1.0,0.0,0.0,1.0,4.970528148606519
82,40,0,1.0,0.0,0.0,1.0,0.0,4.778325420928854
71,32,0,0.0,1.0,0.0,0.0,1.0,5.1629576777689135
79,30,0,0.0,0.0,1.0,0.0,1.0,3.879127240471129
79,37,0,1.0,0.0,0.0,1.0,0.0,2.8269309058865137
75,37,0,1.0,0.0,0.0,1.0,0.0,4.9116979619420365
66,31,0,0.0,0.0,1.0,0.0,1.0,2.5565682918457124
71,33,0,1.0,0.0,0.0,1.0,0.0,2.3523611665357804
82,34,1,0.0,0.0,1.0,1.0,0.0,2.6143768051579817
74,31,0,0.0,1.0,0.0,0.0,1.0,2.4198242416944837
84,34,0,0.0,1.0,0.0,0.0,1.0,2.5016366106367074
96,31,0,0.0,1.0,0.0,0.0,1.0,3.415184321561294
85,29,0,0.0,0.0,1.0,0.0,1.0,4.2842296431451
97,32,0,0.0,1.0,0.0,0.0,1.0,3.930933367612973
91,30,0,0.0,1.0,0.0,0.0,1.0,4.81128712576583
60,35,0,1.0,0.0,0.0,1.0,0.0,2.330384741129424
44,37,0,0.0,0.0,1.0,1.0,0.0,2.5503279894306714
91,31,0,0.0,1.0,0.0,0.0,1.0,2.9146401656576733
71,29,0,0.0,1.0,0.0,0.0,1.0,4.975681372617014
78,31,0,0.0,1.0,0.0,0.0,1.0,2.535162664123532
83,32,0,0.0,0.0,1.0,0.0,1.0,2.5599309274777315
98,29,0,0.0,0.0,1.0,0.0,1.0,2.657524525251835
73,31,0,0.0,1.0,0.0,0.0,1.0,4.7990707732543045
43,32,0,0.0,1.0,0.0,0.0,1.0,2.418089226038369
74,30,0,0.0,0.0,1.0,0.0,1.0,5.171689255947267
53,31,0,0.0,1.0,0.0,0.0,1.0,2.544053230443542
89,29,0,0.0,0.0,1.0,0.0,1.0,5.192172178334978
81,40,0,1.0,0.0,0.0,1.0,0.0,4.893471210913457
84,34,0,1.0,0.0,0.0,1.0,0.0,3.5081597290156736
99,31,0,0.0,1.0,0.0,0.0,1.0,2.5288295433708528
99,29,0,0.0,0.0,1.0,0.0,1.0,3.3769263932704514
99,29,0,0.0,0.0,1.0,0.0,1.0,2.699514818885103
54,42,0,1.0,0.0,0.0,1.0,0.0,2.288288216722812
70,30,0,0.0,1.0,0.0,0.0,1.0,2.4648099614958188
70,40,0,1.0,0.0,0.0,1.0,0.0,3.168543610779285
99,30,0,0.0,0.0,1.0,0.0,1.0,5.0356922426142265
85,34,0,0.0,1.0,0.0,0.0,1.0,2.6110117011748075
73,34,0,0.0,0.0,1.0,0.0,1.0,5.028127777141027
55,42,1,1.0,0.0,0.0,1.0,0.0,2.3395859905580685
90,33,0,0.0,1.0,0.0,0.0,1.0,4.109935022799052
99,29,0,0.0,0.0,1.0,0.0,1.0,4.1544208187645175
99,28,0,0.0,0.0,1.0,0.0,1.0,4.370686796665837
74,33,0,0.0,0.0,1.0,1.0,0.0,4.371818189303184
53,31,0,0.0,1.0,0.0,0.0,1.0,3.5215992226687627
71,32,0,0.0,1.0,0.0,0.0,1.0,3.975135635320726
93,31,0,0.0,0.0,1.0,0.0,1.0,2.5564147783576643
73,37,1,1.0,0.0,0.0,1.0,0.0,4.242972462495913
83,30,0,0.0,1.0,0.0,0.0,1.0,2.3907893128884825
54,43,0,1.0,0.0,0.0,1.0,0.0,3.4057343350285114
92,32,0,0.0,1.0,0.0,0.0,1.0,5.178147148037934
44,32,0,0.0,1.0,0.0,0.0,1.0,3.8080841990530736
94,30,0,0.0,0.0,1.0,0.0,1.0,4.835703107533741
67,32,0,0.0,0.0,1.0,0.0,1.0,2.5583046694900635
91,33,0,0.0,1.0,0.0,0.0,1.0,4.347525625783518
99,29,0,0.0,0.0,1.0,0.0,1.0,4.7847773595762035
99,30,0,0.0,0.0,1.0,0.0,1.0,2.9229070096521115
49,31,0,0.0,1.0,0.0,0.0,1.0,5.130794629358727
83,32,0,0.0,0.0,1.0,0.0,1.0,2.8365164089376984
90,31,0,0.0,0.0,1.0,0.0,1.0,3.710450149980194
84,30,0,0.0,0.0,1.0,0.0,1.0,3.3372663284964217
58,37,0,1.0,0.0,0.0,1.0,0.0,3.6213528109627684
69,42,0,1.0,0.0,0.0,1.0,0.0,2.568794148211102
77,31,0,0.0,1.0,0.0,0.0,1.0,3.4206043031913898
99,31,0,0.0,0.0,1.0,0.0,1.0,2.950660409288145
79,29,0,0.0,0.0,1.0,0.0,1.0,2.767207588853306
77,37,0,1.0,0.0,0.0,1.0,0.0,2.5006993269094235
88,30,0,0.0,0.0,1.0,0.0,1.0,5.197769206328579
71,32,0,0.0,0.0,1.0,1.0,0.0,3.719105628193165
99,28,0,0.0,0.0,1.0,0.0,1.0,3.9233493572662987
71,31,0,0.0,0.0,1.0,0.0,1.0,4.486057315826246
84,33,0,0.0,1.0,0.0,0.0,1.0,4.648910850300715
85,30,0,0.0,0.0,1.0,0.0,1.0,3.7083798278423368
70,31,0,0.0,1.0,0.0,0.0,1.0,3.097829600311393
98,30,0,0.0,0.0,1.0,0.0,1.0,3.7400205759396465
95,30,0,0.0,0.0,1.0,0.0,1.0,4.582961404052716
93,29,0,0.0,0.0,1.0,0.0,1.0,2.3804584179844115
71,31,0,0.0,1.0,0.0,0.0,1.0,4.441988585321704
50,31,0,0.0,1.0,0.0,0.0,1.0,3.7038271155663454
67,32,0,0.0,0.0,1.0,0.0,1.0,2.5551659205364063
97,30,0,0.0,0.0,1.0,0.0,1.0,4.249307433211096
71,31,0,0.0,1.0,0.0,0.0,1.0,3.967453223862991
99,28,0,0.0,0.0,1.0,0.0,1.0,5.21042560546436
82,32,0,0.0,1.0,0.0,0.0,1.0,2.751464576464476
73,31,0,0.0,1.0,0.0,0.0,1.0,2.4386711620223656
95,32,0,0.0,1.0,0.0,0.0,1.0,3.9472302562880017
95,31,0,0.0,1.0,0.0,0.0,1.0,4.059490752178924
80,30,0,0.0,0.0,1.0,0.0,1.0,2.6218881403434016
67,38,0,1.0,0.0,0.0,1.0,0.0,3.085337838801752
85,31,0,0.0,1.0,0.0,0.0,1.0,4.815608189811876
85,31,0,0.0,0.0,1.0,0.0,1.0,3.1177088525189114
77,38,0,1.0,0.0,0.0,1.0,0.0,5.178383380568817
85,30,0,0.0,0.0,1.0,0.0,1.0,2.2083956758700967
99,28,0,0.0,0.0,1.0,0.0,1.0,4.2709679638736615
84,29,0,0.0,0.0,1.0,0.0,1.0,4.196462877279172
87,31,0,0.0,1.0,0.0,0.0,1.0,5.176866401646845
74,31,0,0.0,1.0,0.0,0.0,1.0,4.838656027918477
97,29,0,0.0,0.0,1.0,0.0,1.0,2.460070938293144
76,31,0,0.0,0.0,1.0,0.0,1.0,5.042413548964851
60,37,0,1.0,0.0,0.0,1.0,0.0,2.41659713406487
71,31,0,0.0,0.0,1.0,0.0,1.0,2.8263582449980413
99,30,0,0.0,0.0,1.0,0.0,1.0,2.265589067464663
79,29,0,0.0,0.0,1.0,0.0,1.0,3.8712470675752773
75,38,0,1.0,0.0,0.0,1.0,0.0,2.519141596561308
79,32,0,0.0,1.0,0.0,0.0,1.0,3.4359584380537407
99,28,0,0.0,0.0,1.0,0.0,1.0,3.6492022798856896
31,42,2,1.0,0.0,0.0,1.0,0.0,3.0895810072305503
63,33,0,0.0,1.0,0.0,0.0,1.0,2.3315044321151306
90,32,0,0.0,1.0,0.0,0.0,1.0,4.9318549072035545
84,29,0,0.0,0.0,1.0,0.0,1.0,3.251269015055468
64,41,0,1.0,0.0,0.0,1.0,0.0,2.3925293323674457
91,30,0,0.0,0.0,1.0,0.0,1.0,5.01500301034422
63,34,0,0.0,1.0,0.0,0.0,1.0,2.2673841375932637
71,31,0,0.0,1.0,0.0,0.0,1.0,2.2617106801890086
83,30,0,0.0,0.0,1.0,0.0,1.0,4.806459383944014
99,30,0,0.0,0.0,1.0,0.0,1.0,4.782177397625063
83,29,0,0.0,0.0,1.0,0.0,1.0,4.874062497657022
77,32,0,0.0,1.0,0.0,0.0,1.0,2.393383031225232
46,32,0,0.0,1.0,0.0,0.0,1.0,4.23638518896293
79,32,0,0.0,1.0,0.0,0.0,1.0,3.951607314332615
75,32,0,0.0,0.0,1.0,0.0,1.0,2.249687102041221
95,30,0,0.0,1.0,0.0,0.0,1.0,4.887404722164686
53,31,0,0.0,1.0,0.0,0.0,1.0,3.0430719737034817
54,43,1,1.0,0.0,0.0,1.0,0.0,3.916207425489196
71,31,0,0.0,1.0,0.0,0.0,1.0,3.2711828217351933
73,32,0,0.0,0.0,1.0,1.0,0.0,4.547132201763458
87,33,0,1.0,0.0,0.0,1.0,0.0,3.87396299224561
72,32,0,0.0,1.0,0.0,0.0,1.0,4.312498337747487
82,30,0,0.0,0.0,1.0,0.0,1.0,2.4760873976643576
86,34,0,0.0,0.0,1.0,1.0,0.0,2.3788200080471644
73,33,0,0.0,1.0,0.0,0.0,1.0,4.299422363662811
75,32,0,0.0,1.0,0.0,0.0,1.0,4.895263619919729
85,29,0,0.0,0.0,1.0,0.0,1.0,4.44956581972575
61,44,1,1.0,0.0,0.0,1.0,0.0,3.198464066889183
70,31,0,0.0,1.0,0.0,0.0,1.0,4.244085258177606
83,27,0,0.0,0.0,1.0,0.0,1.0,2.2863665257896706
43,32,0,0.0,1.0,0.0,0.0,1.0,2.3644071338472896
78,30,0,0.0,0.0,1.0,0.0,1.0,5.112426189822913
81,32,0,0.0,1.0,0.0,0.0,1.0,3.3281894532464364
99,28,0,0.0,0.0,1.0,0.0,1.0,3.3700512050924987
95,30,0,0.0,1.0,0.0,0.0,1.0,4.880599307334363
71,30,0,0.0,0.0,1.0,0.0,1.0,4.6503717943967064
86,34,0,1.0,0.0,0.0,1.0,0.0,4.143570433403891
87,32,0,0.0,0.0,1.0,0.0,1.0,4.3029059942531935
79,30,0,0.0,0.0,1.0,0.0,1.0,3.1391556451894784
49,32,0,0.0,1.0,0.0,0.0,1.0,5.141049016682964
62,32,0,0.0,1.0,0.0,0.0,1.0,2.4774257604369776
71,30,0,0.0,1.0,0.0,0.0,1.0,4.944490375597583
71,30,0,0.0,0.0,1.0,0.0,1.0,4.801841574051005
89,29,0,0.0,0.0,1.0,0.0,1.0,4.680574629377829
88,35,0,1.0,0.0,0.0,1.0,0.0,4.614379779359999
78,29,0,0.0,0.0,1.0,0.0,1.0,2.297458586227332
74,29,0,0.0,1.0,0.0,0.0,1.0,5.195440468005155
72,38,0,1.0,0.0,0.0,1.0,0.0,3.8610387619449176
65,37,1,0.0,0.0,1.0,1.0,0.0,2.516462248391917
58,36,0,1.0,0.0,0.0,1.0,0.0,3.200387238070975
98,29,0,0.0,0.0,1.0,0.0,1.0,2.658734372072776
72,31,0,0.0,1.0,0.0,0.0,1.0,4.139163584036778
70,29,0,0.0,0.0,1.0,0.0,1.0,3.971222164005209
71,34,0,1.0,0.0,0.0,1.0,0.0,2.6283460934405585
83,31,0,0.0,1.0,0.0,0.0,1.0,2.659168947306139
99,29,0,0.0,0.0,1.0,0.0,1.0,4.8434761805361335
99,29,0,0.0,0.0,1.0,0.0,1.0,3.5180498991804914
64,33,0,0.0,0.0,1.0,0.0,1.0,2.5541113957584103
79,27,0,0.0,0.0,1.0,0.0,1.0,2.346937689853504
88,32,0,0.0,0.0,1.0,0.0,1.0,2.443234223698153
65,32,0,0.0,0.0,1.0,0.0,1.0,2.552378958518857
67,33,0,0.0,0.0,1.0,0.0,1.0,2.556458905841199
99,30,0,0.0,0.0,1.0,0.0,1.0,3.2533041233931135
74,31,0,0.0,1.0,0.0,0.0,1.0,2.8060501622229745
93,32,0,0.0,1.0,0.0,0.0,1.0,4.3031835177397015
68,36,0,1.0,0.0,0.0,1.0,0.0,5.047341062926884
81,37,0,1.0,0.0,0.0,1.0,0.0,3.9867734265692314
70,30,0,0.0,0.0,1.0,0.0,1.0,3.3417571111577486
54,42,1,1.0,0.0,0.0,1.0,0.0,2.3111845844845886
78,37,0,0.0,0.0,1.0,1.0,0.0,2.256500994937633
84,33,0,0.0,1.0,0.0,0.0,1.0,2.4162747584350264
30,43,1,1.0,0.0,0.0,1.0,0.0,3.1381576349596907
59,41,0,1.0,0.0,0.0,1.0,0.0,2.499984940537283
72,40,1,1.0,0.0,0.0,1.0,0.0,3.4035121834920634
79,29,0,0.0,0.0,1.0,0.0,1.0,4.1418420971461245
54,40,1,1.0,0.0,0.0,1.0,0.0,5.073377430382316
78,30,0,0.0,0.0,1.0,0.0,1.0,2.2549899288850805
70,30,0,0.0,1.0,0.0,0.0,1.0,3.0096908247267278
94,31,0,0.0,1.0,0.0,0.0,1.0,4.227539869889996
99,29,0,0.0,0.0,1.0,0.0,1.0,2.6588283029862083
66,36,0,1.0,0.0,0.0,1.0,0.0,3.4143804035667418
72,36,0,1.0,0.0,0.0,1.0,0.0,2.459312503821504
52,31,0,0.0,1.0,0.0,0.0,1.0,2.9789657963795024
73,31,0,0.0,1.0,0.0,0.0,1.0,4.817008454052955
71,33,0,0.0,0.0,1.0,0.0,1.0,4.87974598852538
87,30,0,0.0,0.0,1.0,0.0,1.0,4.815271883126235
66,40,0,1.0,0.0,0.0,1.0,0.0,4.973590686734752
60,36,0,1.0,0.0,0.0,1.0,0.0,5.175366457423372
74,31,0,0.0,1.0,0.0,0.0,1.0,4.497484538321082
72,31,0,0.0,1.0,0.0,0.0,1.0,4.47423336986233
73,32,0,0.0,0.0,1.0,0.0,1.0,4.881979635551678
70,32,0,0.0,1.0,0.0,0.0,1.0,3.600396833853608
83,31,0,0.0,0.0,1.0,0.0,1.0,2.4083792284725134
66,36,0,1.0,0.0,0.0,1.0,0.0,3.7754381154731753
92,30,0,0.0,1.0,0.0,0.0,1.0,5.211695230873379
43,32,0,0.0,1.0,0.0,0.0,1.0,3.365938200303478
80,28,0,0.0,0.0,1.0,0.0,1.0,4.836243645206287
76,38,0,1.0,0.0,0.0,1.0,0.0,4.1476421855677374
76,33,0,0.0,1.0,0.0,0.0,1.0,2.58327127666318
72,31,0,0.0,1.0,0.0,0.0,1.0,4.8343376437466645
77,30,0,0.0,0.0,1.0,0.0,1.0,5.100347108185011
71,31,0,0.0,0.0,1.0,0.0,1.0,2.3870554292139667
68,28,0,0.0,0.0,1.0,0.0,1.0,2.8722097008866454
74,32,0,0.0,0.0,1.0,1.0,0.0,5.114471505050639
94,30,0,0.0,1.0,0.0,0.0,1.0,2.307604597021709
72,31,0,0.0,1.0,0.0,0.0,1.0,3.4007461775985237
59,36,0,1.0,0.0,0.0,1.0,0.0,4.538039910245701
46,36,0,0.0,0.0,1.0,1.0,0.0,2.5513234701876497
83,34,0,0.0,1.0,0.0,0.0,1.0,3.8012248515790574
82,30,0,0.0,0.0,1.0,0.0,1.0,2.5605994230664635
81,34,0,0.0,0.0,1.0,1.0,0.0,2.49709270316695
71,30,0,0.0,0.0,1.0,0.0,1.0,2.715032008292039
99,29,0,0.0,0.0,1.0,0.0,1.0,4.566843250749161
83,32,0,0.0,0.0,1.0,0.0,1.0,2.5531722324032247
70,30,0,0.0,1.0,0.0,0.0,1.0,4.888188897058918
70,36,0,1.0,0.0,0.0,1.0,0.0,2.4475024088692443
71,32,0,0.0,1.0,0.0,0.0,1.0,5.003653238826457
62,33,0,0.0,1.0,0.0,0.0,1.0,2.324060853852397
81,32,0,0.0,1.0,0.0,0.0,1.0,2.5217767598620497
84,31,0,0.0,1.0,0.0,0.0,1.0,4.81760473586854
71,31,0,0.0,1.0,0.0,0.0,1.0,3.850343687087407
70,36,0,1.0,0.0,0.0,1.0,0.0,4.4518154546338655
73,31,0,0.0,1.0,0.0,0.0,1.0,3.1961866166915094
93,30,0,0.0,0.0,1.0,0.0,1.0,2.5631543406576256
74,30,0,0.0,0.0,1.0,0.0,1.0,5.008026030001592
53,41,0,1.0,0.0,0.0,1.0,0.0,3.552302797399421
74,32,0,0.0,0.0,1.0,1.0,0.0,5.055075540463647
99,30,0,0.0,0.0,1.0,0.0,1.0,2.686486751932497
67,36,0,1.0,0.0,0.0,1.0,0.0,2.566117185892227
79,29,0,0.0,0.0,1.0,0.0,1.0,4.8110823295689125
92,30,0,0.0,0.0,1.0,0.0,1.0,2.55912620768341
96,29,0,0.0,0.0,1.0,0.0,1.0,2.918435683597774
94,32,0,0.0,1.0,0.0,0.0,1.0,2.8927101765362897
65,32,0,0.0,0.0,1.0,0.0,1.0,2.555491572994669
82,32,0,0.0,1.0,0.0,0.0,1.0,2.313593449580553
71,29,0,0.0,0.0,1.0,0.0,1.0,3.7061250891823354
83,31,0,0.0,1.0,0.0,0.0,1.0,4.525382564111267
72,36,0,1.0,0.0,0.0,1.0,0.0,2.2874930044428705
66,36,0,1.0,0.0,0.0,1.0,0.0,5.0496540030088735
75,37,1,1.0,0.0,0.0,1.0,0.0,4.861114177349184
62,36,0,1.0,0.0,0.0,1.0,0.0,4.7757715782758305
45,41,0,1.0,0.0,0.0,1.0,0.0,3.471664723173662
73,36,0,0.0,0.0,1.0,1.0,0.0,2.2483906236686813
99,30,0,0.0,0.0,1.0,0.0,1.0,2.4476558381984828
69,32,0,0.0,0.0,1.0,0.0,1.0,3.849381530437132
71,32,0,0.0,0.0,1.0,0.0,1.0,2.5509843438495143
80,29,0,0.0,0.0,1.0,0.0,1.0,4.791237082511937
72,30,0,0.0,1.0,0.0,0.0,1.0,3.257625461931588
93,30,0,0.0,0.0,1.0,0.0,1.0,5.033822830775888
84,28,0,0.0,0.0,1.0,0.0,1.0,3.3272414388206584
71,33,0,0.0,1.0,0.0,0.0,1.0,3.7499644255552336
50,41,0,1.0,0.0,0.0,1.0,0.0,3.5999129921879245
91,32,0,0.0,1.0,0.0,0.0,1.0,3.4006466307925183
43,33,0,0.0,1.0,0.0,0.0,1.0,2.968226170922156
64,33,0,0.0,0.0,1.0,0.0,1.0,2.5541003479601225
76,37,1,1.0,0.0,0.0,1.0,0.0,5.176150994553461
79,30,0,0.0,0.0,1.0,0.0,1.0,2.262610168689537
75,30,0,0.0,0.0,1.0,0.0,1.0,4.9382048577510815
82,34,0,0.0,1.0,0.0,0.0,1.0,3.3462948236599845
90,32,0,0.0,1.0,0.0,0.0,1.0,4.2948799347575095
97,29,0,0.0,0.0,1.0,0.0,1.0,3.933226642015161
62,40,0,1.0,0.0,0.0,1.0,0.0,3.4169922564376387
59,38,0,1.0,0.0,0.0,1.0,0.0,4.506118076158626
73,31,0,0.0,1.0,0.0,0.0,1.0,4.8122255853382905
56,32,0,0.0,0.0,1.0,0.0,1.0,2.2613879100808147
91,31,0,0.0,1.0,0.0,0.0,1.0,4.811909115694454
68,32,0,0.0,0.0,1.0,0.0,1.0,2.5565486727120152
63,33,0,0.0,1.0,0.0,0.0,1.0,2.9697190515508263
79,35,0,1.0,0.0,0.0,1.0,0.0,4.839907420892947
62,32,0,0.0,1.0,0.0,0.0,1.0,2.528914473917608
83,29,0,0.0,0.0,1.0,0.0,1.0,2.825136108059476
98,31,0,0.0,1.0,0.0,0.0,1.0,4.385497467598641
95,29,0,0.0,0.0,1.0,0.0,1.0,2.5455723782647994
68,32,0,0.0,1.0,0.0,0.0,1.0,2.8544722598039267
91,32,0,0.0,1.0,0.0,0.0,1.0,3.788318972524251
74,38,0,0.0,0.0,1.0,1.0,0.0,2.5535071071756947
73,36,0,1.0,0.0,0.0,1.0,0.0,4.546850962462943
31,43,1,1.0,0.0,0.0,1.0,0.0,3.2686482125342944
67,32,0,0.0,1.0,0.0,0.0,1.0,2.4037791546480856
75,28,0,0.0,0.0,1.0,0.0,1.0,2.4846294144897425
87,31,0,0.0,1.0,0.0,0.0,1.0,5.037144941987156
72,32,0,0.0,0.0,1.0,1.0,0.0,3.4006106248510664
94,31,0,0.0,1.0,0.0,0.0,1.0,4.207804883451871
99,28,0,0.0,0.0,1.0,0.0,1.0,5.1219506743768335
99,30,0,0.0,0.0,1.0,0.0,1.0,3.607162454547956
52,40,0,1.0,0.0,0.0,1.0,0.0,4.789977861638948
82,30,0,0.0,0.0,1.0,0.0,1.0,2.23300074854023
76,39,0,1.0,0.0,0.0,1.0,0.0,2.3696875059826064
58,36,0,1.0,0.0,0.0,1.0,0.0,3.2747157022945723
94,29,0,0.0,0.0,1.0,0.0,1.0,2.546266095431605
88,31,0,0.0,0.0,1.0,0.0,1.0,2.8341535856521807
73,31,0,0.0,1.0,0.0,0.0,1.0,4.810872040447421
55,41,1,1.0,0.0,0.0,1.0,0.0,4.8793869384236555
99,30,0,0.0,0.0,1.0,0.0,1.0,3.4042245994750964
71,30,0,0.0,1.0,0.0,0.0,1.0,5.225472563124403
84,40,1,1.0,0.0,0.0,1.0,0.0,3.438004160973609
82,28,0,0.0,0.0,1.0,0.0,1.0,2.8077846212219764
72,31,0,0.0,1.0,0.0,0.0,1.0,3.4629081423238643
79,31,0,0.0,1.0,0.0,0.0,1.0,2.261695341986872
59,38,1,0.0,0.0,1.0,1.0,0.0,2.411805699358484
96,30,0,0.0,0.0,1.0,0.0,1.0,2.3760366150020995
56,42,0,1.0,0.0,0.0,1.0,0.0,2.269251232167139
52,31,0,0.0,1.0,0.0,0.0,1.0,3.690862791314767
51,31,0,0.0,1.0,0.0,0.0,1.0,2.7362921753116254
72,31,0,0.0,0.0,1.0,1.0,0.0,4.428479362891564
58,40,0,1.0,0.0,0.0,1.0,0.0,4.814072868743036
87,30,0,0.0,0.0,1.0,0.0,1.0,2.390043441130866
73,34,0,0.0,0.0,1.0,1.0,0.0,2.267175139060201
90,30,0,0.0,1.0,0.0,0.0,1.0,4.798131855834384
54,41,1,1.0,0.0,0.0,1.0,0.0,3.2725440736687212
82,32,0,0.0,0.0,1.0,0.0,1.0,2.2977995436157532
70,32,0,0.0,1.0,0.0,0.0,1.0,3.2551592520244723
77,40,1,1.0,0.0,0.0,1.0,0.0,5.125117681781712
99,28,0,0.0,0.0,1.0,0.0,1.0,3.729479778654316
48,32,0,0.0,1.0,0.0,0.0,1.0,4.556917931235615
71,31,0,0.0,1.0,0.0,0.0,1.0,4.089670926719747
90,31,0,0.0,1.0,0.0,0.0,1.0,4.851453131662532
54,42,1,1.0,0.0,0.0,1.0,0.0,5.005730286768615
73,34,0,0.0,0.0,1.0,1.0,0.0,3.3993376746222586
84,32,0,0.0,0.0,1.0,0.0,1.0,2.554916365154164
76,31,0,0.0,1.0,0.0,0.0,1.0,5.227092663572568
72,31,0,0.0,1.0,0.0,0.0,1.0,3.051958568791893
74,32,0,0.0,0.0,1.0,1.0,0.0,5.1782083375614345
63,32,0,0.0,1.0,0.0,0.0,1.0,2.3833024859772145
99,29,0,0.0,0.0,1.0,0.0,1.0,4.377899555868722
66,33,0,0.0,1.0,0.0,0.0,1.0,2.3976775056805804
82,39,0,1.0,0.0,0.0,1.0,0.0,3.9315217183074265
66,36,0,1.0,0.0,0.0,1.0,0.0,4.825682946857952
57,37,0,1.0,0.0,0.0,1.0,0.0,3.0396033742305364
49,31,0,0.0,1.0,0.0,0.0,1.0,4.166467323446377
84,34,0,1.0,0.0,0.0,1.0,0.0,4.826267052092176
93,32,0,0.0,1.0,0.0,0.0,1.0,4.448479351662965
91,33,0,0.0,1.0,0.0,0.0,1.0,4.602823857364396
76,30,0,0.0,0.0,1.0,0.0,1.0,4.3610668475461205
71,33,0,0.0,0.0,1.0,0.0,1.0,4.9560504725808565
55,32,0,0.0,0.0,1.0,0.0,1.0,2.4831272991483377
76,32,0,0.0,1.0,0.0,0.0,1.0,3.3296239256304507
63,34,0,1.0,0.0,0.0,1.0,0.0,2.2088147664174818
77,30,0,0.0,0.0,1.0,0.0,1.0,4.8422296137876755
70,40,0,1.0,0.0,0.0,1.0,0.0,3.583852065287958
56,39,0,1.0,0.0,0.0,1.0,0.0,4.7839648926251845
71,35,0,1.0,0.0,0.0,1.0,0.0,2.621587269241408
86,31,0,0.0,0.0,1.0,0.0,1.0,2.681285032095802
71,31,0,0.0,1.0,0.0,0.0,1.0,3.8604378268003523
99,30,0,0.0,0.0,1.0,0.0,1.0,2.391125422241278
94,33,0,0.0,1.0,0.0,0.0,1.0,3.5093353113899046
73,30,0,0.0,1.0,0.0,0.0,1.0,4.814494903877078
66,37,0,1.0,0.0,0.0,1.0,0.0,5.04950090117264
74,32,0,0.0,1.0,0.0,0.0,1.0,4.817572983802357
55,41,0,1.0,0.0,0.0,1.0,0.0,5.161028877816385
72,32,0,0.0,1.0,0.0,0.0,1.0,3.8519108902099655
71,32,0,0.0,1.0,0.0,0.0,1.0,5.2299885199186615
70,30,0,0.0,1.0,0.0,0.0,1.0,3.781265244650951
93,31,0,0.0,1.0,0.0,0.0,1.0,5.029685528773025
81,28,0,0.0,0.0,1.0,0.0,1.0,4.87607828728019
62,35,0,1.0,0.0,0.0,1.0,0.0,4.852912577235586
74,32,0,0.0,1.0,0.0,0.0,1.0,4.700620190267267
78,36,0,1.0,0.0,0.0,1.0,0.0,2.7560136498254706
63,35,0,1.0,0.0,0.0,1.0,0.0,4.831717740563558
72,30,0,0.0,1.0,0.0,0.0,1.0,3.6103992199904003
73,38,0,1.0,0.0,0.0,1.0,0.0,3.755342768875882
71,32,0,0.0,0.0,1.0,0.0,1.0,4.807722235911926
75,32,0,0.0,0.0,1.0,0.0,1.0,4.786758444842287
73,33,0,0.0,1.0,0.0,0.0,1.0,4.604535409817534
62,39,0,1.0,0.0,0.0,1.0,0.0,3.3680343922138127
45,36,0,0.0,0.0,1.0,1.0,0.0,2.2550482042816893
99,29,0,0.0,0.0,1.0,0.0,1.0,3.75424821188178
66,31,0,0.0,0.0,1.0,0.0,1.0,2.555892353988756
93,32,0,0.0,1.0,0.0,0.0,1.0,5.156248182736048
50,30,0,0.0,1.0,0.0,0.0,1.0,3.292039048585648
92,31,0,0.0,1.0,0.0,0.0,1.0,5.1991391170098415
77,31,0,0.0,1.0,0.0,0.0,1.0,3.2503515819629465
62,32,0,0.0,1.0,0.0,0.0,1.0,2.8511580556018776
99,29,0,0.0,0.0,1.0,0.0,1.0,4.7995859603341975
90,30,0,0.0,0.0,1.0,0.0,1.0,4.565110374379543
72,30,0,0.0,1.0,0.0,0.0,1.0,3.048769141121221
72,31,0,0.0,1.0,0.0,0.0,1.0,4.528038669177071
65,32,0,0.0,0.0,1.0,0.0,1.0,2.5553301671175097
91,32,0,0.0,1.0,0.0,0.0,1.0,3.2578332272536783
99,30,0,0.0,0.0,1.0,0.0,1.0,2.263998064043357
53,42,0,1.0,0.0,0.0,1.0,0.0,2.5925333785702125
70,29,0,0.0,0.0,1.0,0.0,1.0,4.242936515875168
48,31,0,0.0,1.0,0.0,0.0,1.0,4.620110637287418
83,36,0,1.0,0.0,0.0,1.0,0.0,4.803371585840583
71,30,0,0.0,1.0,0.0,0.0,1.0,2.9620071288094785
71,32,0,0.0,1.0,0.0,0.0,1.0,3.162675621993332
78,32,0,0.0,1.0,0.0,0.0,1.0,3.3626189586246733
74,31,0,0.0,0.0,1.0,0.0,1.0,4.848419658788679
84,33,0,0.0,1.0,0.0,0.0,1.0,4.829371678418715
51,42,0,1.0,0.0,0.0,1.0,0.0,2.2521823588879717
94,30,0,0.0,0.0,1.0,0.0,1.0,4.807139602838211
97,31,0,0.0,1.0,0.0,0.0,1.0,4.659213073234341
83,38,0,1.0,0.0,0.0,1.0,0.0,3.2248628883206365
