greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,uv,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,Temperature,Dew Point,Humidity,Wind Speed,Pressure
3,2,4,4,3,3,2,3,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,30.0,25.0,74,10,29.64
3,3,3,3,3,3,2,3,85.0,29,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418,28.88888888888889,26.11111111111111,84,0,29.73
2,2,1,1,3,3,1,3,53.0,36,257.0,1.0,0.0,0.0,0.0,1.0,0.0,7.277519521944598,32.22222222222222,23.88888888888889,62,6,29.67
2,3,2,1,4,4,1,4,51.0,36,596.0,0.0,0.0,1.0,0.0,0.0,1.0,8.376296964696806,30.0,25.0,74,3,29.64
3,3,4,4,3,4,4,2,72.0,31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.995501093914803,30.0,26.11111111111111,79,1,29.73
3,3,3,3,3,3,3,3,91.0,27,29.0,1.0,0.0,0.0,0.0,1.0,0.0,6.157304326529598,32.22222222222222,23.88888888888889,62,2,29.7
2,2,4,4,2,3,3,3,59.0,35,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176,30.0,25.0,74,8,29.64
2,2,2,2,3,3,2,3,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552,27.77777777777778,26.11111111111111,89,5,29.7
4,4,3,2,4,4,2,4,74.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.5243925429555025,32.22222222222222,23.88888888888889,62,3,29.73
1,4,3,2,3,4,3,3,72.0,31,66.0,0.0,0.0,0.0,1.0,0.0,1.0,8.357928410456207,27.77777777777778,25.0,84,6,29.73
2,3,5,5,2,2,5,1,61.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.644202397852575,31.11111111111111,25.0,70,8,29.67
1,2,4,4,3,2,4,2,79.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992,27.77777777777778,27.22222222222222,94,2,29.73
2,2,3,3,3,3,3,3,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.139657270612567,32.22222222222222,23.88888888888889,62,7,29.67
3,5,2,2,5,5,2,4,78.0,29,12.0,0.0,1.0,0.0,0.0,1.0,0.0,6.8656153828817805,26.11111111111111,26.11111111111111,100,1,29.7
4,5,3,3,3,4,2,4,48.0,37,72.0,1.0,0.0,0.0,0.0,1.0,0.0,7.002960887767923,32.77777777777778,23.88888888888889,59,5,29.7
3,3,5,4,2,3,3,3,49.0,37,68.0,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,27.77777777777778,23.88888888888889,79,1,29.7
1,1,4,4,1,1,5,1,51.0,36,596.0,0.0,0.0,1.0,0.0,0.0,1.0,8.376296964696806,30.0,26.11111111111111,79,2,29.64
3,3,3,3,3,3,3,3,65.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343,31.11111111111111,25.0,70,12,29.61
1,2,5,5,1,1,5,1,68.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.32167051329657,30.0,25.0,74,8,29.64
3,3,2,2,4,4,2,4,63.0,34,39.0,0.0,0.0,0.0,1.0,0.0,1.0,7.380290983105155,30.0,26.11111111111111,79,6,29.7
3,3,3,3,4,4,2,4,78.0,31,10.0,0.0,0.0,0.0,1.0,0.0,1.0,7.2745180207424065,30.0,27.22222222222222,84,1,29.73
3,3,5,4,3,2,4,3,61.0,31,3.0,1.0,0.0,0.0,0.0,1.0,0.0,5.577688090225078,32.77777777777778,22.77777777777778,55,5,29.67
3,5,4,3,1,2,3,2,60.0,33,137.0,1.0,0.0,0.0,0.0,1.0,0.0,6.45781930707799,32.77777777777778,23.88888888888889,59,5,29.7
2,1,5,5,1,2,4,2,63.0,34,39.0,0.0,0.0,0.0,1.0,0.0,1.0,7.380290983105155,30.0,26.11111111111111,79,6,29.7
3,3,1,1,4,4,1,4,61.0,34,545.0,0.0,0.0,1.0,0.0,0.0,1.0,6.441126558530581,30.0,25.0,74,3,29.64
5,3,5,4,3,2,4,2,68.0,33,65.0,0.0,0.0,0.0,1.0,0.0,1.0,5.611784362985194,27.77777777777778,25.0,84,5,29.79
3,4,4,4,4,4,4,2,51.0,37,395.0,0.0,0.0,0.0,1.0,0.0,1.0,6.444427351382735,27.22222222222222,26.11111111111111,94,2,29.76
3,3,3,3,3,2,3,2,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,27.77777777777778,27.22222222222222,94,2,29.73
3,2,4,4,3,3,2,4,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,28.88888888888889,27.22222222222222,89,6,29.73
1,3,3,3,3,2,4,1,63.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.15645457797551,31.11111111111111,23.88888888888889,66,15,29.55
3,3,3,4,3,3,4,2,58.0,34,52.0,0.0,0.0,0.0,1.0,1.0,0.0,5.609591253256909,31.11111111111111,25.0,70,1,29.73
3,3,3,3,2,2,3,2,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,32.22222222222222,25.0,66,7,29.67
5,4,3,2,5,5,1,5,63.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4144908039444894,31.11111111111111,23.88888888888889,66,9,29.61
3,3,4,4,2,2,4,2,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,30.0,25.0,74,10,29.64
2,2,2,2,3,3,3,3,74.0,31,18.0,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,31.11111111111111,22.77777777777778,62,7,29.64
3,4,3,2,4,3,2,4,68.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.358336832962543,28.88888888888889,25.0,79,10,29.67
3,3,3,3,3,3,3,3,60.0,34,11.0,0.0,0.0,1.0,0.0,0.0,1.0,6.747032473701513,28.88888888888889,26.11111111111111,84,10,29.67
4,4,3,3,3,3,3,3,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059,27.77777777777778,26.11111111111111,89,2,29.73
2,2,2,2,2,2,2,2,56.0,35,601.0,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,32.22222222222222,23.88888888888889,62,6,29.67
2,2,4,4,2,2,4,2,77.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0573137577692595,31.11111111111111,23.88888888888889,66,9,29.67
4,4,3,2,3,3,2,3,68.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.784567260577785,32.22222222222222,23.88888888888889,62,3,29.73
3,5,3,3,3,3,3,3,72.0,32,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.609591253256909,30.0,25.0,74,1,29.73
2,3,3,4,2,2,4,3,50.0,37,5.0,0.0,0.0,0.0,1.0,0.0,1.0,5.589318277498476,27.77777777777778,26.11111111111111,89,7,29.76
3,5,3,3,4,4,2,4,79.0,31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.545423101043606,30.0,25.0,74,1,29.73
2,2,4,4,2,2,5,1,50.0,37,89.0,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918,27.77777777777778,23.88888888888889,79,1,29.7
1,1,1,1,4,4,1,4,54.0,36,773.0,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285,30.0,25.0,74,3,29.64
2,2,3,3,3,3,4,3,61.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.120274869470393,27.77777777777778,22.77777777777778,74,10,29.67
2,5,2,2,4,4,3,4,81.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.46835385483181,30.0,25.0,74,1,29.73
4,4,3,4,4,4,3,3,73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.421187744494178,30.0,25.0,74,1,29.73
4,4,2,1,4,4,2,4,72.0,30,31.0,0.0,0.0,0.0,1.0,1.0,0.0,6.422723696324697,30.0,25.0,74,9,29.7
3,3,5,5,2,2,4,2,61.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243,32.77777777777778,23.88888888888889,59,6,29.73
2,2,3,3,3,3,2,2,60.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.012321768343242,32.22222222222222,23.88888888888889,62,7,29.61
2,2,3,3,3,3,3,3,59.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343,31.11111111111111,25.0,70,12,29.61
2,3,2,2,5,4,4,2,72.0,31,19.0,0.0,1.0,0.0,0.0,1.0,0.0,8.248722221264224,26.11111111111111,26.11111111111111,100,1,29.7
1,2,2,2,2,2,3,2,50.0,37,89.0,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918,27.77777777777778,23.88888888888889,79,1,29.7
2,2,3,2,3,2,2,2,56.0,35,601.0,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,32.22222222222222,23.88888888888889,62,6,29.67
3,3,4,4,3,3,2,3,49.0,37,68.0,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,27.77777777777778,23.88888888888889,79,1,29.7
3,3,3,3,1,2,3,2,50.0,37,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.84334062123617,32.77777777777778,23.88888888888889,59,7,29.7
2,2,3,3,2,2,2,2,59.0,34,50.0,0.0,0.0,0.0,1.0,1.0,0.0,8.311419326199031,32.22222222222222,25.0,66,8,29.7
2,3,3,3,3,2,3,3,62.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.51217518686674,28.88888888888889,26.11111111111111,84,3,29.67
3,1,5,5,1,1,5,1,62.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.185123928701169,31.11111111111111,23.88888888888889,66,15,29.55
3,4,4,4,3,4,4,3,72.0,32,2.0,0.0,0.0,0.0,1.0,1.0,0.0,5.9607331940031925,31.11111111111111,25.0,70,1,29.73
3,2,1,1,2,1,4,1,66.0,33,23.0,0.0,0.0,0.0,1.0,0.0,1.0,7.1493868757767896,31.11111111111111,26.11111111111111,75,10,29.7
2,2,3,4,1,1,4,1,58.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.784898352012638,31.11111111111111,25.0,70,10,29.76
2,2,4,3,4,2,2,2,68.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,32.22222222222222,25.0,66,6,29.73
2,3,4,4,1,2,4,1,66.0,33,14.0,0.0,0.0,0.0,1.0,1.0,0.0,5.4869155791267845,32.77777777777778,23.88888888888889,59,7,29.7
2,3,3,3,3,3,3,3,70.0,32,23.0,1.0,0.0,0.0,0.0,1.0,0.0,8.318957002468077,28.88888888888889,25.0,79,10,29.7
3,5,2,2,3,3,3,3,65.0,33,35.0,0.0,0.0,0.0,1.0,0.0,1.0,7.147356950398043,30.0,25.0,74,8,29.76
5,5,2,2,5,5,2,4,78.0,29,12.0,0.0,1.0,0.0,0.0,1.0,0.0,7.088392256964598,26.11111111111111,26.11111111111111,100,1,29.7
3,3,5,5,2,2,5,2,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,27.77777777777778,27.22222222222222,94,2,29.73
2,2,3,3,2,2,2,2,56.0,35,601.0,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,32.22222222222222,23.88888888888889,62,6,29.67
4,2,3,4,1,1,5,1,54.0,37,16.0,1.0,0.0,0.0,0.0,1.0,0.0,7.198289786097591,32.22222222222222,23.88888888888889,62,8,29.7
2,3,4,3,1,1,3,1,53.0,36,95.0,0.0,0.0,0.0,1.0,1.0,0.0,6.42657712806723,32.22222222222222,23.88888888888889,62,3,29.73
4,4,3,2,4,4,1,4,75.0,33,13.0,1.0,0.0,0.0,0.0,1.0,0.0,6.878716238545669,32.22222222222222,25.0,66,6,29.7
4,4,2,2,4,4,2,4,65.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675,31.11111111111111,25.0,70,12,29.61
2,3,3,2,4,3,2,4,73.0,32,6.0,0.0,0.0,0.0,1.0,0.0,1.0,5.763128142761303,28.88888888888889,26.11111111111111,84,8,29.79
3,5,2,2,5,4,2,4,57.0,35,81.0,0.0,0.0,0.0,1.0,0.0,1.0,7.864764462811165,28.88888888888889,27.22222222222222,89,1,29.73
3,3,3,3,4,4,2,4,76.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.676295422316878,27.77777777777778,26.11111111111111,89,9,29.64
5,5,2,1,5,5,1,5,68.0,32,82.0,0.0,0.0,0.0,1.0,0.0,1.0,6.426872842434407,28.88888888888889,26.11111111111111,84,12,29.7
3,3,1,1,3,3,1,3,53.0,36,257.0,1.0,0.0,0.0,0.0,1.0,0.0,7.277519521944598,32.22222222222222,22.22222222222222,55,3,29.67
2,3,3,2,3,2,4,2,62.0,33,30.0,0.0,0.0,0.0,1.0,1.0,0.0,6.145487604629892,30.0,25.0,74,9,29.7
4,4,3,2,5,5,1,5,68.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,32.22222222222222,25.0,66,7,29.67
3,4,3,4,1,2,3,2,59.0,34,26.0,1.0,0.0,0.0,0.0,1.0,0.0,6.674581174657979,32.77777777777778,23.88888888888889,59,5,29.7
2,2,4,4,2,2,2,3,78.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,32.22222222222222,25.0,66,7,29.67
4,4,3,3,5,5,4,2,61.0,33,29.0,0.0,0.0,0.0,1.0,0.0,1.0,6.87577655153488,27.22222222222222,26.11111111111111,94,2,29.76
2,3,5,5,4,3,4,3,72.0,32,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.4847783279775895,30.0,25.0,74,1,29.73
3,3,5,5,3,4,5,1,55.0,35,26.0,0.0,0.0,0.0,1.0,0.0,1.0,5.995501093914803,30.0,26.11111111111111,79,1,29.73
2,2,5,5,1,1,5,1,79.0,31,6.0,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695,32.77777777777778,23.88888888888889,59,6,29.73
4,3,4,4,1,2,3,3,50.0,37,2.0,0.0,0.0,0.0,1.0,1.0,0.0,5.890568693022418,32.77777777777778,23.88888888888889,59,7,29.7
3,3,2,2,4,4,2,4,75.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419,30.0,26.11111111111111,79,5,29.76
3,3,3,3,3,3,2,3,75.0,32,26.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,28.88888888888889,26.11111111111111,84,1,29.73
3,2,5,5,2,1,5,1,79.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,31.11111111111111,25.0,70,12,29.64
3,3,5,5,2,2,4,2,69.0,33,21.0,0.0,0.0,1.0,0.0,0.0,1.0,6.986278427652821,31.11111111111111,25.0,70,12,29.61
2,2,4,4,3,3,4,3,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552,27.77777777777778,26.11111111111111,89,5,29.7
4,4,2,2,3,3,3,3,88.0,28,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418,28.88888888888889,26.11111111111111,84,0,29.73
4,1,3,4,3,3,4,3,59.0,34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.045490117343747,31.11111111111111,25.0,70,7,29.7
2,2,4,4,2,3,2,3,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,28.88888888888889,27.22222222222222,89,6,29.73
2,2,3,3,3,3,2,1,78.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,32.22222222222222,25.0,66,7,29.67
2,4,4,4,3,4,3,3,73.0,32,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.609591253256909,31.11111111111111,25.0,70,1,29.73
3,3,2,2,3,4,2,4,49.0,37,68.0,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565,27.77777777777778,26.11111111111111,89,8,29.73
4,4,3,3,4,4,2,4,74.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.537689510958655,27.77777777777778,26.11111111111111,89,9,29.64
3,3,3,3,5,4,3,3,81.0,30,46.0,0.0,0.0,1.0,0.0,0.0,1.0,8.314420356034804,31.11111111111111,25.0,70,7,29.64
2,2,3,3,2,2,3,2,78.0,31,87.0,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,32.77777777777778,23.88888888888889,59,6,29.73
4,4,1,1,5,5,1,5,68.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,32.22222222222222,25.0,66,7,29.67
3,3,2,2,4,4,2,4,66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.351629912900599,31.11111111111111,26.11111111111111,75,2,29.73
3,3,3,3,3,2,3,2,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,27.77777777777778,27.22222222222222,94,2,29.73
3,3,3,3,2,2,4,2,85.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102,31.11111111111111,25.0,70,7,29.67
1,1,3,3,2,2,4,2,55.0,36,26.0,0.0,0.0,0.0,1.0,0.0,1.0,7.398967478187786,30.0,26.11111111111111,79,3,29.73
3,4,3,3,2,2,2,3,79.0,31,6.0,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695,32.22222222222222,25.0,66,6,29.73
3,3,2,3,2,1,2,2,87.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.069051497141363,28.88888888888889,26.11111111111111,84,0,29.73
2,2,5,5,2,2,4,1,54.0,36,773.0,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285,30.0,25.0,74,3,29.64
4,3,1,1,4,4,1,4,61.0,34,545.0,0.0,0.0,1.0,0.0,0.0,1.0,6.441126558530581,30.0,25.0,74,3,29.64
2,2,1,1,4,4,2,4,66.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675,31.11111111111111,25.0,70,12,29.61
4,5,3,3,4,4,3,3,61.0,34,34.0,1.0,0.0,0.0,0.0,1.0,0.0,5.591728527345428,32.77777777777778,22.77777777777778,55,5,29.67
4,3,3,2,5,5,1,5,56.0,36,20.0,1.0,0.0,0.0,0.0,1.0,0.0,6.4264453796977365,32.22222222222222,23.88888888888889,62,8,29.7
3,3,5,5,1,1,5,1,69.0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.568385131810371,32.77777777777778,25.0,63,9,29.67
1,4,5,5,3,3,4,2,62.0,33,145.0,0.0,0.0,0.0,1.0,0.0,1.0,6.777328015657088,30.0,26.11111111111111,79,1,29.73
3,2,2,1,3,3,2,3,79.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,31.11111111111111,25.0,70,12,29.64
2,2,4,3,3,2,2,2,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552,27.77777777777778,26.11111111111111,89,5,29.7
3,4,3,2,3,3,2,3,71.0,32,44.0,1.0,0.0,0.0,0.0,1.0,0.0,7.123077352594487,28.88888888888889,25.0,79,13,29.73
3,2,3,4,2,2,2,2,84.0,29,28.0,0.0,0.0,0.0,1.0,1.0,0.0,7.528375544366531,32.22222222222222,23.88888888888889,62,5,29.73
2,2,5,4,2,2,4,2,59.0,35,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176,30.0,25.0,74,10,29.64
3,3,3,3,3,3,4,3,57.0,34,446.0,1.0,0.0,0.0,0.0,1.0,0.0,6.133954032124393,32.22222222222222,23.88888888888889,62,2,29.7
1,4,4,4,1,2,3,2,48.0,38,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.84334062123617,32.77777777777778,23.88888888888889,59,7,29.7
4,4,2,2,5,5,2,5,53.0,36,50.0,1.0,0.0,0.0,0.0,1.0,0.0,5.5698732630988665,32.77777777777778,23.88888888888889,59,2,29.67
2,2,3,3,3,4,2,2,68.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,32.22222222222222,25.0,66,7,29.67
4,2,3,3,2,2,3,2,66.0,33,26.0,0.0,0.0,0.0,1.0,1.0,0.0,5.671906421329672,31.11111111111111,23.88888888888889,66,5,29.76
2,2,4,4,2,2,3,3,67.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,31.11111111111111,22.77777777777778,62,6,29.67
1,3,3,3,2,2,4,2,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.811753047275798,31.11111111111111,25.0,70,7,29.7
2,2,5,5,1,1,5,1,48.0,38,129.0,0.0,0.0,1.0,0.0,0.0,1.0,6.6221570848867275,27.77777777777778,23.88888888888889,79,1,29.7
4,3,3,2,1,1,4,1,55.0,37,17.0,1.0,0.0,0.0,0.0,1.0,0.0,7.072286491742402,32.22222222222222,23.88888888888889,62,8,29.7
2,2,3,3,3,3,2,4,68.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.32167051329657,30.0,25.0,74,8,29.64
2,2,2,2,5,5,1,5,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,30.0,25.0,74,10,29.64
3,3,1,1,5,5,1,5,61.0,34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.424853336362936,33.888888888888886,25.0,59,6,29.7
3,3,3,3,3,3,1,3,54.0,35,22.0,1.0,0.0,0.0,0.0,1.0,0.0,7.328148088736002,32.22222222222222,25.0,66,7,29.73
4,3,2,2,5,4,2,4,69.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941,32.22222222222222,22.22222222222222,55,9,29.64
5,4,3,2,4,4,2,4,73.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.417553204753022,32.22222222222222,25.0,66,14,29.55
4,4,2,2,4,4,1,4,58.0,35,9.0,1.0,0.0,0.0,0.0,1.0,0.0,7.772755084451218,32.22222222222222,23.88888888888889,62,5,29.73
3,5,3,3,4,4,2,4,62.0,33,145.0,0.0,0.0,0.0,1.0,0.0,1.0,6.777328015657088,30.0,26.11111111111111,79,1,29.73
5,5,3,2,5,5,1,5,66.0,34,25.0,0.0,0.0,0.0,1.0,0.0,1.0,6.422551420106924,28.88888888888889,26.11111111111111,84,12,29.7
4,5,5,3,4,3,3,3,49.0,37,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.310848181002816,27.77777777777778,26.11111111111111,89,5,29.73
2,4,3,3,5,5,4,1,51.0,36,135.0,0.0,0.0,0.0,1.0,0.0,1.0,6.852871438229017,26.11111111111111,26.11111111111111,100,3,29.76
5,5,2,5,5,5,2,5,80.0,31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.979308669739392,30.0,26.11111111111111,79,1,29.73
5,4,3,2,5,5,1,5,68.0,33,6.0,0.0,0.0,0.0,1.0,0.0,1.0,6.423258613513111,28.88888888888889,25.0,79,3,29.79
3,2,3,5,3,2,2,2,68.0,31,27.0,0.0,0.0,0.0,1.0,0.0,1.0,6.61273101729244,27.77777777777778,25.0,84,2,29.7
5,5,3,3,5,5,2,4,63.0,34,614.0,0.0,0.0,1.0,0.0,0.0,1.0,7.048320595099042,31.11111111111111,23.88888888888889,66,6,29.61
1,1,2,2,3,3,1,4,60.0,34,664.0,1.0,0.0,0.0,0.0,1.0,0.0,7.203266530765332,32.22222222222222,23.88888888888889,62,8,29.64
3,2,2,2,4,3,3,3,70.0,31,28.0,0.0,0.0,1.0,0.0,0.0,1.0,5.549879850713529,31.11111111111111,23.88888888888889,66,9,29.61
3,3,3,3,3,3,2,3,55.0,36,26.0,0.0,0.0,0.0,1.0,0.0,1.0,7.398967478187786,30.0,26.11111111111111,79,3,29.73
2,2,2,2,2,2,2,2,62.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.420915291993301,31.11111111111111,23.88888888888889,66,9,29.67
4,3,5,5,3,3,2,3,68.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,32.22222222222222,25.0,66,6,29.73
1,1,5,5,2,2,5,1,70.0,31,21.0,0.0,0.0,0.0,1.0,0.0,1.0,7.044258644803701,28.88888888888889,25.0,79,8,29.7
2,2,2,2,4,4,2,4,50.0,37,89.0,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918,27.77777777777778,23.88888888888889,79,1,29.7
1,5,2,2,5,5,3,5,73.0,31,23.0,0.0,0.0,0.0,1.0,0.0,1.0,6.685125628536721,27.77777777777778,26.11111111111111,89,2,29.73
5,4,3,3,5,5,1,5,74.0,32,11.0,0.0,0.0,0.0,1.0,0.0,1.0,6.299669861565106,28.88888888888889,26.11111111111111,84,8,29.79
1,1,4,4,2,2,3,2,78.0,31,10.0,0.0,0.0,0.0,1.0,0.0,1.0,7.2745180207424065,30.0,26.11111111111111,79,0,29.73
3,4,1,2,4,4,5,1,50.0,36,86.0,0.0,0.0,0.0,1.0,0.0,1.0,6.811247047444727,26.11111111111111,26.11111111111111,100,3,29.76
1,1,4,4,1,1,4,1,78.0,31,87.0,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,32.77777777777778,23.88888888888889,59,6,29.73
2,2,5,5,1,1,5,1,62.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5327577214313575,31.11111111111111,25.0,70,8,29.67
2,2,3,3,3,3,3,3,70.0,31,21.0,0.0,0.0,0.0,1.0,0.0,1.0,7.044258644803701,28.88888888888889,25.0,79,8,29.7
3,3,2,4,5,5,5,5,84.0,29,44.0,0.0,0.0,1.0,0.0,0.0,1.0,6.316097297289625,28.88888888888889,26.11111111111111,84,10,29.67
4,3,3,3,4,4,2,4,70.0,33,42.0,0.0,0.0,0.0,1.0,0.0,1.0,3.348564367028672,27.77777777777778,25.0,84,5,29.79
3,3,3,3,4,3,3,3,59.0,35,14.0,0.0,0.0,1.0,0.0,0.0,1.0,7.874034972264925,31.11111111111111,25.0,70,7,29.64
2,3,2,2,3,2,3,2,55.0,35,42.0,0.0,0.0,0.0,1.0,1.0,0.0,7.154253018848898,31.11111111111111,22.77777777777778,62,5,29.76
3,3,2,2,3,3,2,3,59.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946,31.11111111111111,22.77777777777778,62,7,29.64
4,5,2,2,4,4,1,5,66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.201964291736032,30.0,26.11111111111111,79,3,29.73
2,2,2,2,1,1,4,1,55.0,35,502.0,0.0,0.0,1.0,0.0,0.0,1.0,6.6161019973789905,31.11111111111111,25.0,70,2,29.61
3,3,3,3,3,3,3,3,60.0,34,28.0,1.0,0.0,0.0,0.0,1.0,0.0,6.423341665630027,32.22222222222222,23.88888888888889,62,2,29.7
2,3,5,5,2,2,2,2,88.0,28,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565722894430606,28.88888888888889,26.11111111111111,84,0,29.73
3,3,3,3,2,4,3,3,49.0,36,92.0,0.0,0.0,0.0,1.0,1.0,0.0,7.807527989011134,32.22222222222222,23.88888888888889,62,5,29.73
2,5,2,1,3,3,2,3,66.0,33,23.0,0.0,0.0,0.0,1.0,0.0,1.0,7.14704144668172,31.11111111111111,26.11111111111111,75,10,29.7
4,3,3,3,3,3,3,3,50.0,36,61.0,1.0,0.0,0.0,0.0,1.0,0.0,6.434355536155072,32.22222222222222,23.88888888888889,62,2,29.7
3,4,4,4,2,3,3,3,82.0,29,88.0,1.0,0.0,0.0,0.0,1.0,0.0,5.569384104623522,32.22222222222222,23.88888888888889,62,2,29.7
