greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,uv,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,Temperature,Dew Point,Humidity,Wind Speed,Pressure
2,2,3,3,2,3,2,2,54.0,36,773.0,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285,30.0,25.0,74,3,29.64
5,5,3,3,4,4,2,4,69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.552040945996955,28.88888888888889,25.0,79,8,29.7
4,3,3,3,4,3,2,3,66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.201964291736032,30.0,26.11111111111111,79,3,29.73
3,3,3,2,3,4,4,4,47.0,37,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0677836043218205,30.0,25.0,74,8,29.76
2,2,3,3,3,3,2,4,55.0,36,26.0,0.0,0.0,0.0,1.0,0.0,1.0,7.398967478187786,28.88888888888889,27.22222222222222,89,6,29.73
2,3,3,4,4,3,3,2,62.0,32,15.0,0.0,0.0,0.0,1.0,0.0,1.0,7.059676141035869,30.0,25.0,74,8,29.76
2,4,3,3,4,4,2,3,69.0,31,3.0,0.0,0.0,0.0,1.0,0.0,1.0,6.300804986904532,27.77777777777778,26.11111111111111,89,1,29.73
3,3,2,2,4,4,1,4,75.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,28.88888888888889,26.11111111111111,84,1,29.73
4,4,2,2,4,4,2,4,75.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,28.88888888888889,26.11111111111111,84,1,29.73
3,3,3,3,4,3,4,3,73.0,32,10.0,0.0,0.0,0.0,1.0,0.0,1.0,7.029398592711106,28.88888888888889,25.0,79,8,29.79
5,4,4,3,2,2,3,3,48.0,37,41.0,1.0,0.0,0.0,0.0,1.0,0.0,6.435284427939396,32.77777777777778,23.88888888888889,59,5,29.7
2,3,4,4,1,3,3,2,44.0,38,96.0,0.0,0.0,0.0,1.0,1.0,0.0,5.581282407920349,32.77777777777778,23.88888888888889,59,7,29.7
3,4,5,5,1,1,2,2,88.0,28,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565722894430606,28.88888888888889,26.11111111111111,84,0,29.73
2,2,3,3,2,2,2,3,78.0,31,87.0,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,32.77777777777778,23.88888888888889,59,6,29.73
2,1,3,3,2,1,2,2,52.0,35,138.0,0.0,0.0,0.0,1.0,1.0,0.0,8.31717429411227,31.11111111111111,22.77777777777778,62,5,29.76
3,3,3,3,3,2,2,3,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,30.0,25.0,74,10,29.64
3,3,3,3,4,4,3,3,80.0,31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.644312533684778,30.0,26.11111111111111,79,1,29.73
3,4,2,2,3,3,3,2,53.0,36,32.0,0.0,0.0,1.0,0.0,0.0,1.0,6.59691539667665,27.77777777777778,22.77777777777778,74,10,29.67
4,3,3,2,5,5,1,4,59.0,34,10.0,0.0,0.0,0.0,1.0,0.0,1.0,6.144434038242368,27.22222222222222,23.88888888888889,84,1,29.73
3,4,3,3,2,2,4,2,69.0,33,52.0,0.0,0.0,0.0,1.0,0.0,1.0,6.7080479974983245,28.88888888888889,26.11111111111111,84,12,29.7
2,2,5,5,1,1,5,2,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,28.88888888888889,27.22222222222222,89,6,29.73
3,3,3,3,3,3,3,3,74.0,31,18.0,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,31.11111111111111,22.77777777777778,62,6,29.67
3,3,2,1,4,4,1,5,49.0,37,68.0,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,27.77777777777778,23.88888888888889,79,1,29.7
3,3,3,4,5,5,3,4,80.0,30,50.0,0.0,0.0,1.0,0.0,0.0,1.0,7.381858537561753,31.11111111111111,25.0,70,7,29.64
1,1,3,3,2,2,3,2,68.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,32.22222222222222,25.0,66,7,29.67
2,3,1,1,4,4,2,4,55.0,36,103.0,1.0,0.0,0.0,0.0,1.0,0.0,7.154470031235273,32.77777777777778,25.0,63,10,29.67
2,2,1,1,5,5,1,5,69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.552040945996955,28.88888888888889,25.0,79,8,29.7
3,5,3,3,4,3,3,3,74.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.670085342865881,28.88888888888889,26.11111111111111,84,12,29.64
3,3,4,4,2,2,3,2,49.0,37,68.0,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,27.77777777777778,23.88888888888889,79,1,29.7
1,1,4,5,3,2,2,1,68.0,33,72.0,0.0,0.0,0.0,1.0,0.0,1.0,8.12726530664003,27.77777777777778,26.11111111111111,89,5,29.73
2,4,3,2,3,4,2,4,68.0,33,67.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0809916389826775,28.88888888888889,25.0,79,3,29.79
3,2,4,5,3,2,4,2,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552,27.77777777777778,26.11111111111111,89,5,29.7
2,3,2,2,3,2,2,3,53.0,36,57.0,0.0,0.0,0.0,1.0,1.0,0.0,8.308330501246058,31.11111111111111,22.77777777777778,62,5,29.76
4,5,5,4,3,4,4,2,72.0,32,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.609591253256909,30.0,25.0,74,1,29.73
4,4,3,3,4,5,2,4,77.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.644202397852575,31.11111111111111,25.0,70,8,29.67
2,4,3,4,2,3,4,2,69.0,31,43.0,1.0,0.0,0.0,0.0,1.0,0.0,6.922272506415986,32.77777777777778,22.22222222222222,52,5,29.67
2,2,4,4,3,3,3,3,67.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.434925562781158,31.11111111111111,22.77777777777778,62,6,29.67
4,3,3,2,3,4,2,3,62.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5327577214313575,31.11111111111111,25.0,70,8,29.67
2,2,3,2,1,1,4,1,60.0,34,56.0,1.0,0.0,0.0,0.0,1.0,0.0,8.274855957977465,31.11111111111111,25.0,70,7,29.7
2,2,3,3,3,3,3,3,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.139657270612567,32.77777777777778,23.88888888888889,59,2,29.67
3,2,3,2,3,2,4,2,71.0,32,14.0,0.0,0.0,1.0,0.0,0.0,1.0,7.149673755912144,28.88888888888889,25.0,79,10,29.67
4,3,3,3,4,4,3,4,49.0,37,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.721987676183449,27.77777777777778,26.11111111111111,89,5,29.73
3,3,5,4,2,2,4,1,56.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.572492658972119,27.77777777777778,26.11111111111111,89,9,29.64
2,2,3,3,3,3,2,2,60.0,34,664.0,1.0,0.0,0.0,0.0,1.0,0.0,7.203266530765332,32.22222222222222,23.88888888888889,62,8,29.64
1,1,4,4,3,3,3,3,59.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946,31.11111111111111,22.77777777777778,62,7,29.64
5,5,3,3,5,4,4,4,65.0,32,18.0,1.0,0.0,0.0,0.0,1.0,0.0,7.031416408475003,32.77777777777778,22.77777777777778,55,5,29.67
1,1,4,4,2,2,3,2,59.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.351629912900599,31.11111111111111,26.11111111111111,75,2,29.73
3,3,3,3,2,2,2,2,78.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,32.22222222222222,25.0,66,7,29.67
3,3,2,2,5,5,2,5,60.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.254840915406108,27.77777777777778,26.11111111111111,89,1,29.73
2,2,2,2,4,4,1,2,68.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.32167051329657,30.0,25.0,74,8,29.64
3,3,2,2,3,3,2,3,68.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.32167051329657,30.0,25.0,74,8,29.64
3,3,3,3,2,2,3,3,49.0,37,68.0,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565,27.77777777777778,26.11111111111111,89,8,29.73
3,4,3,3,4,3,2,3,68.0,33,72.0,0.0,0.0,0.0,1.0,0.0,1.0,8.12726530664003,27.77777777777778,26.11111111111111,89,5,29.73
1,1,3,2,2,2,2,2,60.0,34,664.0,1.0,0.0,0.0,0.0,1.0,0.0,7.203266530765332,32.22222222222222,23.88888888888889,62,8,29.64
1,3,2,2,2,2,4,2,53.0,36,68.0,1.0,0.0,0.0,0.0,1.0,0.0,6.870226986149198,32.22222222222222,26.11111111111111,70,9,29.67
3,3,3,2,4,4,3,3,60.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.581443851207809,31.11111111111111,23.88888888888889,66,9,29.61
2,3,3,3,3,3,2,3,57.0,36,83.0,1.0,0.0,0.0,0.0,1.0,0.0,7.079080092065323,32.22222222222222,23.88888888888889,62,8,29.7
3,3,5,5,3,1,4,2,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,30.0,25.0,74,0,29.73
2,2,4,4,3,3,3,3,67.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.139657270612567,32.77777777777778,23.88888888888889,59,2,29.67
3,4,3,4,4,3,3,3,76.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.46835385483181,30.0,25.0,74,1,29.73
3,3,2,2,4,4,2,4,69.0,33,21.0,0.0,0.0,1.0,0.0,0.0,1.0,6.986278427652821,31.11111111111111,23.88888888888889,66,8,29.64
3,3,2,2,4,4,1,5,49.0,37,68.0,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565,27.77777777777778,26.11111111111111,89,8,29.73
4,3,2,2,5,5,1,5,58.0,35,72.0,0.0,0.0,0.0,1.0,0.0,1.0,7.186628104932962,31.11111111111111,25.0,70,14,29.76
2,2,4,4,2,2,4,2,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,30.0,25.0,74,10,29.64
2,3,3,3,1,3,3,3,81.0,30,43.0,0.0,0.0,0.0,1.0,1.0,0.0,6.903423226411491,32.22222222222222,23.88888888888889,62,5,29.73
3,1,2,2,3,3,2,3,68.0,33,9.0,1.0,0.0,0.0,0.0,1.0,0.0,7.224717673201067,32.22222222222222,25.0,66,6,29.7
5,5,2,2,4,4,1,5,57.0,36,196.0,1.0,0.0,0.0,0.0,1.0,0.0,6.432118455693695,32.22222222222222,23.88888888888889,62,8,29.7
3,3,2,2,4,3,2,4,73.0,31,2.0,1.0,0.0,0.0,0.0,1.0,0.0,6.424853336362936,33.888888888888886,22.77777777777778,52,2,29.7
3,3,2,2,3,3,1,3,78.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,32.22222222222222,25.0,66,7,29.67
3,5,3,2,5,5,2,4,73.0,31,22.0,0.0,1.0,0.0,0.0,1.0,0.0,8.318911127798362,26.11111111111111,26.11111111111111,100,1,29.7
3,3,3,2,3,3,4,2,65.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.122044467043653,28.88888888888889,25.0,79,10,29.67
5,4,3,2,5,4,1,4,54.0,36,60.0,0.0,0.0,0.0,1.0,1.0,0.0,6.4163565813923125,31.11111111111111,22.77777777777778,62,5,29.76
4,2,3,3,3,3,2,3,67.0,34,53.0,0.0,0.0,0.0,1.0,0.0,1.0,5.702969116069332,31.11111111111111,25.0,70,14,29.76
2,2,5,5,1,1,5,1,69.0,33,21.0,0.0,0.0,1.0,0.0,0.0,1.0,6.986278427652821,31.11111111111111,25.0,70,12,29.61
2,5,2,2,3,3,2,4,67.0,33,59.0,0.0,0.0,0.0,1.0,0.0,1.0,7.12788245724447,28.88888888888889,25.0,79,3,29.79
2,2,4,4,1,1,4,2,69.0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.568385131810371,32.77777777777778,25.0,63,9,29.67
3,3,3,3,3,2,3,2,86.0,29,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102,32.22222222222222,25.0,66,6,29.7
1,5,3,3,3,3,3,3,86.0,28,36.0,0.0,0.0,0.0,1.0,1.0,0.0,8.415121185543555,32.22222222222222,23.88888888888889,62,5,29.73
2,2,5,5,2,1,4,1,58.0,34,431.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5342563405919885,31.11111111111111,25.0,70,2,29.61
1,1,5,5,2,2,3,2,55.0,35,502.0,0.0,0.0,1.0,0.0,0.0,1.0,6.6161019973789905,31.11111111111111,23.88888888888889,66,6,29.61
1,1,4,4,2,2,3,2,66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.640383398846991,31.11111111111111,26.11111111111111,75,2,29.73
2,2,3,3,3,3,2,2,68.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,32.22222222222222,25.0,66,6,29.73
3,3,4,4,3,3,3,3,63.0,32,16.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8153822681697065,27.77777777777778,26.11111111111111,89,5,29.73
2,2,5,5,2,2,5,2,77.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0573137577692595,31.11111111111111,23.88888888888889,66,9,29.67
3,3,3,3,3,3,3,3,70.0,33,32.0,0.0,0.0,0.0,1.0,0.0,1.0,5.9525647790162015,30.0,26.11111111111111,79,0,29.73
2,2,3,3,2,2,2,2,78.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,32.22222222222222,25.0,66,7,29.67
3,3,4,3,2,2,4,2,58.0,35,3.0,0.0,0.0,0.0,1.0,1.0,0.0,5.57377590930592,30.0,25.0,74,9,29.7
4,4,4,4,4,4,3,3,57.0,35,165.0,0.0,0.0,0.0,1.0,1.0,0.0,5.4847783279775895,31.11111111111111,25.0,70,1,29.73
3,3,4,4,3,3,2,4,75.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,28.88888888888889,26.11111111111111,84,1,29.73
4,5,3,3,2,3,3,3,81.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.46835385483181,30.0,25.0,74,1,29.73
3,3,3,2,4,4,2,4,73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.973752478228892,28.88888888888889,26.11111111111111,84,12,29.64
3,5,4,4,3,4,3,3,72.0,31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.995501093914803,30.0,26.11111111111111,79,1,29.73
2,5,3,3,2,3,2,2,60.0,33,10.0,1.0,0.0,0.0,0.0,1.0,0.0,7.148465386612798,32.22222222222222,22.77777777777778,59,5,29.64
2,2,2,2,1,1,3,1,57.0,36,201.0,0.0,0.0,0.0,1.0,1.0,0.0,5.574201274303387,32.22222222222222,25.0,66,9,29.7
2,2,3,3,3,3,3,3,68.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.434925562781158,31.11111111111111,22.77777777777778,62,6,29.67
2,2,3,3,2,2,3,2,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.534440129004215,30.0,25.0,74,10,29.64
3,3,4,4,2,2,5,3,61.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5327577214313575,31.11111111111111,25.0,70,8,29.67
4,3,3,2,3,3,2,3,65.0,33,87.0,0.0,0.0,0.0,1.0,1.0,0.0,6.093283321110072,31.11111111111111,23.88888888888889,66,5,29.76
5,3,4,3,2,1,4,1,51.0,36,18.0,0.0,0.0,0.0,1.0,1.0,0.0,5.670883636015558,31.11111111111111,23.88888888888889,66,5,29.76
2,2,2,2,3,2,2,3,53.0,35,26.0,0.0,0.0,0.0,1.0,0.0,1.0,7.154810711841938,28.88888888888889,25.0,79,3,29.79
2,2,3,4,2,2,3,3,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,30.0,25.0,74,10,29.64
5,3,3,3,5,5,1,5,75.0,30,19.0,0.0,0.0,0.0,1.0,0.0,1.0,6.4303637065289045,27.22222222222222,23.88888888888889,84,1,29.73
3,4,3,3,3,3,3,3,49.0,37,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.146960176089152,30.0,25.0,74,8,29.76
2,2,4,4,2,2,3,2,77.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.416159928752833,28.88888888888889,27.22222222222222,89,6,29.73
2,3,3,3,5,4,4,3,71.0,32,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.979308669739392,30.0,26.11111111111111,79,1,29.73
2,2,2,2,3,4,1,3,78.0,31,87.0,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,32.77777777777778,23.88888888888889,59,6,29.73
4,4,3,3,3,3,3,3,65.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343,31.11111111111111,25.0,70,12,29.61
2,2,4,4,3,2,3,2,77.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.644202397852575,31.11111111111111,25.0,70,8,29.67
2,2,4,4,2,2,4,2,69.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941,32.22222222222222,22.22222222222222,55,9,29.64
2,2,5,5,3,3,4,1,63.0,31,3.0,0.0,0.0,1.0,0.0,0.0,1.0,6.847713553029293,31.11111111111111,23.88888888888889,66,10,29.67
1,1,4,4,2,1,2,2,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,32.22222222222222,25.0,66,7,29.67
2,2,5,5,2,2,5,2,49.0,37,68.0,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,27.77777777777778,23.88888888888889,79,1,29.7
2,2,4,4,2,2,3,2,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.5571807246982905,28.88888888888889,26.11111111111111,84,6,29.73
4,3,3,4,4,4,4,2,49.0,37,92.0,0.0,0.0,0.0,1.0,0.0,1.0,6.422301347037783,27.22222222222222,26.11111111111111,94,2,29.76
5,5,2,2,5,5,2,5,75.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419,30.0,26.11111111111111,79,5,29.76
4,4,3,3,4,4,2,4,59.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946,31.11111111111111,22.77777777777778,62,7,29.64
2,2,3,3,2,2,2,2,60.0,34,664.0,1.0,0.0,0.0,0.0,1.0,0.0,7.203266530765332,32.77777777777778,25.0,63,7,29.64
2,2,4,4,2,2,3,2,59.0,35,52.0,1.0,0.0,0.0,0.0,1.0,0.0,7.1531567968860434,32.22222222222222,25.0,66,7,29.67
1,2,3,3,3,3,3,3,59.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946,31.11111111111111,22.77777777777778,62,7,29.64
1,1,5,5,1,1,5,1,59.0,35,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176,30.0,25.0,74,10,29.64
2,3,4,4,2,2,3,2,51.0,36,596.0,0.0,0.0,1.0,0.0,0.0,1.0,8.376296964696806,30.0,25.0,74,3,29.64
3,3,4,4,4,3,3,2,46.0,37,201.0,0.0,0.0,0.0,1.0,0.0,1.0,6.721987676183449,27.77777777777778,26.11111111111111,89,5,29.73
3,2,3,3,4,3,3,3,63.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.976040846842159,28.88888888888889,25.0,79,10,29.67
3,5,3,4,5,5,1,3,62.0,32,29.0,0.0,0.0,1.0,0.0,0.0,1.0,7.925742605129721,28.88888888888889,25.0,79,3,29.61
3,3,2,2,5,5,1,5,55.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.197571081448307,27.77777777777778,23.88888888888889,79,1,29.7
3,3,2,2,2,2,3,1,52.0,36,99.0,1.0,0.0,0.0,0.0,1.0,0.0,7.035683086805843,32.77777777777778,23.88888888888889,59,2,29.67
3,3,2,2,4,4,1,5,60.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.254840915406108,28.88888888888889,26.11111111111111,84,1,29.73
4,4,2,2,4,4,3,4,74.0,31,18.0,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,31.11111111111111,22.77777777777778,62,7,29.64
5,5,1,1,5,5,1,5,55.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.062853677970272,30.0,25.0,74,2,29.76
4,4,2,2,4,4,1,4,75.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,28.88888888888889,26.11111111111111,84,1,29.73
4,4,3,3,3,4,3,2,57.0,35,43.0,0.0,0.0,1.0,0.0,0.0,1.0,7.236447980446544,31.11111111111111,25.0,70,10,29.67
2,2,3,3,3,3,3,2,60.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.248496030706109,33.888888888888886,25.0,59,6,29.7
2,1,3,3,4,4,3,3,65.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.628054177010415,28.88888888888889,26.11111111111111,84,12,29.67
4,3,4,3,4,4,5,1,86.0,28,29.0,0.0,0.0,0.0,1.0,0.0,1.0,7.176694577136747,26.11111111111111,26.11111111111111,100,3,29.76
5,4,3,2,5,5,4,2,81.0,29,98.0,0.0,0.0,0.0,1.0,0.0,1.0,6.372761548329691,27.22222222222222,26.11111111111111,94,2,29.76
2,2,2,2,4,3,2,4,73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.156470005321673,28.88888888888889,26.11111111111111,84,12,29.64
1,1,5,5,1,1,5,1,73.0,32,8.0,1.0,0.0,0.0,0.0,1.0,0.0,8.035452036832472,32.77777777777778,23.88888888888889,59,6,29.73
1,1,3,3,1,1,4,1,75.0,32,26.0,0.0,0.0,1.0,0.0,0.0,1.0,7.075295551494054,31.11111111111111,23.88888888888889,66,6,29.67
3,2,5,5,1,1,5,1,79.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,31.11111111111111,25.0,70,12,29.64
3,3,3,3,3,2,3,3,56.0,35,60.0,1.0,0.0,0.0,0.0,1.0,0.0,7.00502645917817,32.22222222222222,25.0,66,7,29.73
3,3,4,4,3,3,3,3,69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.571181973186025,30.0,25.0,74,0,29.73
3,3,3,3,5,5,5,2,79.0,30,40.0,0.0,0.0,0.0,1.0,0.0,1.0,5.573909405910354,26.11111111111111,26.11111111111111,100,3,29.76
4,5,3,4,4,3,2,3,53.0,36,100.0,0.0,0.0,0.0,1.0,1.0,0.0,5.547117774134949,31.11111111111111,23.88888888888889,66,5,29.76
2,1,5,5,2,1,5,1,64.0,34,112.0,0.0,0.0,1.0,0.0,0.0,1.0,6.161972254750432,31.11111111111111,25.0,70,10,29.67
1,2,3,5,2,1,4,2,60.0,33,5.0,1.0,0.0,0.0,0.0,1.0,0.0,7.542670152332232,32.77777777777778,23.88888888888889,59,3,29.7
2,4,5,4,2,4,4,2,48.0,37,155.0,0.0,0.0,0.0,1.0,0.0,1.0,6.945352819755257,27.77777777777778,26.11111111111111,89,5,29.73
2,2,2,2,4,4,2,4,66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.201964291736032,30.0,26.11111111111111,79,3,29.73
3,3,1,1,4,4,2,4,74.0,31,18.0,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,31.11111111111111,22.77777777777778,62,7,29.64
4,4,2,2,4,4,2,4,73.0,30,24.0,0.0,0.0,0.0,1.0,1.0,0.0,5.537916410582699,30.0,25.0,74,9,29.7
2,2,3,3,4,2,3,2,73.0,32,13.0,0.0,0.0,0.0,1.0,0.0,1.0,5.548915906644913,28.88888888888889,26.11111111111111,84,8,29.79
5,5,5,2,5,4,5,5,67.0,31,26.0,0.0,0.0,0.0,1.0,0.0,1.0,7.227510450005213,27.77777777777778,25.0,84,2,29.7
3,3,2,2,3,3,2,3,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,32.22222222222222,25.0,66,7,29.67
4,3,3,3,4,2,3,4,55.0,35,77.0,0.0,0.0,1.0,0.0,0.0,1.0,6.427850458947643,27.77777777777778,22.77777777777778,74,10,29.67
5,4,3,3,5,5,1,5,73.0,30,35.0,0.0,0.0,0.0,1.0,1.0,0.0,6.285571433399032,30.0,25.0,74,9,29.7
4,3,3,3,3,3,3,3,60.0,34,23.0,1.0,0.0,0.0,0.0,1.0,0.0,6.459227902807718,32.22222222222222,23.88888888888889,62,2,29.7
2,3,2,3,2,3,2,3,61.0,34,9.0,1.0,0.0,0.0,0.0,1.0,0.0,7.336367595487832,32.22222222222222,22.77777777777778,59,5,29.64
3,3,2,3,3,3,3,3,59.0,34,82.0,1.0,0.0,0.0,0.0,1.0,0.0,8.344142293295715,31.11111111111111,25.0,70,7,29.7
3,5,4,4,3,4,3,3,60.0,31,3.0,0.0,0.0,0.0,1.0,0.0,1.0,6.685125628536721,27.77777777777778,26.11111111111111,89,2,29.73
3,3,5,4,2,2,3,2,79.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992,27.77777777777778,27.22222222222222,94,2,29.73
3,3,2,2,4,4,1,4,68.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,32.22222222222222,25.0,66,7,29.67
2,2,2,2,4,4,2,5,75.0,32,26.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,28.88888888888889,26.11111111111111,84,1,29.73
4,4,2,2,4,4,2,4,51.0,37,169.0,0.0,0.0,0.0,1.0,0.0,1.0,5.75335466904166,28.88888888888889,25.0,79,3,29.79
2,2,5,5,1,1,5,1,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,27.77777777777778,27.22222222222222,94,2,29.73
4,5,3,2,5,3,2,3,61.0,34,11.0,0.0,0.0,0.0,1.0,0.0,1.0,7.083604483472503,27.77777777777778,25.0,84,2,29.7
3,3,3,4,5,3,3,3,67.0,31,31.0,0.0,0.0,1.0,0.0,0.0,1.0,8.354172223909748,28.88888888888889,25.0,79,3,29.61
4,4,5,4,3,2,2,2,79.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992,27.77777777777778,27.22222222222222,94,2,29.73
3,3,3,3,3,3,3,3,73.0,31,9.0,0.0,0.0,1.0,0.0,0.0,1.0,7.075295551494054,31.11111111111111,23.88888888888889,66,6,29.67
2,3,3,3,4,4,3,3,73.0,31,17.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8656153828817805,27.77777777777778,26.11111111111111,89,1,29.73
4,4,4,4,4,4,5,1,58.0,35,11.0,0.0,0.0,0.0,1.0,0.0,1.0,5.553361999215691,27.22222222222222,26.11111111111111,94,2,29.76
1,5,3,3,1,1,2,1,60.0,33,6.0,1.0,0.0,0.0,0.0,1.0,0.0,7.814204241440541,32.77777777777778,23.88888888888889,59,3,29.7
4,5,4,3,3,3,3,3,73.0,32,2.0,0.0,0.0,1.0,0.0,0.0,1.0,5.544741797779626,30.0,25.0,74,9,29.67
1,1,3,3,2,2,2,2,52.0,36,99.0,1.0,0.0,0.0,0.0,1.0,0.0,7.035683086805843,32.22222222222222,23.88888888888889,62,6,29.67
3,3,2,2,3,3,2,3,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,32.22222222222222,25.0,66,7,29.67
