o3_8,o3,pm10,pm25,co,so2,so2_24,no2,aqi,aqi_rank
0,0.0,66.0,128.0,12.0,26.0,0,10.0,182.93430656934305,3
0,0.0,66.0,128.0,11.0,19.0,0,10.0,182.93430656934305,3
0,0.0,64.0,124.0,7.0,20.0,0,9.0,180.8905109489051,3
0,0.0,62.0,124.0,9.0,17.0,0,10.0,180.8905109489051,3
0,0.0,64.0,124.0,8.0,23.0,0,10.0,180.8905109489051,3
0,0.0,60.0,120.0,7.0,18.0,0,10.0,178.84671532846716,3
0,0.0,62.0,124.0,7.0,16.0,0,10.0,180.8905109489051,3
0,0.0,60.0,120.0,7.0,18.0,0,10.0,178.84671532846716,3
0,0.0,64.0,124.0,7.0,18.0,0,10.0,180.8905109489051,3
0,0.0,64.0,128.0,8.0,21.0,0,10.0,182.93430656934305,3
0,0.0,64.0,124.0,8.0,25.0,0,10.0,180.8905109489051,3
