greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,num_people,num_motorcycles,num_cars,rms_contrast
2,5,2,2,4,4,3,4,81.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.46835385483181,6,5,0,60.40512949542053
4,4,3,4,4,4,3,3,73.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.421187744494178,6,7,5,79.14792816954623
4,4,2,1,4,4,2,4,72.0,30,0.0,0.0,0.0,1.0,1.0,0.0,6.422723696324697,0,0,0,57.51047536493953
3,3,5,5,2,2,4,2,61.0,34,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243,12,2,0,68.43784388041331
2,2,3,3,3,3,2,2,60.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.012321768343242,7,6,1,70.12030219522103
2,2,3,3,3,3,3,3,59.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343,9,10,1,70.62165622674807
2,3,2,2,5,4,4,2,72.0,31,0.0,1.0,0.0,0.0,1.0,0.0,8.248722221264224,4,4,1,76.23719114934875
1,2,2,2,2,2,3,2,50.0,37,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918,2,5,0,66.75180873499633
2,2,3,2,3,2,2,2,56.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,6,6,0,68.37696451751005
3,3,4,4,3,3,2,3,49.0,37,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,8,6,2,76.01501497940446
3,3,3,3,1,2,3,2,50.0,37,0.0,0.0,0.0,1.0,1.0,0.0,6.84334062123617,4,1,1,67.18496240018946
2,2,3,3,2,2,2,2,59.0,34,0.0,0.0,0.0,1.0,1.0,0.0,8.311419326199031,5,4,2,60.9289355809249
2,3,3,3,3,2,3,3,62.0,33,0.0,0.0,1.0,0.0,0.0,1.0,5.51217518686674,2,0,0,81.8522064704116
3,1,5,5,1,1,5,1,62.0,34,0.0,0.0,1.0,0.0,0.0,1.0,7.185123928701169,1,0,0,89.04882754767506
3,4,4,4,3,4,4,3,72.0,32,0.0,0.0,0.0,1.0,1.0,0.0,5.9607331940031925,18,6,1,68.3170914602874
3,2,1,1,2,1,4,1,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.1493868757767896,0,0,0,72.5792761724753
2,2,3,4,1,1,4,1,58.0,35,0.0,0.0,0.0,1.0,0.0,1.0,5.784898352012638,0,1,0,68.03569889709415
2,2,4,3,4,2,2,2,68.0,33,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,4,2,3,41.820303330666775
2,3,4,4,1,2,4,1,66.0,33,0.0,0.0,0.0,1.0,1.0,0.0,5.4869155791267845,6,9,4,61.10135333940094
2,3,3,3,3,3,3,3,70.0,32,1.0,0.0,0.0,0.0,1.0,0.0,8.318957002468077,0,0,0,71.399226286278
3,5,2,2,3,3,3,3,65.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.147356950398043,3,3,1,61.63413674344196
5,5,2,2,5,5,2,4,78.0,29,0.0,1.0,0.0,0.0,1.0,0.0,7.088392256964598,6,6,0,53.036249265399796
3,3,5,5,2,2,5,2,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,8,8,2,56.739293731371966
2,2,3,3,2,2,2,2,56.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,5,3,3,73.81600747632727
4,2,3,4,1,1,5,1,54.0,37,1.0,0.0,0.0,0.0,1.0,0.0,7.198289786097591,0,0,0,78.33273928915659
2,3,4,3,1,1,3,1,53.0,36,0.0,0.0,0.0,1.0,1.0,0.0,6.42657712806723,3,0,0,78.20905237318418
4,4,3,2,4,4,1,4,75.0,33,1.0,0.0,0.0,0.0,1.0,0.0,6.878716238545669,0,0,0,74.6191089179666
4,4,2,2,4,4,2,4,65.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675,3,8,3,67.80550421827243
2,3,3,2,4,3,2,4,73.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.763128142761303,0,0,0,79.75797282421635
3,5,2,2,5,4,2,4,57.0,35,0.0,0.0,0.0,1.0,0.0,1.0,7.864764462811165,5,6,0,65.28440742289554
3,3,3,3,4,4,2,4,76.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.676295422316878,0,1,0,63.729701075513525
5,5,2,1,5,5,1,5,68.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.426872842434407,1,0,0,64.28368849366038
3,3,1,1,3,3,1,3,53.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.277519521944598,2,3,2,66.74019129092538
2,3,3,2,3,2,4,2,62.0,33,0.0,0.0,0.0,1.0,1.0,0.0,6.145487604629892,0,1,0,78.40570890995876
4,4,3,2,5,5,1,5,68.0,33,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,1,1,3,61.190186053225155
3,4,3,4,1,2,3,2,59.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.674581174657979,6,8,4,65.55704726862545
2,2,4,4,2,2,2,3,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,4,4,5,59.686033228443925
4,4,3,3,5,5,4,2,61.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.87577655153488,9,7,2,61.89925114363568
2,3,5,5,4,3,4,3,72.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.4847783279775895,8,8,3,62.11509644394202
3,3,5,5,3,4,5,1,55.0,35,0.0,0.0,0.0,1.0,0.0,1.0,5.995501093914803,9,10,1,68.84251979395616
2,2,5,5,1,1,5,1,79.0,31,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695,11,7,2,58.89815484729226
4,3,4,4,1,2,3,3,50.0,37,0.0,0.0,0.0,1.0,1.0,0.0,5.890568693022418,3,6,4,68.22255436052781
3,3,2,2,4,4,2,4,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419,6,3,1,72.6636145876465
3,3,3,3,3,3,2,3,75.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,12,4,6,63.78787580720898
3,2,5,5,2,1,5,1,79.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,12,14,1,79.1705795473077
3,3,5,5,2,2,4,2,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.986278427652821,16,6,0,62.10428838795735
2,2,4,4,3,3,4,3,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552,4,7,0,68.03691548545532
4,4,2,2,3,3,3,3,88.0,28,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418,3,4,0,58.621798873523254
4,1,3,4,3,3,4,3,59.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.045490117343747,1,0,0,81.54753425755811
2,2,4,4,2,3,2,3,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,10,7,2,65.4334104424706
2,2,3,3,3,3,2,1,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,2,1,11,58.98448171644719
2,4,4,4,3,4,3,3,73.0,32,0.0,0.0,0.0,1.0,1.0,0.0,5.609591253256909,3,4,2,59.19285364459964
3,3,2,2,3,4,2,4,49.0,37,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565,1,0,4,69.91256923623148
4,4,3,3,4,4,2,4,74.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.537689510958655,1,0,0,68.36369104417085
3,3,3,3,5,4,3,3,81.0,30,0.0,0.0,1.0,0.0,0.0,1.0,8.314420356034804,5,3,4,72.15932416111902
2,2,3,3,2,2,3,2,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,6,5,2,55.47039070605351
4,4,1,1,5,5,1,5,68.0,33,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,0,0,0,56.245660625683726
3,3,2,2,4,4,2,4,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,8.351629912900599,5,3,4,65.69410886890999
3,3,3,3,3,2,3,2,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,6,5,0,55.30680668764987
3,3,3,3,2,2,4,2,85.0,28,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102,6,6,2,62.46079017534481
1,1,3,3,2,2,4,2,55.0,36,0.0,0.0,0.0,1.0,0.0,1.0,7.398967478187786,3,4,1,65.1983048671365
3,4,3,3,2,2,2,3,79.0,31,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695,9,7,1,57.57036964328603
3,3,2,3,2,1,2,2,87.0,28,0.0,0.0,0.0,1.0,0.0,1.0,6.069051497141363,9,8,1,53.86400215184652
2,2,5,5,2,2,4,1,54.0,36,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285,10,7,0,49.244695349986365
4,3,1,1,4,4,1,4,61.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.441126558530581,0,1,4,61.72031997850397
2,2,1,1,4,4,2,4,66.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675,3,2,1,79.1525251282023
4,5,3,3,4,4,3,3,61.0,34,1.0,0.0,0.0,0.0,1.0,0.0,5.591728527345428,6,6,2,60.31593998982233
4,3,3,2,5,5,1,5,56.0,36,1.0,0.0,0.0,0.0,1.0,0.0,6.4264453796977365,0,0,0,73.28007480245036
3,3,5,5,1,1,5,1,69.0,2,0.0,0.0,0.0,1.0,1.0,0.0,5.568385131810371,11,6,1,63.23477305817773
1,4,5,5,3,3,4,2,62.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.777328015657088,10,8,2,72.02392261470823
3,2,2,1,3,3,2,3,79.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,6,2,2,70.97731217751054
2,2,4,3,3,2,2,2,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552,11,9,0,74.48700659107408
3,4,3,2,3,3,2,3,71.0,32,1.0,0.0,0.0,0.0,1.0,0.0,7.123077352594487,0,0,0,82.31777152005913
3,2,3,4,2,2,2,2,84.0,29,0.0,0.0,0.0,1.0,1.0,0.0,7.528375544366531,3,0,2,79.07398274977774
2,2,5,4,2,2,4,2,59.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176,12,7,0,51.721681770702716
3,3,3,3,3,3,4,3,57.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.133954032124393,2,3,6,71.30346695954903
1,4,4,4,1,2,3,2,48.0,38,0.0,0.0,0.0,1.0,1.0,0.0,6.84334062123617,4,3,0,63.97974189166257
4,4,2,2,5,5,2,5,53.0,36,1.0,0.0,0.0,0.0,1.0,0.0,5.5698732630988665,3,4,3,66.15577446651884
2,2,3,3,3,4,2,2,68.0,33,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,10,9,1,53.040487607613144
4,2,3,3,2,2,3,2,66.0,33,0.0,0.0,0.0,1.0,1.0,0.0,5.671906421329672,0,0,0,71.28283540735349
2,2,4,4,2,2,3,3,67.0,32,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,7,3,0,69.51872948706217
1,3,3,3,2,2,4,2,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.811753047275798,0,0,0,73.70954633497351
2,2,5,5,1,1,5,1,48.0,38,0.0,0.0,1.0,0.0,0.0,1.0,6.6221570848867275,8,7,2,80.33501629543946
4,3,3,2,1,1,4,1,55.0,37,1.0,0.0,0.0,0.0,1.0,0.0,7.072286491742402,0,0,0,63.64765301453982
2,2,3,3,3,3,2,4,68.0,33,0.0,0.0,1.0,0.0,0.0,1.0,8.32167051329657,1,1,2,44.32148109943285
2,2,2,2,5,5,1,5,67.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,4,3,6,71.81796981322525
3,3,1,1,5,5,1,5,61.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.424853336362936,1,1,4,65.86153159005593
3,3,3,3,3,3,1,3,54.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.328148088736002,1,0,0,84.09602114523358
4,3,2,2,5,4,2,4,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941,11,7,0,75.35037741314113
5,4,3,2,4,4,2,4,73.0,32,0.0,0.0,1.0,0.0,0.0,1.0,6.417553204753022,1,0,0,62.572943149834956
4,4,2,2,4,4,1,4,58.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.772755084451218,2,2,1,58.76681573321329
3,5,3,3,4,4,2,4,62.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.777328015657088,4,3,3,61.91439056207142
5,5,3,2,5,5,1,5,66.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.422551420106924,0,0,0,79.15136797518508
4,5,5,3,4,3,3,3,49.0,37,0.0,0.0,0.0,1.0,0.0,1.0,7.310848181002816,4,4,5,53.06521536097775
2,4,3,3,5,5,4,1,51.0,36,0.0,0.0,0.0,1.0,0.0,1.0,6.852871438229017,5,4,1,70.71132284032862
5,5,2,5,5,5,2,5,80.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.979308669739392,1,1,3,56.43751588598897
5,4,3,2,5,5,1,5,68.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.423258613513111,1,0,0,73.39530154787107
3,2,3,5,3,2,2,2,68.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.61273101729244,5,4,0,71.22266338491194
5,5,3,3,5,5,2,4,63.0,34,0.0,0.0,1.0,0.0,0.0,1.0,7.048320595099042,1,0,5,64.49837821469771
1,1,2,2,3,3,1,4,60.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.203266530765332,6,5,2,68.43402562411495
3,2,2,2,4,3,3,3,70.0,31,0.0,0.0,1.0,0.0,0.0,1.0,5.549879850713529,0,0,0,85.9742924452092
3,3,3,3,3,3,2,3,55.0,36,0.0,0.0,0.0,1.0,0.0,1.0,7.398967478187786,11,7,0,74.43858677351399
2,2,2,2,2,2,2,2,62.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.420915291993301,1,5,0,66.63260979274615
4,3,5,5,3,3,2,3,68.0,33,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,4,4,8,71.57333278244407
1,1,5,5,2,2,5,1,70.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.044258644803701,15,10,1,69.70862183576203
2,2,2,2,4,4,2,4,50.0,37,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918,4,2,4,64.58895105640761
1,5,2,2,5,5,3,5,73.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.685125628536721,5,5,1,65.09329325399845
5,4,3,3,5,5,1,5,74.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.299669861565106,1,0,0,67.24300408349093
1,1,4,4,2,2,3,2,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.2745180207424065,11,9,3,47.35749949670989
3,4,1,2,4,4,5,1,50.0,36,0.0,0.0,0.0,1.0,0.0,1.0,6.811247047444727,1,3,2,54.35846388814314
1,1,4,4,1,1,4,1,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,7,7,1,53.015638011457135
2,2,5,5,1,1,5,1,62.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5327577214313575,12,11,1,70.42138186310414
2,2,3,3,3,3,3,3,70.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.044258644803701,11,6,2,63.18261618630398
3,3,2,4,5,5,5,5,84.0,29,0.0,0.0,1.0,0.0,0.0,1.0,6.316097297289625,3,4,0,74.41417929647184
4,3,3,3,4,4,2,4,70.0,33,0.0,0.0,0.0,1.0,0.0,1.0,3.348564367028672,0,0,0,71.86212345292634
3,3,3,3,4,3,3,3,59.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.874034972264925,6,6,0,75.15539947443816
2,3,2,2,3,2,3,2,55.0,35,0.0,0.0,0.0,1.0,1.0,0.0,7.154253018848898,0,0,0,66.51839132014369
3,3,2,2,3,3,2,3,59.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946,9,7,2,60.48149403528408
4,5,2,2,4,4,1,5,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.201964291736032,5,5,4,62.40273599062644
2,2,2,2,1,1,4,1,55.0,35,0.0,0.0,1.0,0.0,0.0,1.0,6.6161019973789905,5,6,1,72.90948460651951
3,3,3,3,3,3,3,3,60.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.423341665630027,5,4,2,68.94004893374907
2,3,5,5,2,2,2,2,88.0,28,0.0,0.0,0.0,1.0,0.0,1.0,5.565722894430606,10,9,1,52.8538280988714
3,3,3,3,2,4,3,3,49.0,36,0.0,0.0,0.0,1.0,1.0,0.0,7.807527989011134,2,1,4,73.31576311218211
2,5,2,1,3,3,2,3,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.14704144668172,0,0,0,66.82140493131935
4,3,3,3,3,3,3,3,50.0,36,1.0,0.0,0.0,0.0,1.0,0.0,6.434355536155072,4,2,2,69.03884711314586
3,4,4,4,2,3,3,3,82.0,29,1.0,0.0,0.0,0.0,1.0,0.0,5.569384104623522,8,7,3,77.89413059887517
3,2,3,2,2,1,5,1,68.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.026208217052216,1,0,0,68.01860697377285
3,3,5,4,3,3,2,2,89.0,28,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059,10,2,1,80.82433671462582
2,3,4,4,3,2,3,3,50.0,36,0.0,0.0,0.0,1.0,0.0,1.0,8.12726530664003,6,3,3,76.0475144983711
3,3,3,3,2,4,4,2,54.0,35,1.0,0.0,0.0,0.0,1.0,0.0,5.868320332747545,2,4,2,76.07439877471111
2,1,4,4,2,1,5,1,72.0,32,0.0,0.0,1.0,0.0,0.0,1.0,8.26114372072261,2,0,0,68.6795214418607
1,1,4,4,3,3,3,3,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.2745180207424065,9,10,0,72.28537715839954
4,2,2,1,5,5,1,5,58.0,35,0.0,0.0,0.0,1.0,0.0,1.0,5.568373378707209,0,0,0,81.39714497454258
2,2,3,3,3,3,3,3,70.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.67208616339026,11,7,0,53.42517670706893
4,3,3,3,3,3,3,3,59.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.012149880214475,10,6,0,71.8003447003868
2,2,1,2,4,4,1,3,61.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.441126558530581,3,2,7,51.30754329677951
2,2,3,3,2,2,2,3,89.0,28,0.0,0.0,0.0,1.0,0.0,1.0,8.290502987116332,8,10,2,59.17898298043236
1,5,5,5,2,3,4,1,50.0,37,1.0,0.0,0.0,0.0,1.0,0.0,5.569784807530611,11,11,2,65.03835485365695
3,2,4,4,2,2,4,2,75.0,32,0.0,0.0,1.0,0.0,0.0,1.0,5.645113135417142,6,7,1,71.84262026931323
2,1,4,4,2,2,5,2,77.0,31,0.0,0.0,1.0,0.0,0.0,1.0,8.479754334853077,3,6,2,58.469407660209896
3,2,3,2,2,2,3,2,61.0,35,0.0,0.0,0.0,1.0,0.0,1.0,6.642808500679573,0,0,0,62.47822784021771
2,4,3,2,1,2,4,1,75.0,30,1.0,0.0,0.0,0.0,1.0,0.0,7.148287848742263,2,0,0,64.93471040031712
1,1,2,2,2,2,1,3,56.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,6,5,1,58.215017555100296
3,3,3,3,3,3,3,3,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.571181973186025,7,7,2,49.788008965023096
1,1,5,5,1,1,4,1,69.0,2,0.0,0.0,0.0,1.0,1.0,0.0,5.568385131810371,11,5,2,70.86648626734681
2,2,3,3,4,3,2,4,64.0,33,0.0,0.0,0.0,1.0,0.0,1.0,8.32635423219491,4,5,3,48.879074254649154
3,2,2,4,2,1,3,3,69.0,31,1.0,0.0,0.0,0.0,1.0,0.0,6.667661895561858,8,9,0,69.22343617782812
1,4,2,2,4,4,2,4,60.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.080982913937444,1,0,0,84.27543697924628
2,2,4,4,2,2,3,2,54.0,36,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285,9,4,1,46.46235869475618
3,3,2,2,2,3,2,3,48.0,37,0.0,0.0,0.0,1.0,1.0,0.0,8.314817300803693,5,2,1,54.871056298748606
3,3,4,3,1,2,3,3,84.0,29,1.0,0.0,0.0,0.0,1.0,0.0,7.012501491486797,7,4,3,77.42313385155795
2,2,2,2,1,2,2,2,61.0,34,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243,2,1,3,67.40469177387651
1,4,3,3,5,5,5,1,60.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.101101566028931,5,6,0,58.56699873453007
5,5,2,2,4,4,2,4,62.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.413212128897532,6,3,1,71.2850142974616
2,4,1,1,4,4,1,5,77.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.416159928752833,2,4,0,51.85958708819682
2,2,2,2,4,4,2,4,53.0,36,1.0,0.0,0.0,0.0,1.0,0.0,5.5698732630988665,6,3,5,54.95414944456309
2,1,4,4,2,2,2,2,51.0,37,1.0,0.0,0.0,0.0,1.0,0.0,6.426916396226491,6,6,5,71.11564905879366
1,1,4,4,1,1,4,1,61.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.376959235343176,7,6,5,69.61546092237596
2,2,5,5,1,1,4,1,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,8,9,2,59.131035925860864
2,2,2,2,4,4,2,4,73.0,32,0.0,0.0,0.0,1.0,0.0,1.0,7.150265565298438,0,0,0,79.08750738527847
3,5,4,4,5,3,3,3,62.0,32,0.0,0.0,1.0,0.0,0.0,1.0,8.289254184368657,8,5,2,83.47322659091856
2,2,4,4,2,2,3,3,58.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.772755084451218,6,7,2,68.48885474423821
4,4,2,2,4,4,2,5,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.2745180207424065,4,4,0,77.36864574829666
3,3,3,3,3,3,3,3,72.0,32,0.0,0.0,1.0,0.0,0.0,1.0,7.012321768343242,11,6,0,76.47968595864722
4,3,5,4,4,2,1,2,87.0,28,0.0,0.0,0.0,1.0,0.0,1.0,6.069051497141363,7,11,0,40.36981659867398
3,5,3,3,5,5,3,5,63.0,33,0.0,0.0,0.0,1.0,1.0,0.0,8.350189773268626,4,3,2,69.98802762866947
2,2,4,4,2,2,4,2,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.1531567968860434,9,6,0,63.10199920591445
5,4,3,3,3,4,2,3,61.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.434445034704821,2,1,0,71.66007399068837
3,3,2,2,3,3,3,2,68.0,33,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,10,10,2,60.179698696704406
2,4,4,4,3,3,3,3,69.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.552040945996955,9,8,2,73.30933838360954
5,5,4,4,4,3,3,2,77.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.416159928752833,6,6,1,60.344159099305685
4,4,3,3,3,3,2,4,72.0,32,0.0,0.0,1.0,0.0,0.0,1.0,6.850203055820148,5,6,0,81.76387772306816
2,2,2,2,3,3,2,2,49.0,37,1.0,0.0,0.0,0.0,1.0,0.0,6.426119487345481,1,2,4,52.796120633529135
3,3,2,1,4,4,2,5,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.4156238185669885,4,3,0,61.140845869023245
2,5,2,2,1,1,4,1,65.0,33,0.0,0.0,0.0,1.0,1.0,0.0,7.123769728589116,0,0,0,69.64953399746554
4,4,3,3,3,3,2,3,79.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,7,8,2,67.55369282238847
3,3,3,3,3,3,3,3,59.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.844085577614415,6,6,2,76.91660637071226
4,4,2,2,4,4,1,3,79.0,31,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695,3,5,2,59.662056797814685
2,3,2,2,3,2,2,3,55.0,36,0.0,0.0,0.0,1.0,1.0,0.0,6.289034989371487,0,0,0,64.4674464659644
4,4,3,3,4,4,2,4,63.0,33,1.0,0.0,0.0,0.0,1.0,0.0,7.832851160988513,2,1,6,71.86726863994774
2,2,3,3,2,2,1,2,78.0,30,1.0,0.0,0.0,0.0,1.0,0.0,8.248496030706109,2,1,4,69.52985913790864
2,2,4,4,3,2,2,2,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.201964291736032,9,9,1,66.35814779754695
2,3,3,3,5,5,5,3,54.0,35,0.0,0.0,0.0,1.0,0.0,1.0,8.316444508799423,3,3,4,77.99132700661859
2,2,4,5,2,2,4,2,58.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.772755084451218,5,4,4,61.78811674757202
2,2,3,3,3,3,2,3,63.0,33,1.0,0.0,0.0,0.0,1.0,0.0,7.832851160988513,5,7,1,62.64781564333104
3,4,2,2,4,4,5,1,60.0,34,0.0,0.0,0.0,1.0,0.0,1.0,8.363052114227969,2,1,0,83.37068252141636
3,3,5,5,2,2,5,1,62.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.420915291993301,7,6,1,78.55712590232903
3,5,3,3,3,4,2,3,60.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.916075177318237,4,6,1,73.7419062056378
2,2,4,5,2,2,3,2,48.0,38,0.0,0.0,1.0,0.0,0.0,1.0,6.6221570848867275,5,4,0,69.9238323891755
2,2,3,3,2,2,4,2,71.0,30,1.0,0.0,0.0,0.0,1.0,0.0,6.615562376637378,0,0,0,75.27781624628554
3,3,2,2,4,4,2,4,49.0,37,0.0,0.0,0.0,1.0,0.0,1.0,5.6818609421547865,12,8,1,69.42871594117129
3,4,3,3,3,3,3,3,57.0,34,0.0,0.0,0.0,1.0,1.0,0.0,6.46835385483181,4,1,4,63.44912261645344
2,2,4,4,2,2,5,2,55.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.197571081448307,5,9,2,66.03592126252268
3,3,5,5,2,2,5,3,48.0,38,0.0,0.0,1.0,0.0,0.0,1.0,6.6221570848867275,10,3,2,69.5583367182279
2,2,4,5,2,2,3,2,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.5571807246982905,8,6,0,72.06917709264279
1,1,3,3,2,2,3,2,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,8,7,0,74.63557444678824
2,2,2,2,4,4,2,4,67.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.6818609421547865,6,8,1,66.69980161701612
2,2,3,3,2,2,2,2,68.0,33,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,2,3,5,60.95418386827172
4,4,1,1,5,5,1,5,49.0,37,0.0,0.0,0.0,1.0,0.0,1.0,5.6818609421547865,2,0,1,69.79754641756891
2,2,3,3,3,3,3,3,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419,9,3,2,65.2563836343258
2,2,2,3,3,3,2,2,55.0,36,0.0,0.0,0.0,1.0,1.0,0.0,7.153170862668017,0,0,0,73.15246393008782
5,4,2,1,5,5,1,5,74.0,32,1.0,0.0,0.0,0.0,1.0,0.0,6.415535534503187,3,0,0,60.73585941695489
3,3,3,3,2,3,3,3,59.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.583255666404068,6,9,0,64.55993958939904
