greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,num_people,num_motorcycles,num_cars,rms_contrast
3,4,2,2,3,3,3,2,53.0,36,0.0,0.0,1.0,0.0,0.0,1.0,6.59691539667665,0,1,0,74.96498591035531
4,3,3,2,5,5,1,4,59.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.144434038242368,0,0,0,66.99016647188125
3,4,3,3,2,2,4,2,69.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.7080479974983245,3,0,0,66.46170739752532
2,2,5,5,1,1,5,2,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,7,6,1,66.94446838073651
3,3,3,3,3,3,3,3,74.0,31,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,6,3,2,86.10477114464285
3,3,2,1,4,4,1,5,49.0,37,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,1,1,5,64.4257665646573
3,3,3,4,5,5,3,4,80.0,30,0.0,0.0,1.0,0.0,0.0,1.0,7.381858537561753,5,3,2,79.1692856601678
1,1,3,3,2,2,3,2,68.0,33,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,4,5,0,59.31125404619018
2,3,1,1,4,4,2,4,55.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.154470031235273,3,0,0,74.84644445643531
2,2,1,1,5,5,1,5,69.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.552040945996955,0,0,3,48.612012224692485
3,5,3,3,4,3,3,3,74.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.670085342865881,1,0,0,69.82437854922517
3,3,4,4,2,2,3,2,49.0,37,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,7,3,3,75.48276438314085
1,1,4,5,3,2,2,1,68.0,33,0.0,0.0,0.0,1.0,0.0,1.0,8.12726530664003,4,2,3,56.3477084035025
2,4,3,2,3,4,2,4,68.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.0809916389826775,0,0,0,65.90740669316797
3,2,4,5,3,2,4,2,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552,10,11,0,73.22381446626324
2,3,2,2,3,2,2,3,53.0,36,0.0,0.0,0.0,1.0,1.0,0.0,8.308330501246058,1,0,0,78.49565908866353
4,5,5,4,3,4,4,2,72.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.609591253256909,14,9,3,63.399289720278254
4,4,3,3,4,5,2,4,77.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.644202397852575,6,6,3,69.03518045338096
2,4,3,4,2,3,4,2,69.0,31,1.0,0.0,0.0,0.0,1.0,0.0,6.922272506415986,5,3,1,77.46212916578531
2,2,4,4,3,3,3,3,67.0,32,0.0,0.0,1.0,0.0,0.0,1.0,6.434925562781158,10,7,2,68.24142489795693
4,3,3,2,3,4,2,3,62.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5327577214313575,7,8,0,72.10699594365526
2,2,3,2,1,1,4,1,60.0,34,1.0,0.0,0.0,0.0,1.0,0.0,8.274855957977465,0,0,0,63.298992085857094
2,2,3,3,3,3,3,3,67.0,32,1.0,0.0,0.0,0.0,1.0,0.0,7.139657270612567,3,3,4,53.819997685941715
3,2,3,2,3,2,4,2,71.0,32,0.0,0.0,1.0,0.0,0.0,1.0,7.149673755912144,1,1,0,80.61765430874341
4,3,3,3,4,4,3,4,49.0,37,0.0,0.0,0.0,1.0,0.0,1.0,6.721987676183449,8,8,1,71.04202385250998
3,3,5,4,2,2,4,1,56.0,35,0.0,0.0,0.0,1.0,0.0,1.0,5.572492658972119,1,0,0,77.06466351532244
2,2,3,3,3,3,2,2,60.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.203266530765332,5,7,0,65.11265055493581
1,1,4,4,3,3,3,3,59.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946,5,4,1,63.084405266911965
5,5,3,3,5,4,4,4,65.0,32,1.0,0.0,0.0,0.0,1.0,0.0,7.031416408475003,6,2,6,72.68292991934456
1,1,4,4,2,2,3,2,59.0,34,0.0,0.0,0.0,1.0,0.0,1.0,8.351629912900599,10,5,2,74.65716905918069
3,3,3,3,2,2,2,2,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,8,6,0,65.39785651429557
3,3,2,2,5,5,2,5,60.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.254840915406108,5,3,0,67.11168769638236
2,2,2,2,4,4,1,2,68.0,33,0.0,0.0,1.0,0.0,0.0,1.0,8.32167051329657,1,1,1,61.51148274680628
3,3,2,2,3,3,2,3,68.0,33,0.0,0.0,1.0,0.0,0.0,1.0,8.32167051329657,1,1,3,49.24644406725264
3,3,3,3,2,2,3,3,49.0,37,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565,4,6,3,64.33483124348552
3,4,3,3,4,3,2,3,68.0,33,0.0,0.0,0.0,1.0,0.0,1.0,8.12726530664003,5,4,1,57.54336292557682
1,1,3,2,2,2,2,2,60.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.203266530765332,5,5,0,54.23012828130539
1,3,2,2,2,2,4,2,53.0,36,1.0,0.0,0.0,0.0,1.0,0.0,6.870226986149198,0,0,0,78.50439787353989
3,3,3,2,4,4,3,3,60.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.581443851207809,1,0,0,80.68672729313562
2,3,3,3,3,3,2,3,57.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.079080092065323,0,0,0,72.79392233204506
3,3,5,5,3,1,4,2,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,18,9,0,63.630753775302466
2,2,4,4,3,3,3,3,67.0,32,1.0,0.0,0.0,0.0,1.0,0.0,7.139657270612567,7,5,2,54.34895430079687
3,4,3,4,4,3,3,3,76.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.46835385483181,6,6,0,64.58810047453085
3,3,2,2,4,4,2,4,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.986278427652821,5,4,3,49.076852676552626
3,3,2,2,4,4,1,5,49.0,37,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565,2,2,2,70.94698708721467
4,3,2,2,5,5,1,5,58.0,35,0.0,0.0,0.0,1.0,0.0,1.0,7.186628104932962,0,0,0,61.31928091453685
2,2,4,4,2,2,4,2,67.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,11,5,3,68.79552628098503
2,3,3,3,1,3,3,3,81.0,30,0.0,0.0,0.0,1.0,1.0,0.0,6.903423226411491,8,8,4,75.48314894268816
3,1,2,2,3,3,2,3,68.0,33,1.0,0.0,0.0,0.0,1.0,0.0,7.224717673201067,1,0,0,75.63522606622392
5,5,2,2,4,4,1,5,57.0,36,1.0,0.0,0.0,0.0,1.0,0.0,6.432118455693695,0,0,0,71.19166174819141
3,3,2,2,4,3,2,4,73.0,31,1.0,0.0,0.0,0.0,1.0,0.0,6.424853336362936,8,7,0,69.74064747941677
3,3,2,2,3,3,1,3,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,1,2,2,61.633688284963156
3,5,3,2,5,5,2,4,73.0,31,0.0,1.0,0.0,0.0,1.0,0.0,8.318911127798362,6,5,1,69.74601828036268
3,3,3,2,3,3,4,2,65.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.122044467043653,0,1,0,84.83255653699675
5,4,3,2,5,4,1,4,54.0,36,0.0,0.0,0.0,1.0,1.0,0.0,6.4163565813923125,0,0,0,69.20126330255874
4,2,3,3,3,3,2,3,67.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.702969116069332,1,0,0,74.85895589380489
2,2,5,5,1,1,5,1,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.986278427652821,14,3,0,60.08525559277522
2,5,2,2,3,3,2,4,67.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.12788245724447,0,0,0,60.616340695715984
2,2,4,4,1,1,4,2,69.0,2,0.0,0.0,0.0,1.0,1.0,0.0,5.568385131810371,12,6,0,70.32014612867755
3,3,3,3,3,2,3,2,86.0,29,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102,5,4,0,68.5302108350768
1,5,3,3,3,3,3,3,86.0,28,0.0,0.0,0.0,1.0,1.0,0.0,8.415121185543555,4,4,4,72.78041528710447
2,2,5,5,2,1,4,1,58.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5342563405919885,8,3,1,67.12660675648102
1,1,5,5,2,2,3,2,55.0,35,0.0,0.0,1.0,0.0,0.0,1.0,6.6161019973789905,14,7,1,59.58295194230391
1,1,4,4,2,2,3,2,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.640383398846991,11,9,2,68.79016119410451
2,2,3,3,3,3,2,2,68.0,33,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,3,3,1,46.886140331061924
3,3,4,4,3,3,3,3,63.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.8153822681697065,8,9,1,73.72784207885267
2,2,5,5,2,2,5,2,77.0,31,0.0,0.0,1.0,0.0,0.0,1.0,7.0573137577692595,11,9,2,60.66310350450176
3,3,3,3,3,3,3,3,70.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.9525647790162015,8,10,3,50.86862520896389
2,2,3,3,2,2,2,2,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,6,5,2,67.63708546436901
3,3,4,3,2,2,4,2,58.0,35,0.0,0.0,0.0,1.0,1.0,0.0,5.57377590930592,0,0,0,80.30860375472764
4,4,4,4,4,4,3,3,57.0,35,0.0,0.0,0.0,1.0,1.0,0.0,5.4847783279775895,6,6,1,72.58008607386635
3,3,4,4,3,3,2,4,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,9,5,1,72.5558959773706
4,5,3,3,2,3,3,3,81.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.46835385483181,0,0,7,72.06249891478966
3,3,3,2,4,4,2,4,73.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.973752478228892,1,2,0,82.87901879748097
3,5,4,4,3,4,3,3,72.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.995501093914803,5,8,1,60.31769672240347
2,5,3,3,2,3,2,2,60.0,33,1.0,0.0,0.0,0.0,1.0,0.0,7.148465386612798,3,3,2,67.41934477700256
2,2,2,2,1,1,3,1,57.0,36,0.0,0.0,0.0,1.0,1.0,0.0,5.574201274303387,1,0,0,59.79462922108859
2,2,3,3,3,3,3,3,68.0,32,0.0,0.0,1.0,0.0,0.0,1.0,6.434925562781158,2,1,3,66.02337625475303
2,2,3,3,2,2,3,2,67.0,33,0.0,0.0,1.0,0.0,0.0,1.0,5.534440129004215,7,7,3,65.43820131132735
3,3,4,4,2,2,5,3,61.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5327577214313575,4,7,3,74.4150494295876
4,3,3,2,3,3,2,3,65.0,33,0.0,0.0,0.0,1.0,1.0,0.0,6.093283321110072,1,0,0,76.97731325464646
5,3,4,3,2,1,4,1,51.0,36,0.0,0.0,0.0,1.0,1.0,0.0,5.670883636015558,1,0,0,75.24180123901894
2,2,2,2,3,2,2,3,53.0,35,0.0,0.0,0.0,1.0,0.0,1.0,7.154810711841938,1,0,0,70.7916620449694
2,2,3,4,2,2,3,3,67.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,5,5,3,69.8193762231397
5,3,3,3,5,5,1,5,75.0,30,0.0,0.0,0.0,1.0,0.0,1.0,6.4303637065289045,1,1,0,69.77600736956789
3,4,3,3,3,3,3,3,49.0,37,0.0,0.0,0.0,1.0,0.0,1.0,7.146960176089152,7,6,2,57.55784867967157
2,2,4,4,2,2,3,2,77.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.416159928752833,13,6,1,62.404059111525726
2,3,3,3,5,4,4,3,71.0,32,0.0,0.0,0.0,1.0,0.0,1.0,7.979308669739392,5,5,1,64.10003069783299
2,2,2,2,3,4,1,3,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,10,5,1,61.68941328468464
4,4,3,3,3,3,3,3,65.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343,4,4,2,77.60776050749384
2,2,4,4,3,2,3,2,77.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.644202397852575,12,10,1,72.91895231992645
2,2,4,4,2,2,4,2,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941,11,4,2,74.25007527076703
2,2,5,5,3,3,4,1,63.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.847713553029293,8,4,2,68.98037586677862
1,1,4,4,2,1,2,2,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,6,6,1,75.68792201524816
2,2,5,5,2,2,5,2,49.0,37,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,11,4,1,61.44798213611657
2,2,4,4,2,2,3,2,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.5571807246982905,12,8,0,67.23315150172404
4,3,3,4,4,4,4,2,49.0,37,0.0,0.0,0.0,1.0,0.0,1.0,6.422301347037783,4,5,0,69.0870196091079
5,5,2,2,5,5,2,5,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419,2,2,1,73.67472733452443
4,4,3,3,4,4,2,4,59.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946,5,4,0,87.3897634713122
2,2,3,3,2,2,2,2,60.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.203266530765332,9,7,0,76.26259814739056
2,2,4,4,2,2,3,2,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.1531567968860434,11,8,3,57.76466090074658
1,2,3,3,3,3,3,3,59.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946,7,3,5,65.48352650336372
1,1,5,5,1,1,5,1,59.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176,17,10,0,50.81626481903842
2,3,4,4,2,2,3,2,51.0,36,0.0,0.0,1.0,0.0,0.0,1.0,8.376296964696806,5,3,3,59.43192086259844
3,3,4,4,4,3,3,2,46.0,37,0.0,0.0,0.0,1.0,0.0,1.0,6.721987676183449,4,9,0,68.64849563217179
3,2,3,3,4,3,3,3,63.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.976040846842159,0,0,0,86.73720019842717
3,5,3,4,5,5,1,3,62.0,32,0.0,0.0,1.0,0.0,0.0,1.0,7.925742605129721,10,9,0,66.1295332754129
3,3,2,2,5,5,1,5,55.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.197571081448307,1,2,2,74.19645083389484
3,3,2,2,2,2,3,1,52.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.035683086805843,6,7,2,65.39003141475638
3,3,2,2,4,4,1,5,60.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.254840915406108,3,5,1,60.18984822570571
4,4,2,2,4,4,3,4,74.0,31,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,13,6,1,72.43173028752103
5,5,1,1,5,5,1,5,55.0,35,0.0,0.0,0.0,1.0,0.0,1.0,7.062853677970272,0,0,2,56.26686567452799
4,4,2,2,4,4,1,4,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,3,3,0,70.72734177583617
4,4,3,3,3,4,3,2,57.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.236447980446544,0,0,0,66.06686119224615
2,2,3,3,3,3,3,2,60.0,35,1.0,0.0,0.0,0.0,1.0,0.0,8.248496030706109,0,0,0,68.16297207499643
2,1,3,3,4,4,3,3,65.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.628054177010415,0,0,0,79.01246003994821
4,3,4,3,4,4,5,1,86.0,28,0.0,0.0,0.0,1.0,0.0,1.0,7.176694577136747,8,7,2,67.72531184546808
5,4,3,2,5,5,4,2,81.0,29,0.0,0.0,0.0,1.0,0.0,1.0,6.372761548329691,3,2,2,61.082177315214174
2,2,2,2,4,3,2,4,73.0,32,0.0,0.0,0.0,1.0,0.0,1.0,7.156470005321673,0,0,0,76.50046097288421
1,1,5,5,1,1,5,1,73.0,32,1.0,0.0,0.0,0.0,1.0,0.0,8.035452036832472,9,7,0,64.12738123211277
1,1,3,3,1,1,4,1,75.0,32,0.0,0.0,1.0,0.0,0.0,1.0,7.075295551494054,1,0,2,54.510171975087296
3,2,5,5,1,1,5,1,79.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,7,12,2,76.8410553272858
3,3,3,3,3,2,3,3,56.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.00502645917817,2,0,0,77.72291274014279
3,3,4,4,3,3,3,3,69.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.571181973186025,9,8,2,75.08406468907614
3,3,3,3,5,5,5,2,79.0,30,0.0,0.0,0.0,1.0,0.0,1.0,5.573909405910354,6,8,1,68.1688110843256
4,5,3,4,4,3,2,3,53.0,36,0.0,0.0,0.0,1.0,1.0,0.0,5.547117774134949,0,0,0,80.6291657603253
2,1,5,5,2,1,5,1,64.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.161972254750432,2,0,0,77.91348216003037
1,2,3,5,2,1,4,2,60.0,33,1.0,0.0,0.0,0.0,1.0,0.0,7.542670152332232,6,6,1,68.65831981572941
2,4,5,4,2,4,4,2,48.0,37,0.0,0.0,0.0,1.0,0.0,1.0,6.945352819755257,13,5,0,70.34924295931606
2,2,2,2,4,4,2,4,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.201964291736032,4,2,0,61.37230271410367
3,3,1,1,4,4,2,4,74.0,31,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,1,0,1,72.351014475187
4,4,2,2,4,4,2,4,73.0,30,0.0,0.0,0.0,1.0,1.0,0.0,5.537916410582699,2,0,0,75.30568557378643
2,2,3,3,4,2,3,2,73.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.548915906644913,0,0,0,73.66897146258994
5,5,5,2,5,4,5,5,67.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.227510450005213,3,3,2,56.736863625701034
3,3,2,2,3,3,2,3,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,10,7,0,73.77504102747902
4,3,3,3,4,2,3,4,55.0,35,0.0,0.0,1.0,0.0,0.0,1.0,6.427850458947643,0,0,0,51.9695705722965
5,4,3,3,5,5,1,5,73.0,30,0.0,0.0,0.0,1.0,1.0,0.0,6.285571433399032,0,1,0,70.44580440657255
4,3,3,3,3,3,3,3,60.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.459227902807718,6,3,4,67.5784065249847
2,3,2,3,2,3,2,3,61.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.336367595487832,1,1,3,62.87721919075637
3,3,2,3,3,3,3,3,59.0,34,1.0,0.0,0.0,0.0,1.0,0.0,8.344142293295715,0,0,0,73.58726383032197
3,5,4,4,3,4,3,3,60.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.685125628536721,7,3,1,72.76884058493631
3,3,5,4,2,2,3,2,79.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992,10,7,2,57.57296945221647
3,3,2,2,4,4,1,4,68.0,33,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,1,1,4,53.19194954127424
2,2,2,2,4,4,2,5,75.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,1,1,5,44.235921077332705
4,4,2,2,4,4,2,4,51.0,37,0.0,0.0,0.0,1.0,0.0,1.0,5.75335466904166,2,0,0,79.39856414825744
2,2,5,5,1,1,5,1,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,15,9,2,52.24679734600252
4,5,3,2,5,3,2,3,61.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.083604483472503,6,4,1,70.61784300890018
3,3,3,4,5,3,3,3,67.0,31,0.0,0.0,1.0,0.0,0.0,1.0,8.354172223909748,9,8,1,62.86520242122632
4,4,5,4,3,2,2,2,79.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992,13,8,0,61.691859732618894
3,3,3,3,3,3,3,3,73.0,31,0.0,0.0,1.0,0.0,0.0,1.0,7.075295551494054,0,1,4,47.390739107556534
2,3,3,3,4,4,3,3,73.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.8656153828817805,5,3,0,62.526281269948434
4,4,4,4,4,4,5,1,58.0,35,0.0,0.0,0.0,1.0,0.0,1.0,5.553361999215691,10,9,1,69.76487260762447
1,5,3,3,1,1,2,1,60.0,33,1.0,0.0,0.0,0.0,1.0,0.0,7.814204241440541,2,2,3,63.65033209321845
4,5,4,3,3,3,3,3,73.0,32,0.0,0.0,1.0,0.0,0.0,1.0,5.544741797779626,1,0,0,75.99949189678112
1,1,3,3,2,2,2,2,52.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.035683086805843,5,3,0,59.24775131633706
3,3,2,2,3,3,2,3,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,6,6,0,78.05927504921074
3,2,4,4,3,3,2,3,67.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,7,3,6,66.26940685367742
3,3,3,3,3,3,2,3,85.0,29,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418,4,6,0,63.1731396153098
2,2,1,1,3,3,1,3,53.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.277519521944598,3,3,2,66.09118358032754
2,3,2,1,4,4,1,4,51.0,36,0.0,0.0,1.0,0.0,0.0,1.0,8.376296964696806,1,1,3,45.37021204822686
3,3,4,4,3,4,4,2,72.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.995501093914803,8,6,3,71.6687767171375
3,3,3,3,3,3,3,3,91.0,27,1.0,0.0,0.0,0.0,1.0,0.0,6.157304326529598,8,6,1,76.70348505426428
2,2,4,4,2,3,3,3,59.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176,6,3,0,60.48186443165201
2,2,2,2,3,3,2,3,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.23432907639552,5,7,2,47.93111676389901
4,4,3,2,4,4,2,4,74.0,33,0.0,0.0,0.0,1.0,1.0,0.0,5.5243925429555025,2,0,0,69.4026495432562
1,4,3,2,3,4,3,3,72.0,31,0.0,0.0,0.0,1.0,0.0,1.0,8.357928410456207,2,0,0,70.67544667956899
2,3,5,5,2,2,5,1,61.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.644202397852575,12,5,1,69.38110924664971
1,2,4,4,3,2,4,2,79.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992,9,5,1,73.07963887613411
2,2,3,3,3,3,3,3,67.0,32,1.0,0.0,0.0,0.0,1.0,0.0,7.139657270612567,4,4,4,50.132699627424145
3,5,2,2,5,5,2,4,78.0,29,0.0,1.0,0.0,0.0,1.0,0.0,6.8656153828817805,1,2,1,58.28145533156972
4,5,3,3,3,4,2,4,48.0,37,1.0,0.0,0.0,0.0,1.0,0.0,7.002960887767923,1,1,3,76.31502276345729
3,3,5,4,2,3,3,3,49.0,37,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,12,7,2,74.39940006005747
1,1,4,4,1,1,5,1,51.0,36,0.0,0.0,1.0,0.0,0.0,1.0,8.376296964696806,4,2,1,51.9513821481549
3,3,3,3,3,3,3,3,65.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.499195541904343,5,4,1,78.12084913575158
1,2,5,5,1,1,5,1,68.0,33,0.0,0.0,1.0,0.0,0.0,1.0,8.32167051329657,9,4,4,51.71938827718474
3,3,2,2,4,4,2,4,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.380290983105155,4,2,3,74.52687171285268
3,3,3,3,4,4,2,4,78.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.2745180207424065,6,5,3,59.56296497473278
3,3,5,4,3,2,4,3,61.0,31,1.0,0.0,0.0,0.0,1.0,0.0,5.577688090225078,14,8,3,59.517473473781884
3,5,4,3,1,2,3,2,60.0,33,1.0,0.0,0.0,0.0,1.0,0.0,6.45781930707799,6,5,3,70.8991320842448
2,1,5,5,1,2,4,2,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.380290983105155,8,12,0,76.30915934335448
3,3,1,1,4,4,1,4,61.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.441126558530581,0,0,4,55.193342637362
5,3,5,4,3,2,4,2,68.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.611784362985194,1,0,0,73.25106498978971
3,4,4,4,4,4,4,2,51.0,37,0.0,0.0,0.0,1.0,0.0,1.0,6.444427351382735,8,6,1,66.64771012518953
3,3,3,3,3,2,3,2,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,7,4,1,47.58107400127695
3,2,4,4,3,3,2,4,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,8,5,1,70.11685397976558
1,3,3,3,3,2,4,1,63.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.15645457797551,1,0,0,80.66148974224225
3,3,3,4,3,3,4,2,58.0,34,0.0,0.0,0.0,1.0,1.0,0.0,5.609591253256909,2,0,5,66.11284277483047
3,3,3,3,2,2,3,2,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,10,8,4,75.69064116063959
5,4,3,2,5,5,1,5,63.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.4144908039444894,3,0,0,71.51302436791528
3,3,4,4,2,2,4,2,67.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,6,6,1,72.62506002559266
2,2,2,2,3,3,3,3,74.0,31,0.0,0.0,1.0,0.0,0.0,1.0,5.529236365312432,4,6,1,62.634021048666966
3,4,3,2,4,3,2,4,68.0,33,0.0,0.0,1.0,0.0,0.0,1.0,8.358336832962543,0,0,0,81.38325041974089
3,3,3,3,3,3,3,3,60.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.747032473701513,5,6,2,80.87388203866313
4,4,3,3,3,3,3,3,89.0,28,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059,15,13,0,62.89644540949789
2,2,2,2,2,2,2,2,56.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,5,4,1,70.58189758611117
2,2,4,4,2,2,4,2,77.0,31,0.0,0.0,1.0,0.0,0.0,1.0,7.0573137577692595,2,5,2,56.71513001794645
4,4,3,2,3,3,2,3,68.0,34,0.0,0.0,0.0,1.0,1.0,0.0,5.784567260577785,2,1,0,74.67810485661877
3,5,3,3,3,3,3,3,72.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.609591253256909,11,8,1,59.59408068847839
2,3,3,4,2,2,4,3,50.0,37,0.0,0.0,0.0,1.0,0.0,1.0,5.589318277498476,9,6,2,71.31709795971514
3,5,3,3,4,4,2,4,79.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.545423101043606,4,3,3,78.6515684033243
2,2,4,4,2,2,5,1,50.0,37,0.0,0.0,1.0,0.0,0.0,1.0,7.119862853459918,7,6,2,64.97140649295683
1,1,1,1,4,4,1,4,54.0,36,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285,1,1,1,40.74714549734867
2,2,3,3,3,3,4,3,61.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.120274869470393,0,0,0,77.54731613006679
