hum,tem,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Late Night,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,Temperature,Dew Point,Humidity,Wind Speed,Pressure
74.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.683060625657087,30.0,26.11111111111111,79,5,29.76
71.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.861779300636157,27.77777777777778,26.11111111111111,89,5,29.7
52.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.460411704239148,31.11111111111111,23.88888888888889,66,5,29.76
76.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.591249590808588,27.77777777777778,26.11111111111111,89,5,29.7
68.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.552475067678632,28.88888888888889,25.0,79,7,29.7
63.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.420034668609753,28.88888888888889,25.0,79,2,29.7
53.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.435928168626206,32.77777777777778,23.88888888888889,59,2,29.67
70.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.807449519804188,30.0,26.11111111111111,79,1,29.73
57.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.272409526277133,32.77777777777778,23.88888888888889,59,6,29.73
65.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.441269363423556,30.0,25.0,74,2,29.67
68.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.774277006547479,31.11111111111111,26.11111111111111,75,8,29.7
67.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.046538727815896,31.11111111111111,26.11111111111111,75,8,29.7
67.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.8463312251734045,32.22222222222222,23.88888888888889,62,6,29.64
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.644356908530314,30.0,25.0,74,3,29.64
62.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.422672232239169,31.11111111111111,25.0,70,10,29.76
62.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.561936540374546,31.11111111111111,25.0,70,8,29.67
55.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.009107083687715,31.11111111111111,22.77777777777778,62,5,29.76
59.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.035402494744612,31.11111111111111,25.0,70,7,29.7
66.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.590521129508632,31.11111111111111,23.88888888888889,66,8,29.64
74.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.562457565543219,28.88888888888889,26.11111111111111,84,5,29.76
90.0,28,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.224401192535652,27.22222222222222,26.11111111111111,94,7,29.67
59.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.570057851490695,31.11111111111111,23.88888888888889,66,9,29.61
30.0,29,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.694419739118096,25.0,25.0,100,3,29.7
59.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.773045254325969,32.77777777777778,25.0,63,9,29.67
65.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.4275392630568815,30.0,25.0,74,9,29.67
63.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.093366705698754,31.11111111111111,26.11111111111111,75,8,29.7
77.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.229323014755025,27.77777777777778,27.22222222222222,94,2,29.73
68.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.404938746079006,31.11111111111111,27.22222222222222,79,7,29.64
73.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.169452115634111,27.77777777777778,26.11111111111111,89,2,29.73
64.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.847477450449488,30.0,25.0,74,2,29.76
60.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.070891524793272,32.22222222222222,25.0,66,7,29.67
76.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.357473653865254,27.77777777777778,25.0,84,3,29.7
59.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.4247566579864195,31.11111111111111,25.0,70,1,29.73
66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.611751855945842,28.88888888888889,23.88888888888889,74,6,29.79
65.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.392237836130256,32.22222222222222,26.11111111111111,70,2,29.76
59.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.562292872537918,32.77777777777778,25.0,63,9,29.67
66.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.8497705594154255,28.88888888888889,25.0,79,9,29.67
68.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.589710861125269,31.11111111111111,25.0,70,12,29.64
60.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.476326638775102,31.11111111111111,23.88888888888889,66,7,29.61
60.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.6647740637350985,32.22222222222222,25.0,66,14,29.55
80.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.207919858911387,27.77777777777778,26.11111111111111,89,1,29.73
64.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0791304662977055,31.11111111111111,22.77777777777778,62,6,29.67
68.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.417315831022963,28.88888888888889,25.0,79,3,29.79
50.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.642130948449713,32.22222222222222,23.88888888888889,62,5,29.73
64.0,32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.228200143284749,27.22222222222222,23.88888888888889,84,5,29.7
53.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.441082825145923,31.11111111111111,22.77777777777778,62,5,29.76
36.0,43,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.230856179483844,27.77777777777778,25.0,84,2,29.7
72.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.968714757462009,27.77777777777778,26.11111111111111,89,5,29.7
77.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.720622733981795,26.11111111111111,26.11111111111111,100,1,29.7
67.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.663469015764956,30.0,26.11111111111111,79,0,29.73
67.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.584880308441986,27.77777777777778,25.0,84,2,29.7
70.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.865389162464468,31.11111111111111,26.11111111111111,75,2,29.73
60.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.755949563514049,31.11111111111111,25.0,70,1,29.73
57.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.831578240914374,32.22222222222222,25.0,66,6,29.7
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.472101639982384,28.88888888888889,26.11111111111111,84,12,29.64
66.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.626385650822291,30.0,25.0,74,9,29.67
58.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.90330475825954,31.11111111111111,23.88888888888889,66,6,29.61
55.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.33072355471792,32.22222222222222,25.0,66,8,29.64
55.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.768654312209676,32.22222222222222,26.11111111111111,70,9,29.67
53.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.145072137204256,31.11111111111111,22.77777777777778,62,5,29.76
64.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.153620053844903,27.77777777777778,25.0,84,2,29.7
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.776736192991962,30.0,26.11111111111111,79,1,29.73
71.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.026154537320497,27.77777777777778,25.0,84,1,29.73
75.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.66131385122328,27.77777777777778,26.11111111111111,89,1,29.73
77.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.473252663754817,30.0,27.22222222222222,84,1,29.73
72.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.118761625899925,27.77777777777778,26.11111111111111,89,5,29.7
74.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.912317027055185,27.77777777777778,26.11111111111111,89,1,29.73
73.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.130392579482849,28.88888888888889,26.11111111111111,84,5,29.76
61.0,33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.421628958622335,30.0,25.0,74,1,29.76
73.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.130623916051787,27.22222222222222,26.11111111111111,94,2,29.7
63.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,17.374671593035465,32.22222222222222,25.0,66,14,29.55
63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.480196892271919,31.11111111111111,26.11111111111111,75,10,29.7
74.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.019604922957432,27.22222222222222,25.0,89,2,29.7
69.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.546636969339346,32.22222222222222,25.0,66,3,29.64
64.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.202154449617678,30.0,25.0,74,5,29.7
67.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.197766541607036,32.22222222222222,23.88888888888889,62,6,29.64
61.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.590356732087268,31.11111111111111,26.11111111111111,75,10,29.7
70.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.47820778156588,27.77777777777778,25.0,84,6,29.73
68.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.739340410204287,31.11111111111111,25.0,70,12,29.64
29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.686635075919295,26.11111111111111,23.88888888888889,89,3,29.7
67.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.040646437149918,30.0,23.88888888888889,70,6,29.7
62.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.340462596755309,28.88888888888889,25.0,79,2,29.7
76.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.4614137769995725,28.88888888888889,26.11111111111111,84,6,29.73
61.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.086575928357219,31.11111111111111,25.0,70,7,29.7
57.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.5235289209177365,31.11111111111111,25.0,70,10,29.67
83.0,29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.331163196410329,27.22222222222222,26.11111111111111,94,7,29.67
70.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0256645795120685,27.77777777777778,25.0,84,1,29.73
71.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.413560487914177,30.0,25.0,74,8,29.64
53.0,37,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.532290777755724,32.77777777777778,25.0,63,9,29.67
68.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.8456021226471995,31.11111111111111,25.0,70,12,29.64
62.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.630480109475994,28.88888888888889,25.0,79,2,29.7
78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.2519682200706335,27.77777777777778,26.11111111111111,89,5,29.7
60.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.989311345364713,31.11111111111111,25.0,70,7,29.7
64.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.209441818739276,30.0,26.11111111111111,79,2,29.73
60.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.310330016090865,30.0,25.0,74,3,29.64
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.043857611884034,30.0,26.11111111111111,79,3,29.73
58.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.526252492438127,31.11111111111111,25.0,70,2,29.61
59.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.580430170589278,31.11111111111111,22.77777777777778,62,7,29.64
54.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.09862008086367,31.11111111111111,23.88888888888889,66,2,29.73
65.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.286104906810397,28.88888888888889,25.0,79,10,29.67
72.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.054233320198133,28.88888888888889,26.11111111111111,84,6,29.67
53.0,40,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.35310862728506,32.77777777777778,25.0,63,8,29.61
63.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.837726849099098,31.11111111111111,23.88888888888889,66,8,29.64
56.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.319205609758809,31.11111111111111,25.0,70,1,29.73
75.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.376673743926895,28.88888888888889,26.11111111111111,84,2,29.73
71.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.6932754969472406,28.88888888888889,25.0,79,7,29.7
67.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.501663034585526,31.11111111111111,23.88888888888889,66,10,29.67
66.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.663733796830902,30.0,26.11111111111111,79,13,29.61
66.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.127547422936907,28.88888888888889,25.0,79,10,29.67
65.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.201673849870941,30.0,25.0,74,5,29.7
85.0,29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.843483869486077,27.22222222222222,26.11111111111111,94,7,29.67
63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.240592553414411,30.0,26.11111111111111,79,6,29.76
67.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.531359440508228,30.0,26.11111111111111,79,10,29.76
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.312362509305742,28.88888888888889,25.0,79,8,29.79
71.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.568893884919615,28.88888888888889,26.11111111111111,84,8,29.79
65.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.804990457492853,31.11111111111111,25.0,70,2,29.76
76.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.465611243199026,28.88888888888889,26.11111111111111,84,6,29.73
83.0,29,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.724006176387098,27.22222222222222,26.11111111111111,94,2,29.76
70.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.547921826162046,32.22222222222222,25.0,66,3,29.64
68.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.651506263827452,27.77777777777778,25.0,84,2,29.7
53.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.121931503116382,31.11111111111111,22.77777777777778,62,5,29.76
57.0,26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.886764160221942,27.77777777777778,22.22222222222222,70,12,29.73
55.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.426440454361725,32.22222222222222,23.88888888888889,62,5,29.76
74.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.116690647554168,27.22222222222222,26.11111111111111,94,2,29.7
60.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.2314656733637905,32.22222222222222,25.0,66,7,29.67
59.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.872666348732523,31.11111111111111,23.88888888888889,66,6,29.61
54.0,37,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.8860572576485435,32.77777777777778,25.0,63,9,29.67
58.0,26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.883762921208124,27.77777777777778,22.22222222222222,70,12,29.73
74.0,31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.141919269114367,28.88888888888889,25.0,79,13,29.73
65.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.592501604797013,32.22222222222222,26.11111111111111,70,2,29.76
63.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.009995471672479,31.11111111111111,25.0,70,2,29.76
58.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.521844258450978,31.11111111111111,25.0,70,10,29.67
58.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.330687146117665,31.11111111111111,25.0,70,10,29.67
62.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.426273426953732,27.77777777777778,22.77777777777778,74,10,29.67
74.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.018999108724644,27.22222222222222,25.0,89,2,29.7
69.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.607254005977971,31.11111111111111,25.0,70,12,29.64
72.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.560792691714037,27.77777777777778,26.11111111111111,89,5,29.7
69.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.034364934444545,31.11111111111111,25.0,70,12,29.64
65.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.648397767667589,31.11111111111111,23.88888888888889,66,6,29.67
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.019998405619452,27.22222222222222,25.0,89,2,29.7
71.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.9781978844902275,27.77777777777778,26.11111111111111,89,5,29.7
56.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.420756470803548,32.22222222222222,25.0,66,14,29.55
67.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.622063973539794,27.77777777777778,25.0,84,2,29.7
60.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.340705521271077,31.11111111111111,25.0,70,0,29.61
67.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.345858143064457,32.22222222222222,23.88888888888889,62,6,29.64
63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.442937414674993,28.88888888888889,23.88888888888889,74,6,29.79
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.139888011407073,30.0,26.11111111111111,79,5,29.76
73.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.661533361743008,28.88888888888889,26.11111111111111,84,5,29.76
58.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.687023496176617,31.11111111111111,25.0,70,10,29.67
70.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0280208834091225,27.77777777777778,25.0,84,1,29.73
61.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0067463034313,32.22222222222222,25.0,66,6,29.73
56.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.534564397185257,32.22222222222222,23.88888888888889,62,3,29.73
74.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.666476254337372,26.11111111111111,25.0,94,3,29.73
51.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.820962596540276,32.77777777777778,23.88888888888889,59,3,29.7
53.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.19068198792662,32.22222222222222,23.88888888888889,62,8,29.7
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.546416534765536,27.77777777777778,26.11111111111111,89,9,29.64
65.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.004420325174247,31.11111111111111,25.0,70,8,29.67
72.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.293070247931936,27.22222222222222,26.11111111111111,94,2,29.7
63.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.351791969169206,31.11111111111111,22.77777777777778,62,6,29.67
64.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.372427950693744,32.22222222222222,26.11111111111111,70,2,29.76
70.0,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.2420212158589905,28.88888888888889,25.0,79,10,29.7
67.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.582166936291647,30.0,25.0,74,0,29.73
65.0,33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.413921519802504,30.0,25.0,74,1,29.76
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.4943295998113735,30.0,26.11111111111111,79,5,29.76
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.4859238247361235,30.0,26.11111111111111,79,5,29.76
54.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.374945436467629,32.22222222222222,25.0,66,7,29.73
51.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.33475717279377,27.77777777777778,26.11111111111111,89,8,29.73
65.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.269481821846787,31.11111111111111,26.11111111111111,75,2,29.73
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.330456512381588,30.0,25.0,74,3,29.64
59.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.724259636519238,31.11111111111111,25.0,70,2,29.61
63.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.656219024225425,28.88888888888889,23.88888888888889,74,8,29.73
61.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.467601880203071,27.77777777777778,22.77777777777778,74,12,29.7
64.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.433545538560522,32.22222222222222,23.88888888888889,62,6,29.64
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.4699760876330386,31.11111111111111,25.0,70,8,29.67
55.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.294315042321449,32.77777777777778,22.77777777777778,55,6,29.64
54.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.4327485679437,32.22222222222222,23.88888888888889,62,6,29.64
73.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.232792439733721,26.11111111111111,26.11111111111111,100,1,29.7
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.8326344560997105,31.11111111111111,23.88888888888889,66,7,29.61
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.438207921811251,31.11111111111111,25.0,70,8,29.67
61.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.4335886947702505,30.0,25.0,74,9,29.7
70.0,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.660026631567643,28.88888888888889,25.0,79,13,29.73
66.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.602774636726612,30.0,26.11111111111111,79,13,29.61
53.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.55399780367937,32.22222222222222,23.88888888888889,62,6,29.64
74.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.515324652807911,30.0,26.11111111111111,79,5,29.76
57.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.619939940462376,32.22222222222222,25.0,66,6,29.7
59.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.238409071698661,31.11111111111111,25.0,70,9,29.7
63.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.556186465715974,31.11111111111111,25.0,70,8,29.67
72.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.151201522019237,27.77777777777778,26.11111111111111,89,5,29.7
65.0,32,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.904130305776116,32.22222222222222,26.11111111111111,70,2,29.76
68.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.524843346646832,31.11111111111111,25.0,70,12,29.64
