hum,tem,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Late Night,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
58.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.330687146117665
62.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.426273426953732
74.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.018999108724644
68.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.608396117344934
73.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.571061380190502
69.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.9634260451140895
65.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.648397767667589
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.019998405619452
71.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.081183340420724
56.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.420756470803548
67.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.622063973539794
60.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.340705521271077
67.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.340994397142353
63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.442937414674993
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.139888011407073
73.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.661533361743008
58.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.687023496176617
70.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0280208834091225
61.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.9951177546639745
56.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.534564397185257
74.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.666476254337372
51.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.820962596540276
53.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.19068198792662
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.546416534765536
66.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.999015457164875
72.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.293070247931936
63.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.351791969169206
64.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.372427950693744
70.0,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.2420212158589905
67.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.582166936291647
65.0,33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.413921519802504
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.4943295998113735
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.4859238247361235
54.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.374945436467629
50.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.33241912948178
65.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.269481821846787
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.32086287286538
58.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.7029150102341895
63.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.656219024225425
61.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.467601880203071
64.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.4360856739082335
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.4734262431983
55.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.294315042321449
54.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.4327485679437
73.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.232792439733721
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.8326344560997105
62.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.433601232630576
61.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.4335886947702505
70.0,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.660026631567643
65.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.635158213038403
53.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.55399780367937
74.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.515324652807911
57.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.619939940462376
59.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.238409071698661
63.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.549805548288355
73.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.155542758265221
65.0,32,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.904130305776116
67.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.523945720417142
65.0,33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.450491095029168
59.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.088753076799772
60.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.904776269710744
72.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.419169213004193
73.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.493049322805907
82.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.431190928993425
54.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.550165116194942
57.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.424405729433106
71.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.5777257962634375
64.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.624415722136514
66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.6588836140165855
59.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.560371454582975
71.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.452606277188305
72.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.5902078802759565
48.0,38,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.421483679182693
69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.989879480031281
62.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.005628765046188
63.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.438803340456391
62.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.472629534116321
49.0,38,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.538956470197649
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.663295392635575
58.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.9172674959729825
53.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.561945159581686
65.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.466696883406748
78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.1503788544637645
60.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.220168299936995
55.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.338723882101346
71.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.534236693619613
61.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.061312434458653
65.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.206651739653182
55.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.107251766571529
74.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.756335864136795
79.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.621613748797849
57.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.554896017550068
65.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.843859869105782
58.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.607915691494032
65.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.095083628551447
64.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.548898422405416
74.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.020902525240471
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.470045339979784
55.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.548050503252457
50.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.330489711248893
56.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.528731938891196
78.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.840818632225656
74.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.526548446533444
28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.693641064309425
67.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.419813053692452
58.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.3641623821987245
66.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.723478204351994
66.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.916227240194932
71.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.12422888564768
63.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.154350370094995
56.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.216850529537664
81.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.239451685493062
55.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.427961439743074
72.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.736268381162766
59.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.547332877779385
54.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0524299891371225
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.753269789597533
59.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.751218608074972
58.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.642090701103517
87.0,29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.050638768390117
58.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.078982149318688
76.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.141893483503502
79.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.33789340672775
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.420640473133062
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.236648410054627
74.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.4323631476923575
66.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.481084039439635
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.867340019409333
55.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.422712129810272
60.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.420613653299447
81.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.390477528262355
70.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.842337630341847
57.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.718775755019617
59.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.655647924985226
70.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.259419610782513
65.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.757611119886785
59.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.801171904275322
50.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.572453538337591
56.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4676670801553025
64.0,32,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.6689604968942415
73.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.581347186768624
68.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.649563825488548
58.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.134821942650312
59.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.437206384063164
56.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.594043492571242
63.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.41262423393007
68.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.35257828369591
61.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.241857909454429
59.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.219164793471253
55.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.352533906657803
48.0,38,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.568965659929657
66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.03334463947811
74.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.4689340467333425
65.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.81648296928269
64.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.290228169918858
60.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.91403563420748
62.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.441308760157992
71.0,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.624753418421718
60.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.724537776996128
48.0,37,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.284109385086628
60.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.34983181615144
77.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.9404924674002855
66.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.080182179290654
58.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.606093848471968
77.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.610498650061027
63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.230976455669795
74.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.9064578975045325
66.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.686059040027778
