hum,tem,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Late Night,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
82.0,29,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.426961669603196
70.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.350040417037201
65.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.656440650113767
74.0,31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.1430455846473135
59.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.128721305258651
55.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.6556675075086424
51.0,37,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.108730648990133
61.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.917901240226568
56.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.557603230709418
76.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.8728948843345545
60.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.269739886176487
56.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.282273067324155
59.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.8838553178884725
73.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.72712123032555
60.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.441241384496554
58.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.877474283933827
71.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0518018720067825
54.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.386417242924333
70.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.903070261065119
64.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.104340785926225
56.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.412950660802973
64.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.4243047862385
74.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.523657111415398
68.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.601707604385399
56.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.856894412880106
57.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.962263162408424
29.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.687175909216242
54.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.720880089812608
56.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.096504229974433
69.0,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.35147360118825
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.1253341098522665
67.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.530722388256464
54.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.407877515571397
57.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.988385243615088
68.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.348255962195822
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.667661445998
50.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.906047141041412
62.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.685090099579356
69.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.86064770051923
55.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.665852048837162
72.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.996946905986949
66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.357853539875678
57.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.15638741531287
69.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.677018519115936
69.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.421815669219352
59.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.348893368650445
62.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.596957746215949
59.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6787464259459055
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.257690433276637
53.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.476679937191008
75.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.639184375428862
66.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.046142260670258
52.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.473515943239839
59.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.784854351015407
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.060488177444306
61.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.752632095264041
31.0,28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.688029587027788
78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.1930373173897335
62.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.273211386012154
64.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.555735537748936
70.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.215650690824585
60.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.030031716768778
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.4427547825574285
55.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.852093732947803
68.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.184385028864748
67.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.802353466016525
53.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.752269546527536
80.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.049451337748971
72.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.407312218057075
74.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.346321567916759
72.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.529572278925886
62.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.456959484558658
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0243169670675245
65.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.562376522320172
59.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.3587993966112215
30.0,29,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.682185169602047
63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.2412789229141525
28.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.695433278421724
58.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.445243641783298
73.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.770588100575884
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.527610172841784
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.709426495744068
62.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.433100981579477
73.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.638542452287235
73.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.544864816101224
52.0,38,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.319445721889636
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.35511108530966
89.0,29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.880050538968754
53.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.583605719770203
76.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.5331691735140645
58.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.064080687566034
67.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.00582890916078
61.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.695130169272567
79.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.440975885046061
62.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.546374399353456
71.0,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.430185763641285
75.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.175544667511853
58.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.081520261228008
57.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.577584107969392
60.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.532169786085197
72.0,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.724172417965924
57.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.9303080335170115
59.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.854342073139121
61.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.125282108890147
64.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.37034243178466
71.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.879999011969588
72.0,31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.551190431822682
56.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.566296603056201
60.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.602567765162998
69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.130043242111396
78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.60349826640048
54.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.337388170427335
61.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0145056333695806
57.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.347795287627717
57.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.2024462712189825
63.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.735882191251532
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.893697258459905
63.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.583382187423135
65.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.333378839781203
62.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.745414988941055
67.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.372062287834441
72.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.723734376699164
62.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.689043860224963
55.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.609794902532245
59.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.323161319542127
64.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.859965616478598
76.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.4181746800730615
56.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.154178963267688
52.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.446043542885388
71.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.442915761154728
69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.460899979863418
62.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.8405781647333646
57.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.639190560783066
71.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.293987792352747
54.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.558695724551461
78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.144616499689492
71.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0198527469022585
61.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.97659277123742
65.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.5832313401915075
55.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.824029426706643
69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.418980153533433
61.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.698857169163586
59.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.598547308225074
73.0,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.420707253877888
73.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.772803760265801
57.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.468695877063094
74.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.216379728128469
60.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.750262605304825
54.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.527176095765347
60.0,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.952920496724168
66.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.306416424745967
58.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.539414382956932
77.0,29,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.680613013434197
60.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.9620444922787375
62.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.672748275989934
65.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.424865096323197
77.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.114266727616173
76.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.580099616590402
75.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.534016264849202
63.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.571505652388829
61.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.437516090483332
62.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.597952803736024
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.404913887544863
61.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.4470206898094915
62.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.4015383798008605
66.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.737910342310224
67.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.47027088203177
62.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.643936723783541
57.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.535773905240352
50.0,37,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.330021110657452
55.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.823908420653736
70.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.129927923100173
66.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.055760393196005
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.467426923604421
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.022716554400017
75.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.582861865426796
74.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.671374242321477
65.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.573495820726991
60.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.293237335236277
65.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.180394191262356
86.0,29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.528858708147892
61.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.756611976345196
64.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.87092871557372
69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.354072437337463
85.0,29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.57944200711237
77.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.6992555901764685
82.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.882803195402314
71.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.482976602469157
57.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.245191998204384
60.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.138859557665203
56.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.741322485269687
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.44467785292013
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.981612347499649
66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.669708418209567
62.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.8709715887903
61.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.63563419982023
54.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.888594763339206
60.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.237897585180573
60.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.042108121309236
55.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.559787093050574
52.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.6448512679042935
76.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.15843094675278
59.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.218112701827769
63.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.838210299639119
60.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.889890490048272
56.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.294336483860064
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.6641731090931104
66.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.555420611339277
63.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.427476573579239
75.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.552078359458915
60.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.5642775861824
64.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.436774254118317
54.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.522188710220437
72.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.351345864180848
52.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.543231936631302
69.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.266296981531172
59.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.674553365523447
58.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.436378767759655
76.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.530760759264853
65.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.324917287500893
71.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.7336625207290846
55.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.414660772618362
64.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.922851670848539
58.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.724912992212135
77.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.6703508734263615
70.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.335272907288296
73.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.433706696814146
57.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.4242061715779135
63.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.117923902864982
76.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.1510485245001805
49.0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.516218282462437
66.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.580364069658327
57.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4163465568444975
55.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.907118020035497
62.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.054796619861126
58.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.5241337325179325
57.0,36,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.285536548799923
63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.779383083812996
54.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.47526790714082
63.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.837752100534496
65.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.218223141163754
60.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.963951182662392
62.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.728530154301039
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.815411734096598
54.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.576040140901083
56.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.193022912335678
66.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.735262077683582
68.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,17.726265188808114
74.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.769126621395343
70.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.52847022355923
61.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.724729699942098
57.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.208083113128442
62.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.392144506148316
56.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.528732283648398
64.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.569659390757316
74.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.673392821145137
85.0,29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.5806296970238565
60.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.75867352133652
74.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.132775101422148
55.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.531817161184657
59.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.420726841817203
62.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.739607638868562
54.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.433307111991423
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.440466610560621
71.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.124570416878563
51.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.964339957949207
79.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.934321263470991
69.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.288082273467781
68.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.99289582021932
58.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.849807326609856
71.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.854391300621525
62.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.617649871105938
62.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.437181579151845
58.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.36995112988805
75.0,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.359940604395253
60.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.8573596842707065
62.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.8948017733145575
63.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.428430484780085
80.0,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.09920863152079
61.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.98796735110926
62.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.344869275030613
61.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.841784599228972
70.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.429263058764121
62.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.1557163239727775
66.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.5641444210620215
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.7818608387441826
71.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.42204449198197
72.0,31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.073875725996751
68.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.528050092307635
57.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.5232285481129875
77.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0548851449268914
69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.841104000465212
74.0,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.627864179511295
78.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.012102139093634
68.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.537972593236655
63.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.695346637515438
69.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.437251136365902
60.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.659812657326883
52.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.904114742706952
69.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.451655521840921
73.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.669187755034585
86.0,29,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.587459510678445
62.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.993255483956126
53.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.047325243318839
55.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.2973059307410315
57.0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.532812007779769
75.0,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.783295630857174
64.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.130275177063406
55.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.186309821877125
69.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.266697520558152
41.0,41,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.233315453473464
54.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.417084815676022
57.0,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.8863453917559045
66.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.671611966299741
55.0,36,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.411026993068559
67.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.537325612150531
72.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.285608869194608
64.0,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.679086048649375
55.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.765836095466673
56.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.40088775743987
58.0,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.427749020152684
58.0,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.878955487838381
69.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.850237110345723
57.0,36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.5476325057112845
62.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.662857813287691
67.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.208338506452936
63.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.968073513506253
68.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.1408772407348895
57.0,35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.260039846621507
68.0,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.571533965168478
